Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
1998,1,Disney,27.0,12.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,175.0,7785.0,running,0.0,82.0
1998,1,Disney,28.0,6.0,31.0,Tony Roper,Concor Tool & Machine (Bob Brevak),Ford,174.0,8785.0,crash,0.0,79.0
1998,1,Disney,29.0,18.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,173.0,8785.0,running,0.0,76.0
1998,1,Disney,30.0,19.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,164.0,8785.0,rear end,0.0,73.0
1998,1,Disney,31.0,36.0,55.0,Dave Rezendes,Icehouse Beer (Tom Gloy),Ford,142.0,8785.0,running,0.0,70.0
1998,1,Disney,32.0,13.0,11.0,Brett Bodine,Red Line Oil (Phil Bonifield),Chevrolet,115.0,7785.0,engine,0.0,67.0
1998,1,Disney,33.0,7.0,10.0,"Lonnie Rush, Jr.",A & G Coal (Jerry Wharton),Chevrolet,103.0,7785.0,crash,0.0,64.0
1998,1,Disney,34.0,35.0,40.0,Bobby Hamilton,Southern Pride Trucking (Bobby Hamilton Racing),Chevrolet,94.0,8035.0,transmission,0.0,61.0
1998,1,Disney,35.0,21.0,7.0,Barry Bodine,Purvis Brothers Ford (Jim Mattei),Ford,55.0,7785.0,engine,0.0,58.0
1998,1,Disney,36.0,25.0,4.0,Tommy Archer,All American Museum (Bill Westbrook),Dodge,15.0,7785.0,engine,0.0,55.0
1998,2,Homestead,1.0,12.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,167.0,52850.0,running,31.0,180.0
1998,2,Homestead,2.0,1.0,24.0,Jack Sprague,Team Hendrick (Rick Hendrick),Chevrolet,167.0,27350.0,running,81.0,170.0
1998,2,Homestead,3.0,10.0,3.0,Jay Sauter,GM Goodwrench Service Plus (Richard Childress),Chevrolet,167.0,18850.0,running,0.0,165.0
1998,2,Homestead,4.0,23.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,167.0,15450.0,running,0.0,160.0
1998,2,Homestead,5.0,4.0,35.0,"Ron Barfield, Jr.",Ortho Lawn & Garden Products (Charles Hardy),Chevrolet,167.0,13950.0,running,4.0,155.0
1998,2,Homestead,6.0,11.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,167.0,13700.0,running,0.0,150.0
1998,2,Homestead,7.0,14.0,29.0,Bob Keselowski,Mopar Performance (Ron Keselowski),Dodge,167.0,11900.0,running,0.0,146.0
1998,2,Homestead,8.0,21.0,16.0,"Ron Hornaday, Jr.","NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,167.0,11400.0,running,1.0,142.0
1998,2,Homestead,9.0,28.0,55.0,Dave Rezendes,Icehouse Beer (Tom Gloy),Ford,167.0,11200.0,running,0.0,138.0
1998,2,Homestead,10.0,33.0,37.0,Scot Walters,Red Man (Clarence Brewer),Chevrolet,167.0,10775.0,running,0.0,134.0
1998,2,Homestead,11.0,37.0,7.0,Barry Bodine,Damron's Auto Parts (Jim Clark),Chevrolet,167.0,9900.0,running,0.0,130.0
1998,2,Homestead,12.0,26.0,57.0,Chuck Bown,CSG Motorsports (Ed Scherer),Ford,167.0,10800.0,running,0.0,127.0
1998,2,Homestead,13.0,31.0,75.0,Kevin Harvick,Spears Manufacturing (Wayne Spears),Chevrolet,167.0,9700.0,running,0.0,124.0
1998,2,Homestead,14.0,2.0,2.0,Mike Bliss,Team ASE Racing (Jim Smith),Ford,167.0,10600.0,running,24.0,121.0
1998,2,Homestead,15.0,34.0,51.0,Tammy Jo Kirk,Auto Value (Tammy Jo Kirk),Ford,167.0,10850.0,running,0.0,118.0
1998,2,Homestead,16.0,38.0,0.0,Frank Kimmel,Sprayer Auto Parts (Andy Campbell),Chevrolet,167.0,9400.0,running,0.0,115.0
1998,2,Homestead,17.0,3.0,17.0,Rich Bickle,Sears DieHard (Tim Beverley),Chevrolet,167.0,10300.0,running,0.0,112.0
1998,2,Homestead,18.0,25.0,6.0,Rick Carelli,RE/MAX International (Marshall Chesrown),Chevrolet,167.0,10200.0,running,26.0,109.0
1998,2,Homestead,19.0,36.0,84.0,Wayne Anderson,Porter-Cable Power Tools (Jim Herrick),Ford,166.0,9100.0,running,0.0,106.0
1998,2,Homestead,20.0,17.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,166.0,9225.0,running,0.0,103.0
1998,2,Homestead,21.0,30.0,18.0,Butch Miller,Dana Corporation (Ron Norick),Dodge,166.0,9800.0,running,0.0,100.0
1998,2,Homestead,22.0,7.0,99.0,Joe Ruttman,Exide Batteries (Jack Roush),Ford,165.0,9600.0,running,0.0,97.0
1998,2,Homestead,23.0,32.0,32.0,Curtis Markham,Active Truck Team (Joe Horner),Chevrolet,165.0,8475.0,running,0.0,94.0
1998,2,Homestead,24.0,5.0,44.0,Boris Said,Federated Auto Parts (Mark Simo),Ford,165.0,9175.0,running,0.0,91.0
1998,2,Homestead,25.0,15.0,19.0,Tony Raines,Pennzoil (Kurt Roehrig),Ford,164.0,8975.0,running,0.0,88.0
1998,2,Homestead,26.0,20.0,82.0,Randy Nelson,Rhino Linings USA (Steve Lucore),Ford,155.0,7775.0,running,0.0,85.0
1998,2,Homestead,27.0,22.0,90.0,Lance Norick,NHL (Ron Norick),Dodge,140.0,7575.0,engine,0.0,82.0
1998,2,Homestead,28.0,24.0,43.0,Jimmy Hensley,Cummins Engines (Petty Enterprises),Dodge,137.0,7375.0,engine,0.0,79.0
1998,2,Homestead,29.0,19.0,6.0,Randy MacDonald,Ams Oil (Dick Greenfield),Dodge,134.0,7175.0,running,0.0,76.0
1998,2,Homestead,30.0,18.0,98.0,Rob Rizzo,Hastings Premium Filters (Jim Herrick),Ford,129.0,6425.0,crash,0.0,73.0
1998,2,Homestead,31.0,8.0,66.0,Bryan Reffner,Carlin Burners & Controls (Dale Phelon),Ford,95.0,7325.0,engine,0.0,70.0
1998,2,Homestead,32.0,13.0,10.0,"Lonnie Rush, Jr.",A & G Coal (Jerry Wharton),Chevrolet,88.0,6225.0,rear end,0.0,67.0
1998,2,Homestead,33.0,35.0,26.0,Doug George,Auto Trim Design Network (Mike Mittler),Ford,59.0,7075.0,engine,0.0,64.0
1998,2,Homestead,34.0,16.0,52.0,Mike Wallace,Dayco No-Slack Belts (Ken Schrader),Chevrolet,50.0,6075.0,engine,0.0,61.0
1998,2,Homestead,35.0,29.0,83.0,Joe Gaita,Lamb & Robinson Drywall (Joe Gaita),Ford,41.0,6075.0,overheating,0.0,58.0
1998,2,Homestead,36.0,27.0,31.0,Tony Roper,Big Daddy's BBQ Sauce (Bob Brevak),Ford,33.0,7075.0,engine,0.0,55.0
1998,2,Homestead,37.0,9.0,61.0,Randy Tolsma,IWX Motor Freight (Steve Coulter),Chevrolet,17.0,6075.0,crash,0.0,52.0
1998,2,Homestead,38.0,6.0,88.0,Terry Cook,Nokia / George Strait Country Music Festival (Duke Thorson),Chevrolet,0.0,6075.0,crash,0.0,49.0
1998,3,Phoenix,1.0,4.0,16.0,"Ron Hornaday, Jr.","NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,150.0,35875.0,running,20.0,180.0
1998,3,Phoenix,2.0,3.0,24.0,Jack Sprague,Team Hendrick (Rick Hendrick),Chevrolet,150.0,26625.0,running,93.0,170.0
1998,3,Phoenix,3.0,1.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,150.0,21250.0,running,37.0,165.0
1998,3,Phoenix,4.0,2.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,150.0,9050.0,running,0.0,160.0
1998,3,Phoenix,5.0,11.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,150.0,10275.0,running,0.0,155.0
1998,3,Phoenix,6.0,14.0,3.0,Jay Sauter,GM Goodwrench Service Plus (Richard Childress),Chevrolet,150.0,6475.0,running,0.0,150.0
1998,3,Phoenix,7.0,21.0,99.0,Joe Ruttman,Exide Batteries (Jack Roush),Ford,150.0,6525.0,running,0.0,146.0
1998,3,Phoenix,8.0,10.0,66.0,Bryan Reffner,Carlin Burners & Controls (Dale Phelon),Ford,150.0,6375.0,running,0.0,142.0
1998,3,Phoenix,9.0,12.0,19.0,Tony Raines,Pennzoil (Kurt Roehrig),Ford,150.0,6275.0,running,0.0,138.0
1998,3,Phoenix,10.0,13.0,61.0,Randy Tolsma,IWX Motor Freight (Steve Coulter),Chevrolet,150.0,7225.0,running,0.0,134.0
1998,3,Phoenix,11.0,9.0,52.0,Mike Wallace,Dayco No-Slack Belts (Ken Schrader),Chevrolet,150.0,5225.0,running,0.0,130.0
1998,3,Phoenix,12.0,17.0,31.0,Tony Roper,Big Daddy's BBQ Sauce (Bob Brevak),Ford,150.0,6065.0,running,0.0,127.0
1998,3,Phoenix,13.0,18.0,75.0,Kevin Harvick,Spears Manufacturing (Wayne Spears),Chevrolet,150.0,5015.0,running,0.0,124.0
1998,3,Phoenix,14.0,22.0,43.0,Jimmy Hensley,Cummins Engines (Petty Enterprises),Dodge,150.0,5965.0,running,0.0,121.0
1998,3,Phoenix,15.0,8.0,44.0,Boris Said,Federated Auto Parts (Mark Simo),Ford,150.0,6040.0,running,0.0,118.0
1998,3,Phoenix,16.0,33.0,88.0,Terry Cook,Sealmaster / PBA Tour (Duke Thorson),Chevrolet,150.0,5865.0,running,0.0,115.0
1998,3,Phoenix,17.0,7.0,6.0,Rick Carelli,RE/MAX International (Marshall Chesrown),Chevrolet,150.0,5815.0,running,0.0,112.0
1998,3,Phoenix,18.0,20.0,55.0,Dave Rezendes,Icehouse Beer (Tom Gloy),Ford,150.0,5765.0,running,0.0,109.0
1998,3,Phoenix,19.0,28.0,78.0,Dominic Dobson,MCI (Dominic Dobson),Dodge,150.0,4965.0,running,0.0,106.0
1998,3,Phoenix,20.0,30.0,84.0,Wayne Anderson,Porter-Cable Power Tools (Jim Herrick),Ford,149.0,4415.0,running,0.0,103.0
1998,3,Phoenix,21.0,19.0,35.0,"Ron Barfield, Jr.",Ortho Lawn & Garden Products (Charles Hardy),Chevrolet,149.0,4590.0,running,0.0,100.0
1998,3,Phoenix,22.0,34.0,37.0,Scot Walters,Red Man (Clarence Brewer),Chevrolet,148.0,4540.0,running,0.0,97.0
1998,3,Phoenix,23.0,29.0,57.0,Chuck Bown,Cunningham Historic Motorcars (Ed Scherer),Ford,148.0,5440.0,running,0.0,94.0
1998,3,Phoenix,24.0,31.0,81.0,Randy Nelson,Rhino Linings USA (Jerry Glanville),Ford,148.0,4340.0,running,0.0,91.0
1998,3,Phoenix,25.0,36.0,9.0,David Starr,Reher-Morrison (Buddy Morrison),Chevrolet,147.0,4240.0,running,0.0,88.0
1998,3,Phoenix,26.0,23.0,10.0,"Lonnie Rush, Jr.",A & G Coal (Jerry Wharton),Chevrolet,146.0,4140.0,running,0.0,85.0
1998,3,Phoenix,27.0,27.0,15.0,Rob Morgan,Acxiom (Billy Ballew),Ford,145.0,4040.0,running,0.0,82.0
1998,3,Phoenix,28.0,25.0,42.0,Rick McCray,McCray Racing (Rick McCray),Chevrolet,140.0,3940.0,running,0.0,79.0
1998,3,Phoenix,29.0,35.0,33.0,Jay Stewart,Farris Concrete (Jay Stewart),Chevrolet,139.0,3840.0,running,0.0,76.0
1998,3,Phoenix,30.0,32.0,26.0,Doug George,Auto Trim Design (Mike Mittler),Ford,107.0,4750.0,running,0.0,73.0
1998,3,Phoenix,31.0,15.0,18.0,Butch Miller,Dana Corporation (Ron Norick),Dodge,99.0,4555.0,engine,0.0,70.0
1998,3,Phoenix,32.0,26.0,29.0,Bob Keselowski,Mopar Performance (Ron Keselowski),Dodge,87.0,4555.0,running,0.0,67.0
1998,3,Phoenix,33.0,5.0,2.0,Mike Bliss,Team ASE Racing (Jim Smith),Ford,70.0,4555.0,engine,0.0,64.0
1998,3,Phoenix,34.0,6.0,32.0,Curtis Markham,Active Truck Team (Joe Horner),Chevrolet,40.0,3555.0,engine,0.0,61.0
1998,3,Phoenix,35.0,24.0,90.0,Lance Norick,NHL (Ron Norick),Dodge,17.0,3555.0,engine,0.0,58.0
1998,3,Phoenix,36.0,16.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,2.0,3555.0,crash,0.0,55.0
1998,4,Portland,1.0,2.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,200.0,41600.0,running,198.0,180.0
1998,4,Portland,2.0,3.0,61.0,Randy Tolsma,IWX Motor Freight (Steve Coulter),Chevrolet,200.0,26550.0,running,0.0,170.0
1998,4,Portland,3.0,13.0,6.0,Rick Carelli,RE/MAX International (Marshall Chesrown),Chevrolet,200.0,20150.0,running,0.0,165.0
1998,4,Portland,4.0,8.0,24.0,Jack Sprague,Big Daddy's BBQ Sauce (Rick Hendrick),Chevrolet,200.0,11000.0,running,0.0,160.0
1998,4,Portland,5.0,11.0,19.0,Tony Raines,Pennzoil (Kurt Roehrig),Ford,200.0,8650.0,running,0.0,155.0
1998,4,Portland,6.0,10.0,16.0,"Ron Hornaday, Jr.","NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,200.0,7150.0,running,0.0,150.0
1998,4,Portland,7.0,12.0,66.0,Bryan Reffner,Carlin Burners & Controls (Dale Phelon),Ford,200.0,8300.0,running,0.0,146.0
1998,4,Portland,8.0,7.0,3.0,Jay Sauter,GM Goodwrench Service Plus (Richard Childress),Chevrolet,200.0,6900.0,running,0.0,142.0
1998,4,Portland,9.0,14.0,99.0,Joe Ruttman,Exide Batteries (Jack Roush),Ford,200.0,6850.0,running,0.0,138.0
1998,4,Portland,10.0,20.0,31.0,Tony Roper,Bendix Brakes (Bob Brevak),Ford,200.0,7725.0,running,0.0,134.0
1998,4,Portland,11.0,18.0,18.0,Butch Miller,Dana Corporation (Ron Norick),Dodge,200.0,6750.0,running,0.0,130.0
1998,4,Portland,12.0,15.0,43.0,Jimmy Hensley,Cummins Engines (Petty Enterprises),Dodge,199.0,6700.0,running,0.0,127.0
1998,4,Portland,13.0,16.0,29.0,Bob Keselowski,Mopar Performance (Ron Keselowski),Dodge,199.0,6650.0,running,0.0,124.0
1998,4,Portland,14.0,17.0,75.0,Kevin Harvick,Spears Manufacturing (Wayne Spears),Chevrolet,199.0,5600.0,running,0.0,121.0
1998,4,Portland,15.0,9.0,57.0,Chuck Bown,Cunningham Historic Motorcars (Ed Scherer),Ford,199.0,7000.0,running,0.0,118.0
1998,4,Portland,16.0,25.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,199.0,6200.0,running,0.0,115.0
1998,4,Portland,17.0,22.0,55.0,Dave Rezendes,Icehouse Beer (Tom Gloy),Ford,198.0,6400.0,running,0.0,112.0
1998,4,Portland,18.0,4.0,35.0,"Ron Barfield, Jr.",Ortho Lawn & Garden Products (Charles Hardy),Chevrolet,198.0,5350.0,running,0.0,109.0
1998,4,Portland,19.0,27.0,52.0,Mike Wallace,Purolator PureOne Filters (Ken Schrader),Chevrolet,198.0,6300.0,running,0.0,106.0
1998,4,Portland,20.0,21.0,10.0,"Lonnie Rush, Jr.",A & G Coal (Jerry Wharton),Chevrolet,198.0,5475.0,running,0.0,103.0
1998,4,Portland,21.0,23.0,90.0,Lance Norick,NHL (Ron Norick),Dodge,197.0,5200.0,running,0.0,100.0
1998,4,Portland,22.0,26.0,37.0,Scot Walters,Red Man (Clarence Brewer),Chevrolet,197.0,5400.0,running,0.0,97.0
1998,4,Portland,23.0,19.0,44.0,Boris Said,Federated Auto Parts (Mark Simo),Ford,196.0,6100.0,running,0.0,94.0
1998,4,Portland,24.0,32.0,82.0,Randy Nelson,Rhino Linings USA (Steve Lucore),Ford,190.0,5050.0,running,0.0,91.0
1998,4,Portland,25.0,30.0,84.0,Wayne Anderson,Porter-Cable Power Tools (Jim Herrick),Ford,183.0,4950.0,running,0.0,88.0
1998,4,Portland,26.0,1.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,169.0,5625.0,running,2.0,85.0
1998,4,Portland,27.0,5.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,159.0,5900.0,running,0.0,82.0
1998,4,Portland,28.0,6.0,2.0,Mike Bliss,Team ASE Racing (Jim Smith),Ford,142.0,5875.0,engine,0.0,79.0
1998,4,Portland,29.0,31.0,78.0,Dominic Dobson,MCI (Dominic Dobson),Dodge,141.0,4875.0,running,0.0,76.0
1998,4,Portland,30.0,28.0,26.0,Doug George,Auto Trim Design (Mike Mittler),Ford,131.0,5875.0,running,0.0,73.0
1998,4,Portland,31.0,29.0,88.0,Terry Cook,Jani-King / PBA Tour (Duke Thorson),Chevrolet,126.0,4875.0,running,0.0,70.0
1998,4,Portland,32.0,24.0,42.0,Rick McCray,McCray Racing (Rick McCray),Chevrolet,99.0,4875.0,crash,0.0,67.0
1998,5,Evergreen,1.0,6.0,24.0,Jack Sprague,Team Hendrick (Rick Hendrick),Chevrolet,200.0,40300.0,running,162.0,180.0
1998,5,Evergreen,2.0,5.0,16.0,"Ron Hornaday, Jr.","NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,200.0,21635.0,running,0.0,170.0
1998,5,Evergreen,3.0,14.0,61.0,Randy Tolsma,IWX Motor Freight (Steve Coulter),Chevrolet,200.0,16325.0,running,0.0,165.0
1998,5,Evergreen,4.0,4.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,200.0,13625.0,running,0.0,160.0
1998,5,Evergreen,5.0,7.0,52.0,Mike Wallace,Purolator PureOne Filters (Ken Schrader),Chevrolet,200.0,8225.0,running,0.0,155.0
1998,5,Evergreen,6.0,12.0,31.0,Tony Roper,Bendix Brakes (Bob Brevak),Ford,200.0,7275.0,running,0.0,150.0
1998,5,Evergreen,7.0,11.0,6.0,Rick Carelli,RE/MAX International (Marshall Chesrown),Chevrolet,200.0,7125.0,running,0.0,146.0
1998,5,Evergreen,8.0,8.0,66.0,Bryan Reffner,Carlin Burners & Controls (Dale Phelon),Ford,200.0,7075.0,running,0.0,142.0
1998,5,Evergreen,9.0,9.0,35.0,"Ron Barfield, Jr.",Ortho Lawn & Garden Products (Charles Hardy),Chevrolet,199.0,7050.0,running,0.0,138.0
1998,5,Evergreen,10.0,26.0,18.0,Butch Miller,Dana Corporation (Ron Norick),Dodge,199.0,7875.0,running,0.0,134.0
1998,5,Evergreen,11.0,10.0,10.0,"Lonnie Rush, Jr.",A & G Coal (Jerry Wharton),Chevrolet,199.0,5950.0,running,0.0,130.0
1998,5,Evergreen,12.0,1.0,99.0,Joe Ruttman,Exide Batteries (Jack Roush),Ford,199.0,7600.0,running,38.0,127.0
1998,5,Evergreen,13.0,15.0,29.0,Bob Keselowski,Mopar Performance (Ron Keselowski),Dodge,199.0,6825.0,running,0.0,124.0
1998,5,Evergreen,14.0,19.0,90.0,Lance Norick,NHL (Ron Norick),Dodge,199.0,5725.0,running,0.0,121.0
1998,5,Evergreen,15.0,21.0,84.0,Wayne Anderson,Porter-Cable Power Tools (Jim Herrick),Ford,199.0,7925.0,running,0.0,118.0
1998,5,Evergreen,16.0,2.0,3.0,Jay Sauter,GM Goodwrench Service Plus (Richard Childress),Chevrolet,198.0,7525.0,running,0.0,115.0
1998,5,Evergreen,17.0,3.0,50.0,Greg Biffle,Grainger (Jack Roush),Ford,198.0,6725.0,running,0.0,112.0
1998,5,Evergreen,18.0,18.0,19.0,Tony Raines,Pennzoil (Kurt Roehrig),Ford,198.0,6425.0,running,0.0,109.0
1998,5,Evergreen,19.0,27.0,43.0,Jimmy Hensley,Cummins Engines (Petty Enterprises),Dodge,198.0,6325.0,running,0.0,106.0
1998,5,Evergreen,20.0,28.0,57.0,Chuck Bown,Cunningham Historic Motorcars (Ed Scherer),Ford,198.0,6425.0,running,0.0,103.0
1998,5,Evergreen,21.0,16.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,198.0,6275.0,running,0.0,100.0
1998,5,Evergreen,22.0,31.0,78.0,Dominic Dobson,MCI (Dominic Dobson),Dodge,197.0,5225.0,running,0.0,97.0
1998,5,Evergreen,23.0,32.0,82.0,Randy Nelson,Rhino Linings USA (Steve Lucore),Ford,197.0,5125.0,running,0.0,94.0
1998,5,Evergreen,24.0,30.0,55.0,Ernie Cope,Icehouse Beer (Tom Gloy),Ford,196.0,5125.0,running,0.0,91.0
1998,5,Evergreen,25.0,25.0,37.0,Scot Walters,Red Man (Clarence Brewer),Chevrolet,194.0,5025.0,running,0.0,88.0
1998,5,Evergreen,26.0,24.0,44.0,Boris Said,Federated Auto Parts (Mark Simo),Ford,194.0,6000.0,running,0.0,85.0
1998,5,Evergreen,27.0,23.0,42.0,Rick McCray,McCray Racing (Rick McCray),Chevrolet,192.0,4950.0,running,0.0,82.0
1998,5,Evergreen,28.0,22.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,189.0,5950.0,running,0.0,79.0
1998,5,Evergreen,29.0,29.0,88.0,Terry Cook,Jani-King / PBA Tour (Duke Thorson),Chevrolet,184.0,4950.0,running,0.0,76.0
1998,5,Evergreen,30.0,17.0,2.0,Mike Bliss,Team ASE Racing (Jim Smith),Ford,180.0,4950.0,running,0.0,73.0
1998,5,Evergreen,31.0,20.0,75.0,Kevin Harvick,Spears Manufacturing (Wayne Spears),Chevrolet,106.0,5950.0,crash,0.0,70.0
1998,5,Evergreen,32.0,13.0,26.0,Doug George,Auto Trim Design Network (Mike Mittler),Ford,84.0,4950.0,engine,0.0,67.0
1998,6,I-70,1.0,1.0,19.0,Tony Raines,Pennzoil (Kurt Roehrig),Ford,200.0,33850.0,running,182.0,180.0
1998,6,I-70,2.0,8.0,99.0,Joe Ruttman,Exide Batteries (Jack Roush),Ford,200.0,27525.0,running,0.0,170.0
1998,6,I-70,3.0,3.0,2.0,Mike Bliss,Team ASE / Ultra Wheels (Jim Smith),Ford,200.0,18525.0,running,0.0,165.0
1998,6,I-70,4.0,12.0,66.0,Bryan Reffner,Carlin Burners & Controls / Phelon (Dale Phelon),Ford,200.0,13025.0,running,0.0,160.0
1998,6,I-70,5.0,7.0,24.0,Jack Sprague,Quaker State / 1-800-Marrow (Rick Hendrick),Chevrolet,200.0,11450.0,running,0.0,155.0
1998,6,I-70,6.0,9.0,16.0,"Ron Hornaday, Jr.","NAPA Brakes (Dale Earnhardt, Inc.)",Chevrolet,200.0,7550.0,running,0.0,150.0
1998,6,I-70,7.0,5.0,52.0,Mike Wallace,Purolator PureOne Filters / O'Reilly (Ken Schrader),Chevrolet,200.0,7300.0,running,0.0,146.0
1998,6,I-70,8.0,6.0,31.0,Tony Roper,Bendix Brakes (Bob Brevak),Ford,200.0,7200.0,running,0.0,142.0
1998,6,I-70,9.0,27.0,84.0,Wayne Anderson,Porter-Cable Power Tools (Jim Herrick),Ford,200.0,7900.0,running,0.0,138.0
1998,6,I-70,10.0,18.0,60.0,Andy Houston,Addington Racing (Mike Addington),Chevrolet,200.0,7525.0,running,0.0,134.0
1998,6,I-70,11.0,4.0,86.0,Stacy Compton,Royal Crown Cola (David Hodson),Ford,200.0,7050.0,running,0.0,130.0
1998,6,I-70,12.0,29.0,35.0,"Ron Barfield, Jr.",Ortho Lawn & Garden / New Holland (Charles Hardy),Chevrolet,200.0,7025.0,running,0.0,127.0
1998,6,I-70,13.0,11.0,18.0,Butch Miller,Spicer / Dana Corporation (Ron Norick),Dodge,200.0,7000.0,running,0.0,124.0
1998,6,I-70,14.0,14.0,68.0,Mike Garvey,Metro Milwaukee Auto Auction (Jerry Gunderman),Chevrolet,200.0,5975.0,running,0.0,121.0
1998,6,I-70,15.0,23.0,37.0,Scot Walters,Red Man (Clarence Brewer),Chevrolet,200.0,6700.0,running,0.0,118.0
