driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Kelly Admiraal,4,0,0.0,28.0,23,35,27.5,22,35,0.0,0,0,16.5,,73440,18360,22600,14945
Kelly Bires,88,0,0.0,21.47,2,42,23.33,4,43,0.16,14,5,88.13,,2163287,24583,54037,9810
Kelly Denton,36,0,0.0,27.92,13,43,28.78,13,43,0.08,3,3,76.81,,440341,12232,29670,3135
Kelly Moore,37,0,0.0,22.3,1,44,24.59,2,44,5.16,191,150,70.32,,142287,3846,32475,325
Ken Alexander,12,0,0.0,38.08,29,41,34.08,29,43,0.0,0,0,60.75,,139509,11626,18030,8615
Ken Bouchard,44,0,0.0,26.07,11,42,20.18,6,43,0.05,2,1,97.89,,83584,1900,5920,325
Ken Butler III,25,0,0.0,34.16,23,40,28.92,17,39,0.0,0,0,58.4,,549536,21981,31498,12186
Ken Cross,1,0,0.0,,,,22.0,22,22,0.0,0,0,97.0,,215,215,215,215
Ken Knight,1,0,0.0,30.0,30,30,31.0,31,31,0.0,0,0,70.0,,550,550,550,550
Ken Ragan,5,0,0.0,23.8,11,39,21.4,11,33,0.0,0,0,98.8,,6770,1354,3350,425
Ken Schrader,116,2,0.01724,17.75,1,40,19.78,1,43,2.74,318,55,103.42,,878815,7576,44025,400
"Ken Wallace, Jr.",5,0,0.0,34.4,29,40,19.4,16,24,0.0,0,0,38.2,,17918,3584,6250,2658
Kenny Burks,93,0,0.0,18.01,3,42,19.67,4,38,0.0,0,0,101.9,,112065,1205,8350,100
Kenny Gragg,4,0,0.0,21.5,9,27,26.25,17,32,0.0,0,0,84.25,,3700,925,1300,650
Kenny Habul,15,0,0.0,22.33,10,34,25.13,14,36,0.0,0,0,18.27,,201406,16784,22792,11125
Kenny Hendrick,41,0,0.0,33.37,10,43,35.83,12,43,0.0,0,0,53.49,,818085,19953,49948,10015
"Kenny Irwin, Jr.",14,0,0.0,19.86,4,36,19.71,5,39,0.0,0,0,105.07,,174815,12487,24550,6605
Kenny Robbins,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,0.0,,1440,1440,1440,1440
Kenny Wallace,547,9,0.01645,17.6,1,42,16.88,1,43,5.45,2979,214,105.03,,9434776,17248,62664,345
Kerry Bodenhamer,2,0,0.0,23.0,23,23,18.0,12,24,0.0,0,0,63.5,,600,300,400,200
Kerry Earnhardt,72,0,0.0,24.25,7,39,24.82,2,43,0.18,13,9,87.68,,1290546,17924,66445,5330
Kertus Davis,117,0,0.0,32.03,10,43,35.21,10,43,0.03,4,3,56.92,,2233120,19086,50124,8630
Kevin Conway,34,0,0.0,30.88,18,43,27.15,15,43,0.0,0,0,63.68,,708494,20838,29918,9375
Kevin Cywinski,2,0,0.0,24.0,19,29,22.0,19,25,0.0,0,0,97.0,,12620,6310,7670,4950
Kevin Grubb,174,0,0.0,19.82,1,43,22.03,2,43,0.8,139,28,97.07,,2685021,15431,41175,2850
Kevin Hamlin,43,0,0.0,28.0,10,43,29.79,7,43,0.19,8,5,71.28,,886984,20628,33950,12030
Kevin Harvick,349,47,0.13467,9.11,1,42,8.41,1,42,27.81,9706,241,111.8,0.0,10593461,32297,116200,6730
Kevin Lepage,350,2,0.00571,24.91,1,43,25.41,1,45,1.61,562,97,76.98,,5136658,14676,60175,1550
Kevin O'Connell,8,0,0.0,33.13,26,37,27.13,3,37,0.0,0,0,28.88,,170272,21284,41090,12500
Kevin Prince,1,0,0.0,21.0,21,21,39.0,39,39,0.0,0,0,0.0,,4275,4275,4275,4275
Kevin Ray,1,0,0.0,35.0,35,35,21.0,21,21,0.0,0,0,100.0,,2900,2900,2900,2900
Kevin Schwantz,18,0,0.0,23.61,7,40,30.39,8,43,2.33,42,39,72.17,,162506,9028,27225,2750
Kevin Simmons,6,0,0.0,34.0,22,38,30.83,25,37,0.0,0,0,57.83,,25070,4178,6410,2900
Kevin Swindell,30,0,0.0,22.07,5,37,24.5,8,42,0.2,6,3,23.93,,593026,19768,33128,12045
Kieran Dynes,1,0,0.0,42.0,42,42,43.0,43,43,0.0,0,0,34.0,,12800,12800,12800,12800
Kim Crosby,10,0,0.0,38.6,34,43,34.8,20,40,0.0,0,0,58.6,,161575,16158,20135,11260
Kimi Raikkonen,1,0,0.0,22.0,22,22,27.0,27,27,0.0,0,0,0.0,,17698,17698,17698,17698
Kirk Bryant,27,0,0.0,24.81,9,43,24.85,14,43,0.0,0,0,68.41,,21180,815,3890,200
Kirk Shelmerdine,13,0,0.0,30.92,11,43,27.0,17,42,0.08,1,1,82.38,,141522,10886,50787,2660
Kody Vanderwal,30,0,0.0,30.2,21,37,28.3,19,37,0.0,0,0,8.77,0.0,0,,,
Korbin Forrister,6,0,0.0,32.67,30,38,31.83,31,33,0.0,0,0,0.0,0.0,53816,26908,27119,26697
Kris Szekeres,1,0,0.0,30.0,30,30,42.0,42,42,0.0,0,0,37.0,,21533,21533,21533,21533
Kris Wright,16,0,0.0,31.94,19,38,28.06,17,39,0.0,0,0,0.0,0.0,0,,,
Kurt Busch,30,5,0.16667,12.1,1,40,9.93,1,41,21.3,639,79,56.23,,911557,30385,85900,11355
Kyle Benjamin,8,0,0.0,4.0,1,12,14.63,2,32,11.25,90,52,31.75,0.0,0,,,
Kyle Busch,367,102,0.27793,7.65,1,41,8.95,1,43,54.85,20129,268,78.79,0.0,12100068,38907,113345,10570
Kyle Fowler,16,0,0.0,26.75,16,34,26.81,20,34,0.0,0,0,16.13,,299815,18738,28753,10250
Kyle Kelley,11,0,0.0,27.55,21,34,26.09,14,37,0.0,0,0,34.36,,185566,16870,25625,10430
Kyle Krisiloff,44,0,0.0,31.34,14,42,28.66,5,43,0.0,0,0,77.3,,1105384,25122,48477,14620
Kyle Larson,115,15,0.13043,9.32,1,39,9.97,1,40,20.89,2402,202,8.65,0.0,2232887,29772,85343,10635
Kyle Petty,55,0,0.0,23.31,2,42,20.42,2,40,5.24,288,86,91.98,,306806,5578,22950,240
Kyle Sieg,62,0,0.0,27.6,9,38,23.53,7,38,0.13,8,5,13.61,0.0,0,,,
Kyle Tilley,1,0,0.0,37.0,37,37,40.0,40,40,0.0,0,0,0.0,0.0,0,,,
Kyle Weatherman,123,0,0.0,25.61,6,38,24.87,8,38,0.08,10,4,12.29,0.0,0,,,
L.D. Ottinger,206,3,0.01456,13.37,1,43,13.34,1,37,4.78,985,165,126.03,,581767,2824,18712,325
L.P. Dumoulin,2,0,0.0,38.0,35,41,33.0,28,38,0.0,0,0,11.0,,40661,20331,20680,19981
L.W. Miller,13,0,0.0,34.54,18,42,32.23,16,42,0.0,0,0,66.31,,49190,3784,7150,2320
Lake Speed,6,0,0.0,9.83,3,22,15.17,2,29,5.17,31,15,122.33,,23495,3916,11395,460
Lamar Groves,1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,58.0,,350,350,350,350
Lance Hooper,22,0,0.0,26.23,2,43,30.14,16,43,0.36,8,8,71.0,,179065,8139,19660,3275
Lance Norick,7,0,0.0,26.43,19,37,26.86,17,35,0.0,0,0,82.43,,118990,16999,20010,13780
Landon Cassill,209,0,0.0,21.04,1,42,21.69,2,39,0.19,40,17,31.29,0.0,2847267,24129,74875,11075
Larry Brolsma,6,0,0.0,32.5,25,36,23.0,13,32,0.0,0,0,94.0,,5100,850,1200,375
Larry Buckner,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,220,220,220,220
Larry Caron,3,0,0.0,31.33,29,33,21.0,5,36,0.0,0,0,0.0,,7800,2600,6050,450
Larry Carroll,3,0,0.0,35.0,30,41,34.33,29,41,0.0,0,0,60.0,,7995,2665,3695,1550
Larry Cates,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,985,985,985,985
Larry Foyt,67,0,0.0,25.25,5,40,25.15,8,41,0.03,2,1,87.76,,1034207,15436,34795,7700
Larry Gunselman,70,0,0.0,35.97,22,43,33.39,16,43,0.03,2,1,62.41,,1194079,17058,40815,8140
Larry Hollenbeck,5,0,0.0,33.2,31,36,28.4,15,40,0.0,0,0,77.8,,104800,20960,35350,16435
Larry Hoopaugh,8,0,0.0,19.5,11,38,27.88,9,36,0.0,0,0,79.63,,7575,947,1370,380
Larry Ogle,3,0,0.0,37.0,37,37,14.67,10,21,0.0,0,0,119.33,,1615,538,1025,215
Larry Pearson,259,15,0.05792,14.66,1,43,13.95,1,41,9.37,2428,187,123.81,,1500871,5795,35985,230
Larry Pollard,98,1,0.0102,17.91,2,42,14.42,1,35,0.88,86,46,121.51,,167883,1713,10364,365
Larry Utsman,3,0,0.0,24.33,21,29,19.67,6,29,0.0,0,0,105.67,,1425,475,900,200
Larry Walker,15,0,0.0,29.4,20,38,22.8,13,37,0.0,0,0,89.73,,10280,685,2875,210
Lawson Aschenbach,4,0,0.0,20.5,19,23,20.25,14,28,0.0,0,0,19.5,0.0,22437,22437,22437,22437
Layne Riggs,3,0,0.0,22.0,9,38,13.33,10,19,3.0,9,9,23.67,0.0,0,,,
Lee Faulk,6,0,0.0,31.67,13,42,21.5,16,33,0.0,0,0,79.33,,6975,1163,2725,420
Lee Raymond,1,0,0.0,17.0,17,17,28.0,28,28,0.0,0,0,0.0,,785,785,785,785
Leland Honeyman,22,0,0.0,26.86,19,35,23.55,4,31,0.0,0,0,13.45,0.0,0,,,
Leland Kangas,3,0,0.0,29.0,14,47,18.67,5,41,0.0,0,0,0.0,,8825,2942,5200,1200
Leo Cleary,1,0,0.0,23.0,23,23,25.0,25,25,0.0,0,0,0.0,,1330,1330,1330,1330
Leo Poirier,1,0,0.0,8.0,8,8,22.0,22,22,0.0,0,0,0.0,,1750,1750,1750,1750
Lester Gupton,2,0,0.0,,,,11.0,10,12,0.0,0,0,130.5,,1200,600,800,400
Lisa Jackson,1,0,0.0,,,,17.0,17,17,0.0,0,0,112.0,,225,225,225,225
Lloyd Gillie,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,1050,1050,1050,1050
Logan Bearden,3,0,0.0,33.33,32,35,27.0,22,30,0.0,0,0,10.33,0.0,0,,,
"Lonnie Rush, Jr.",11,0,0.0,25.18,15,38,22.91,4,40,0.0,0,0,95.09,,24815,2256,7550,600
Loris Hezemans,6,0,0.0,34.5,24,40,30.5,22,36,0.0,0,0,6.33,0.0,0,,,
Louie Littlepage,1,0,0.0,,,,27.0,27,27,0.0,0,0,82.0,,100,100,100,100
Louis Rettenmeier,1,0,0.0,34.0,34,34,37.0,37,37,0.0,0,0,52.0,,2525,2525,2525,2525
Lowe Smith,5,0,0.0,21.0,19,23,18.4,14,24,0.0,0,0,107.8,,1565,313,440,200
Lowell Bennett,7,0,0.0,29.0,12,41,30.57,21,41,0.0,0,0,71.29,,80565,11509,14240,10255
"Loy Allen, Jr.",4,0,0.0,29.0,12,42,32.0,7,43,0.0,0,0,68.0,,36660,9165,16950,3640
"Luis Martinez, Jr.",3,0,0.0,33.67,25,42,25.0,19,31,0.0,0,0,19.0,,67074,22358,27318,19063
Lyndon Amick,93,0,0.0,25.06,3,42,27.97,4,44,0.43,40,31,79.7,,1026423,11037,33295,2800
Mack McClellan,1,0,0.0,28.0,28,28,16.0,16,16,0.0,0,0,115.0,,1115,1115,1115,1115
Mackena Bell,1,0,0.0,39.0,39,39,29.0,29,29,0.0,0,0,15.0,,22910,22910,22910,22910
Mara Reyes,1,0,0.0,39.0,39,39,35.0,35,35,0.0,0,0,58.0,,39600,39600,39600,39600
Marc Davis,10,0,0.0,29.1,4,39,28.8,23,43,0.0,0,0,73.2,,215792,21579,26713,10026
Marc Goossens,1,0,0.0,6.0,6,6,9.0,9,9,2.0,2,2,143.0,,46000,46000,46000,46000
Marc Madison,1,0,0.0,33.0,33,33,30.0,30,30,0.0,0,0,73.0,,2775,2775,2775,2775
Marc Mitchell,4,0,0.0,38.0,31,43,35.0,20,42,0.0,0,0,48.0,,65375,16344,20175,14260
Marco Andretti,1,0,0.0,30.0,30,30,36.0,36,36,0.0,0,0,1.0,0.0,0,,,
Marcos Ambrose,77,5,0.06494,17.38,1,42,18.25,1,40,4.3,331,60,105.29,,2419124,31417,88043,15250
Mardy Lindley,1,0,0.0,24.0,24,24,16.0,16,16,0.0,0,0,115.0,,10655,10655,10655,10655
Mario Gosselin,43,0,0.0,31.53,20,41,28.14,15,42,0.0,0,0,17.19,0.0,356688,23779,58776,4065
Mario Hernandez,1,0,0.0,32.0,32,32,36.0,36,36,0.0,0,0,55.0,,12960,12960,12960,12960
Mark Beard,2,0,0.0,24.5,23,26,22.0,18,26,0.0,0,0,97.0,,2665,1333,1795,870
Mark Day,13,0,0.0,32.46,9,42,36.31,31,41,0.0,0,0,54.08,,140511,10809,25968,2665
Mark Gibson,7,0,0.0,33.83,25,40,24.0,17,31,0.0,0,0,91.0,,8070,1153,1880,415
Mark Green,319,0,0.0,25.92,2,44,27.29,5,43,0.29,93,66,79.31,,4740632,14908,56200,1735
Mark Krogh,46,0,0.0,26.89,4,42,29.02,8,42,0.0,0,0,76.07,,324244,7049,17700,2675
Mark Martin,236,49,0.20763,9.91,1,43,12.27,1,43,34.48,8137,196,128.94,,4063802,17220,94045,300
Mark McFarland,31,0,0.0,26.48,4,43,24.26,7,38,0.0,0,0,87.03,,616443,19885,45525,3600
Mark Thompson,4,0,0.0,29.25,20,39,28.75,27,31,0.25,1,1,11.25,0.0,26325,26325,26325,26325
Mark Voigt,3,0,0.0,41.67,41,43,37.67,34,43,0.0,0,0,50.0,,34595,11532,13180,8405
Mark Whitaker,6,0,0.0,27.67,24,34,26.83,20,36,0.0,0,0,82.5,,6575,1096,1330,765
Martin Roy,24,0,0.0,35.29,29,40,29.08,21,38,0.0,0,0,12.75,0.0,242915,20243,30798,11270
Martin Truex,15,0,0.0,29.8,15,44,26.07,12,40,0.0,0,0,72.47,,43911,2927,5970,800
Martin Truex Jr,104,13,0.125,9.32,1,42,11.3,1,41,18.9,1966,152,136.28,0.0,3498435,33965,129046,9670
Marty Houston,19,0,0.0,28.32,12,40,26.95,13,42,0.0,0,0,82.16,,239017,12580,27350,7145
Marty Ward,6,0,0.0,27.67,15,34,27.5,15,36,0.0,0,0,80.5,,20290,3382,4725,1470
Maryeve Dufault,2,0,0.0,37.5,36,39,30.5,30,31,0.0,0,0,13.5,,49128,24564,26978,22150
Mason Diaz,6,0,0.0,27.17,16,38,27.83,19,38,0.0,0,0,9.5,0.0,0,,,
Mason Filippi,1,0,0.0,29.0,29,29,25.0,25,25,0.0,0,0,12.0,0.0,0,,,
Mason Maggio,5,0,0.0,31.8,26,38,33.4,30,37,0.0,0,0,0.0,0.0,0,,,
Mason Massey,53,0,0.0,29.72,17,38,26.0,6,40,0.08,4,4,10.58,0.0,0,,,
Mason Mingus,4,0,0.0,28.5,26,32,24.5,24,26,0.0,0,0,0.0,,106269,26567,27595,23775
Matt Bell,3,0,0.0,35.33,27,42,36.0,34,38,0.0,0,0,6.33,0.0,34286,17143,17768,16518
Matt Carter,45,0,0.0,33.71,18,43,33.07,12,43,0.0,0,0,35.84,,773687,17193,32518,10155
Matt Crafton,4,0,0.0,7.0,4,11,7.0,3,12,2.0,8,8,0.0,,140495,35124,49150,26050
Matt DiBenedetto,78,0,0.0,26.62,2,43,32.12,8,42,0.24,19,18,16.13,0.0,832909,16998,29143,9655
Matt Frahm,15,0,0.0,36.47,21,41,33.73,25,43,0.0,0,0,9.33,,217428,14495,21145,10120
Matt Hutter,22,0,0.0,26.0,3,40,27.45,9,43,0.0,0,0,80.73,,295215,13419,23850,6660
Matt Jaskol,8,0,0.0,34.13,17,40,28.0,18,39,0.0,0,0,6.38,0.0,0,,,
Matt Kenseth,288,29,0.10069,12.14,1,39,10.59,1,43,18.58,5351,178,117.79,,8164923,28350,98750,2985
Matt Kobyluck,4,0,0.0,31.0,26,36,37.5,34,42,0.0,0,0,35.25,,56820,14205,15160,13285
Matt McCall,5,0,0.0,26.4,21,31,33.4,24,42,0.0,0,0,62.8,,93505,18701,24025,15330
Matt Mills,123,0,0.0,29.05,3,40,27.06,10,40,0.01,1,1,9.22,0.0,0,,,
Matt Sielsky,1,0,0.0,39.0,39,39,31.0,31,31,0.0,0,0,70.0,,8355,8355,8355,8355
Matt Tifft,77,0,0.0,12.97,1,39,13.45,2,40,0.94,72,21,23.06,0.02,25134,25134,25134,25134
Matt Wallace,2,0,0.0,29.0,29,29,29.0,25,33,0.0,0,0,15.0,,39575,19788,24852,14723
Matt Waltz,7,0,0.0,37.29,33,40,34.0,28,37,0.0,0,0,7.43,,18293,18293,18293,18293
Max McLaughlin,1,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,3.0,0.0,0,,,
Max Papis,14,0,0.0,15.5,2,43,17.5,2,41,0.5,7,5,81.5,,448736,32053,70018,14625
Max Prestwood,43,0,0.0,16.35,2,35,17.0,3,40,3.23,139,95,111.91,,38990,907,2015,200
Max Tullman,6,0,0.0,29.17,20,38,27.33,20,38,0.0,0,0,8.83,0.0,0,,,
Melvin Swisher,1,0,0.0,14.0,14,14,18.0,18,18,0.0,0,0,0.0,,230,230,230,230
Merv Treichler,24,0,0.0,21.71,5,36,26.71,9,42,0.0,0,0,77.21,,24623,1026,3200,220
Michael Annett,321,1,0.00312,18.35,1,42,15.81,1,43,0.62,199,45,43.58,0.04,4067458,24954,56228,16293
Michael Dokken,3,0,0.0,37.67,36,39,41.67,41,42,0.0,0,0,38.0,,31320,10440,13710,8180
Michael Guerity,2,0,0.0,42.0,41,43,39.5,39,40,0.0,0,0,4.5,,22905,11453,11745,11160
Michael Lewis,1,0,0.0,26.0,26,26,34.0,34,34,0.0,0,0,61.0,,14550,14550,14550,14550
Michael Lira,1,0,0.0,31.0,31,31,26.0,26,26,0.0,0,0,15.0,,0,,,
Michael Marden,1,0,0.0,26.0,26,26,22.0,22,22,0.0,0,0,0.0,,575,575,575,575
Michael McDowell,94,1,0.01064,22.1,1,43,21.79,1,42,1.21,114,30,70.52,,2336898,25128,62500,11405
Michael Munley,1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,2.0,0.0,0,,,
Michael Ritch,39,0,0.0,27.31,3,43,27.44,9,43,0.13,5,5,80.87,,288065,7386,17700,1260
Michael Self,7,0,0.0,23.57,19,27,28.57,11,37,0.0,0,0,15.43,,154271,22039,27608,16354
Michael Valiante,1,0,0.0,21.0,21,21,34.0,34,34,0.0,0,0,61.0,,39570,39570,39570,39570
Michael Waltrip,279,11,0.03943,17.85,1,42,17.51,1,43,7.93,2212,140,110.21,,4146499,14862,73350,500
Michael Williams,4,0,0.0,28.75,24,36,27.5,18,33,0.0,0,0,80.5,,1445,361,475,285
"Michel Jourdain, Jr.",26,0,0.0,27.0,6,42,29.04,10,41,0.46,12,9,76.5,,728156,28006,47593,16895
Mickey Gibbs,1,0,0.0,11.0,11,11,30.0,30,30,0.0,0,0,73.0,,1145,1145,1145,1145
Mickey Meredith,1,0,0.0,40.0,40,40,22.0,22,22,0.0,0,0,97.0,,750,750,750,750
Miguel Paludo,11,0,0.0,20.0,9,35,19.73,7,34,0.73,8,4,14.45,0.0,29378,14689,17893,11485
Mike Alexander,71,2,0.02817,11.86,1,39,14.58,1,44,10.14,720,138,120.14,,198808,2800,19989,215
Mike Barry,1,0,0.0,30.0,30,30,36.0,36,36,0.0,0,0,55.0,,3350,3350,3350,3350
Mike Bliss,359,2,0.00557,18.15,1,43,18.66,1,43,1.72,619,117,76.37,,8795569,24707,83470,6175
Mike Bonicelli,7,0,0.0,27.29,22,34,25.71,18,38,0.0,0,0,70.29,,4895,699,1485,340
Mike Borkowski,9,0,0.0,29.44,8,42,30.89,10,43,0.0,0,0,70.44,,114920,12769,24475,6990
Mike Chase,4,0,0.0,31.25,22,38,32.5,27,43,0.0,0,0,57.0,,50990,12748,18825,545
Mike Cope,18,0,0.0,29.06,17,43,28.89,7,42,0.0,0,0,76.67,,127400,7078,18300,2750
Mike Dillon,154,0,0.0,24.51,3,44,22.69,4,42,0.89,137,54,95.55,,1712258,11119,29250,1830
Mike Garvey,21,0,0.0,27.43,9,40,28.86,14,42,0.0,0,0,76.43,,128920,6139,16550,2160
Mike Goins,3,0,0.0,35.0,35,35,20.33,13,28,0.0,0,0,102.0,,1310,437,600,210
Mike Goldberg,5,0,0.0,27.4,21,36,25.4,13,37,0.0,0,0,86.8,,8520,1704,3100,525
Mike Harmon,290,0,0.0,37.24,13,43,33.77,16,43,0.01,3,1,27.4,0.0,3128531,15801,56671,1655
Mike Hovis,1,0,0.0,25.0,25,25,19.0,19,19,0.0,0,0,106.0,,965,965,965,965
Mike Johnson,3,0,0.0,28.0,15,40,32.33,28,37,0.0,0,0,17.33,,12270,4090,9705,1250
"Mike Laughlin, Jr.",5,0,0.0,33.0,26,40,34.0,26,40,0.0,0,0,61.0,,24885,4977,11735,2275
Mike MacKenzie,1,0,0.0,37.0,37,37,33.0,33,33,0.0,0,0,64.0,,32105,32105,32105,32105
Mike Marlar,1,0,0.0,31.0,31,31,38.0,38,38,0.0,0,0,0.0,0.0,0,,,
Mike McLaughlin,314,6,0.01911,16.56,1,43,17.59,1,43,2.54,799,82,112.86,,5114987,16290,61700,795
Mike Messer,8,0,0.0,18.33,15,23,16.75,7,28,0.0,0,0,113.25,,2570,321,650,230
Mike Oliver,12,0,0.0,19.5,2,29,21.92,12,28,0.25,3,3,97.25,,12050,1004,1765,600
Mike Olsen,11,0,0.0,37.55,29,43,28.45,18,42,0.0,0,0,77.64,,60085,5462,9600,3140
Mike Porter,87,0,0.0,17.79,1,42,17.98,3,41,0.17,15,7,105.01,,105124,1208,5150,100
Mike Potter,21,0,0.0,38.1,22,43,39.19,29,43,0.0,0,0,45.43,,264307,12586,27297,700
Mike Riley,6,0,0.0,26.33,16,37,29.0,15,42,0.0,0,0,76.0,,6480,1080,2120,575
Mike Rowe,9,0,0.0,25.89,12,42,19.56,10,40,1.78,16,16,79.89,,29158,3240,5396,1335
Mike Skeen,1,0,0.0,24.0,24,24,28.0,28,28,0.0,0,0,9.0,0.0,0,,,
Mike Skinner,52,1,0.01923,15.94,1,37,19.5,1,43,6.1,317,72,107.75,,768466,14778,57325,470
Mike Stefanik,26,0,0.0,27.73,5,44,27.85,8,44,0.12,3,3,79.77,,164256,6318,15210,2458
Mike Swaim,36,0,0.0,20.75,1,43,21.17,10,41,0.08,3,3,96.06,,39436,1095,4650,230
"Mike Swaim, Jr.",3,0,0.0,29.33,26,32,28.33,20,40,0.0,0,0,78.0,,40890,13630,20545,8770
Mike Urciuoli,1,0,0.0,26.0,26,26,27.0,27,27,0.0,0,0,82.0,,1535,1535,1535,1535
Mike Wallace,497,4,0.00805,24.98,2,43,20.95,1,43,1.54,765,148,84.18,0.0,9308526,18843,101305,820
Mike Watts,8,0,0.0,29.25,24,36,23.63,11,35,0.0,0,0,92.13,,8840,1105,1780,400
Mike Weeden,7,0,0.0,30.43,10,43,29.43,14,46,0.0,0,0,37.43,,13945,1992,4621,275
Mikey Kile,6,0,0.0,17.5,5,25,24.17,15,33,0.0,0,0,28.67,,112108,18685,20743,16933
Milka Duno,2,0,0.0,36.5,34,39,37.0,34,40,0.0,0,0,7.0,,35964,17982,22134,13830
Mitchell Clark,14,0,0.0,27.73,18,37,23.64,8,39,0.0,0,0,89.0,,9780,699,1975,210
Monk Tate,1,0,0.0,10.0,10,10,32.0,32,32,0.0,0,0,67.0,,380,380,380,380
Morgan Shepherd,454,15,0.03304,27.24,1,44,28.64,1,44,4.98,2261,149,57.98,0.0,4245672,11202,53953,210
Myatt Snider,106,1,0.00943,19.07,1,36,19.4,1,37,0.59,63,22,18.97,0.06,0,,,
Natalie Decker,12,0,0.0,33.58,21,38,29.75,18,40,0.58,7,7,7.58,0.0,0,,,
Nate Monteith,2,0,0.0,36.0,32,40,35.0,34,36,0.0,0,0,58.0,,19000,9500,10375,8625
Nathan Buttke,55,0,0.0,24.98,2,43,25.09,8,41,0.8,44,41,87.96,,223575,4065,17140,860
Nathan Byrd,1,0,0.0,35.0,35,35,21.0,21,21,0.0,0,0,16.0,0.0,0,,,
Natz Peters,1,0,0.0,28.0,28,28,25.0,25,25,0.0,0,0,88.0,,600,600,600,600
Neil Bonnett,13,1,0.07692,13.0,2,37,15.0,1,41,21.54,280,162,124.0,,59485,4576,10050,1700
"Nelson Piquet, Jr.",38,1,0.02632,15.66,1,35,17.79,1,38,0.5,19,19,26.58,,886327,23955,57338,17270
Nick Leitz,4,0,0.0,31.5,30,34,25.25,17,31,0.0,0,0,10.25,0.0,0,,,
Nick Sanchez,8,0,0.0,20.38,3,31,18.75,7,29,0.63,5,4,19.5,0.0,0,,,
Nick Woodward,2,0,0.0,37.5,37,38,30.5,30,31,0.0,0,0,71.5,,22135,11068,11070,11065
Niclas Jonsson,1,0,0.0,8.0,8,8,12.0,12,12,5.0,5,5,132.0,,33900,33900,33900,33900
Nicolas Hammann,4,0,0.0,34.0,27,40,27.0,15,36,0.0,0,0,12.0,0.0,0,,,
Noah Gragson,136,13,0.09559,8.88,1,37,9.76,1,40,15.34,2086,153,35.18,0.7,0,,,
Noel Dowler,1,0,0.0,40.0,40,40,32.0,32,32,0.0,0,0,12.0,,21813,21813,21813,21813
Norm Benning,3,0,0.0,41.33,40,42,38.0,36,40,0.0,0,0,49.0,,31800,10600,11120,10060
Nur Ali,1,0,0.0,41.0,41,41,33.0,33,33,0.0,0,0,11.0,,21253,21253,21253,21253
Orvil Reedy,22,0,0.0,22.78,13,39,20.05,10,40,0.0,0,0,102.91,,7885,358,940,200
Owen Kelly,5,0,0.0,4.0,2,9,13.0,4,23,2.0,10,8,53.4,,79218,26406,31993,18950
P.J. Jones,32,0,0.0,25.72,3,43,31.66,9,43,0.34,11,7,67.63,,500460,15639,49125,6630
Page Jones,1,0,0.0,40.0,40,40,43.0,43,43,0.0,0,0,34.0,,1375,1375,1375,1375
Paige Decker,2,0,0.0,39.0,38,40,31.0,31,31,0.0,0,0,10.0,,0,,,
Parker Chase,8,0,0.0,27.25,18,36,24.25,16,38,0.0,0,0,13.38,0.0,0,,,
Parker Kligerman,103,0,0.0,14.04,1,43,14.93,2,43,1.04,107,22,34.93,0.04,1258006,24192,69838,12291
Parker Retzlaff,56,0,0.0,16.93,1,37,18.3,3,38,0.75,42,27,19.73,0.0,0,,,
Pat Davison,2,0,0.0,33.0,33,33,19.5,17,22,0.0,0,0,104.5,,7575,3788,4650,2925
Pat Jones,1,0,0.0,21.0,21,21,27.0,27,27,0.0,0,0,82.0,,825,825,825,825
Patrick Carpentier,16,0,0.0,17.19,1,40,20.44,2,42,0.94,15,14,95.94,,525330,32833,76043,17725
Patrick Emerling,42,0,0.0,30.9,12,38,27.93,14,38,0.02,1,1,9.19,0.0,0,,,
Patrick Gallagher,8,0,0.0,32.0,24,37,26.25,19,36,0.0,0,0,10.88,0.0,0,,,
Patrick Goeters,1,0,0.0,36.0,36,36,31.0,31,31,0.0,0,0,70.0,,42285,42285,42285,42285
Patrick Long,1,0,0.0,7.0,7,7,14.0,14,14,2.0,2,2,126.0,,15025,15025,15025,15025
Patrick Sheltra,6,0,0.0,32.67,22,38,28.83,18,41,0.5,3,3,65.5,,175745,29291,42385,26398
Patty Moise,133,0,0.0,25.28,2,43,25.33,7,42,0.17,22,18,86.62,,421299,3168,15550,285
Paul Menard,220,3,0.01364,12.94,1,43,14.78,1,41,3.67,807,110,86.81,0.0,5069216,25473,73752,11155
Paul Radford,8,0,0.0,18.25,11,28,26.0,10,32,0.0,0,0,16.75,,5110,639,1000,315
Paul Shull,2,0,0.0,28.0,26,30,21.0,15,27,0.0,0,0,100.0,,1080,540,805,275
