driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Chip Lain,19,0,0.0,27.67,18,38,21.68,12,41,0.0,0,0,97.95,,9110,479,1790,205
Chris Bingham,11,0,0.0,36.27,26,43,33.73,26,42,0.0,0,0,61.82,,166610,15146,21890,10380
Chris Buescher,74,3,0.04054,11.23,2,39,11.14,1,38,4.32,320,106,33.2,,2172714,29361,95035,12450
Chris Cockrum,19,0,0.0,31.58,18,40,28.89,10,37,0.0,0,0,9.58,0.0,112522,28131,57101,16845
Chris Cook,15,0,0.0,27.8,16,42,34.33,20,43,0.0,0,0,51.0,,327553,23397,41750,6100
Chris Diamond,13,0,0.0,23.38,14,31,30.77,20,40,0.0,0,0,66.92,,52255,4020,12170,1460
Chris Dyson,2,0,0.0,28.0,27,29,31.0,28,34,0.0,0,0,4.5,0.0,0,,,
Chris Hacker,4,0,0.0,31.5,29,35,27.25,14,35,0.0,0,0,0.0,0.0,0,,,
Chris Horn,8,0,0.0,38.75,26,43,37.5,30,43,0.0,0,0,44.75,,137381,17173,21230,13765
Chris Lawson,4,0,0.0,39.5,31,43,39.5,36,41,0.0,0,0,35.25,,54350,13588,16775,11745
Chris Wimmer,4,0,0.0,40.0,37,42,39.75,37,43,0.0,0,0,43.75,,66536,16634,20580,13370
Chrissy Wallace,2,0,0.0,26.5,18,35,33.5,24,43,0.0,0,0,62.5,,65110,32555,45585,19525
Christian Elder,24,0,0.0,29.96,15,43,30.96,20,43,0.0,0,0,70.13,,342790,14283,29450,7450
Christian Fittipaldi,3,0,0.0,23.33,5,33,39.0,35,43,0.0,0,0,46.0,,44541,14847,17285,13300
Christopher Bell,77,17,0.22078,6.96,1,39,10.0,1,39,40.18,3094,238,33.14,1.34,0,,,
Chuck Bown,187,11,0.05882,14.83,1,45,16.34,1,42,16.78,3138,255,114.49,,1137286,6082,51782,460
Clarence Ogle,6,0,0.0,,,,18.0,11,24,0.0,0,0,109.0,,1615,269,450,200
Claude Aubin,1,0,0.0,,,,23.0,23,23,0.0,0,0,94.0,,100,100,100,100
Claude Leclerc,1,0,0.0,6.0,6,6,11.0,11,11,0.0,0,0,0.0,,1700,1700,1700,1700
Claude Wellman,2,0,0.0,37.0,37,37,24.5,15,34,0.0,0,0,89.5,,1265,633,965,300
Clay Brown,10,0,0.0,28.4,14,34,30.3,21,42,0.0,0,0,72.1,,22505,2251,3700,890
Clay Dale,2,0,0.0,37.0,31,43,27.5,27,28,0.0,0,0,80.5,,27330,13665,14145,13185
Clay Greenfield,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,0.0,,9735,9735,9735,9735
Clay Highberger,3,0,0.0,32.0,30,34,20.33,18,24,0.0,0,0,102.0,,1635,545,875,240
Clay Rogers,12,0,0.0,23.92,8,39,29.75,12,43,0.5,6,6,74.17,,175459,14622,23800,7800
Clifford Allison,22,0,0.0,28.55,17,42,20.95,6,40,0.18,4,4,100.45,,58081,2640,6660,880
Clint Bowyer,181,8,0.0442,11.21,1,41,11.14,1,42,14.5,2625,195,127.86,,5546980,30817,93695,13015
Clint King,5,0,0.0,32.8,28,38,31.0,26,38,0.0,0,0,8.8,0.0,0,,,
Clint Vahsholtz,5,0,0.0,31.0,21,39,29.2,18,40,0.0,0,0,75.4,,83005,16601,17650,14385
Cody Ware,28,0,0.0,33.14,17,40,26.71,7,39,0.0,0,0,10.43,0.0,121767,20295,26748,10830
Colby Howard,43,0,0.0,28.49,17,38,25.7,12,39,0.23,10,3,11.44,0.0,0,,,
Cole Custer,157,13,0.0828,6.73,1,38,10.62,1,39,15.97,2507,182,32.85,0.54,0,,,
Cole Rouse,1,0,0.0,22.0,22,22,21.0,21,21,0.0,0,0,16.0,0.0,0,,,
Cole Whitt,53,0,0.0,14.92,2,40,14.7,4,33,0.53,28,10,29.02,,1206432,23656,71903,17118
Coleman Pressley,12,0,0.0,26.17,9,39,28.0,12,41,0.0,0,0,79.0,,285631,23803,28478,20668
Colin Braun,31,0,0.0,13.58,1,42,21.32,2,40,0.1,3,2,100.16,,859287,27719,52678,13240
Colin Garrett,12,0,0.0,28.67,15,39,22.75,14,37,0.0,0,0,14.42,0.0,0,,,
Connie Saylor,4,0,0.0,17.75,8,30,25.25,11,32,0.5,2,2,87.25,,5460,1365,2200,560
Connor Mosack,26,0,0.0,19.85,4,38,25.77,5,37,0.0,0,0,11.04,0.0,0,,,
Conor Daly,2,0,0.0,24.5,15,34,33.0,31,35,0.0,0,0,3.0,0.0,0,,,
Corey Heim,10,0,0.0,17.6,3,36,22.3,4,37,1.5,15,15,0.0,0.0,0,,,
Corey LaJoie,22,0,0.0,19.95,10,32,23.0,6,37,0.05,1,1,9.55,0.0,114610,19102,23015,15395
Coy Gibbs,39,0,0.0,28.08,11,40,23.38,9,41,0.03,1,1,93.05,,716780,18379,33455,12305
Craig Raudman,1,0,0.0,42.0,42,42,32.0,32,32,0.0,0,0,67.0,,16360,16360,16360,16360
Curtis Markham,89,0,0.0,21.58,1,42,21.43,5,43,1.47,131,45,95.7,,599756,6739,28388,245
D.J. Hoelzle,2,0,0.0,32.5,23,42,33.0,31,35,0.0,0,0,64.0,,18510,9255,11805,6705
D.J. Kennington,51,0,0.0,31.02,11,43,28.49,11,43,0.0,0,0,72.35,0.0,1205476,25114,52348,13080
Dakoda Armstrong,133,0,0.0,20.53,1,40,19.45,3,36,0.09,12,7,21.28,0.0,1762805,24148,59651,11520
Dale Earnhardt,136,21,0.15441,11.17,1,40,14.51,1,45,24.66,3354,194,121.31,,900176,6619,64895,100
"Dale Earnhardt, Jr.",146,24,0.16438,11.92,1,43,10.83,1,42,25.45,3716,244,111.62,0.11,4185678,31005,96210,1880
Dale Fischlein,18,0,0.0,23.28,4,40,27.39,13,41,0.06,1,1,80.83,,116645,6480,17950,1655
Dale Jarrett,330,11,0.03333,12.48,1,44,13.82,1,45,7.49,2472,150,125.17,,1500144,4560,59550,100
Dale Quarterley,5,0,0.0,39.4,36,43,35.6,25,42,0.0,0,0,56.2,,99260,19852,31715,14610
Dale Shaw,45,0,0.0,26.38,2,45,24.82,2,44,0.89,40,30,75.71,,211955,4710,19750,500
Dale Singleton,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,540,540,540,540
Dale Williams,5,0,0.0,30.2,16,41,30.0,22,39,0.0,0,0,73.0,,12175,2435,3310,1605
Damon Lusk,17,0,0.0,27.59,10,43,26.41,12,43,0.24,4,4,84.06,,292382,17199,39000,8650
Dan Brode,1,0,0.0,42.0,42,42,41.0,41,41,0.0,0,0,40.0,,12100,12100,12100,12100
Dan Clarke,1,0,0.0,38.0,38,38,39.0,39,39,0.0,0,0,5.0,,16288,16288,16288,16288
Dan Corcoran,1,0,0.0,34.0,34,34,25.0,25,25,0.0,0,0,0.0,0.0,0,,,
Dan Pardus,18,0,0.0,30.67,16,43,32.78,23,42,0.0,0,0,64.67,,203395,11300,16250,7840
Dan Shaver,2,0,0.0,39.5,38,41,39.0,35,43,0.0,0,0,46.0,,28885,14443,16810,12075
Dana Patten,30,0,0.0,22.67,3,43,20.4,4,42,0.0,0,0,96.87,,62698,2090,8300,325
Dana White,11,0,0.0,34.64,21,42,33.36,21,41,0.0,0,0,62.91,,151400,13764,18685,9510
Dange Hanniford,1,0,0.0,34.0,34,34,38.0,38,38,0.0,0,0,49.0,,16210,16210,16210,16210
Danica Patrick,61,0,0.0,17.7,1,42,21.1,4,43,1.05,64,20,35.92,,1517239,24873,52528,14775
Daniel Dye,5,0,0.0,27.0,23,36,21.8,17,27,0.0,0,0,0.0,0.0,0,,,
Daniel Hemric,186,1,0.00538,9.11,1,37,12.84,1,39,7.02,1306,128,30.75,0.16,0,,,
Daniel Johnson,3,0,0.0,39.67,35,43,39.0,37,40,0.0,0,0,46.0,,28830,9610,9800,9255
Daniel Suarez,87,3,0.03448,7.34,1,36,11.16,1,39,7.28,633,133,25.71,0.0,1100278,31437,52131,19680
Daniil Kvyat,2,0,0.0,23.0,22,24,18.0,15,21,0.0,0,0,19.0,0.0,0,,,
Danny Bennett,1,0,0.0,,,,21.0,21,21,0.0,0,0,100.0,,215,215,215,215
Danny Bohn,1,0,0.0,28.0,28,28,19.0,19,19,0.0,0,0,0.0,0.0,0,,,
Danny Broyles,1,0,0.0,21.0,21,21,16.0,16,16,0.0,0,0,115.0,,320,320,320,320
"Danny Edwards, Jr.",10,0,0.0,19.3,4,41,26.7,12,41,0.0,0,0,82.9,,42685,4269,11400,1810
Danny Efland,63,0,0.0,35.21,23,43,30.27,13,43,0.02,1,1,39.06,,1278286,20290,54713,10105
Danny Fair,1,0,0.0,37.0,37,37,13.0,13,13,0.0,0,0,124.0,,940,940,940,940
Danny Kelley,1,0,0.0,37.0,37,37,23.0,23,23,0.0,0,0,94.0,,650,650,650,650
Danny Lawson,1,0,0.0,,,,25.0,25,25,0.0,0,0,88.0,,410,410,410,410
"Danny O'Quinn, Jr.",106,0,0.0,27.45,2,43,28.83,5,43,0.01,1,1,73.73,,2279705,21507,51948,9635
Danny Weese,8,0,0.0,28.57,17,36,26.5,17,36,0.0,0,0,83.5,,3980,498,750,350
Dario Franchitti,18,0,0.0,12.56,1,24,20.61,5,41,5.89,106,87,102.67,,532541,29586,54637,20593
Darrell Holman,1,0,0.0,41.0,41,41,38.0,38,38,0.0,0,0,49.0,,1751,1751,1751,1751
Darrell Lanigan,4,0,0.0,35.5,30,39,33.25,26,38,0.0,0,0,63.25,,20460,5115,9085,3385
Darrell Waltrip,95,13,0.13684,12.53,1,41,13.83,1,38,14.86,1412,179,119.01,,538406,5667,34457,285
Darrell Wheeler,2,0,0.0,13.0,13,13,13.5,8,19,0.0,0,0,124.0,,825,413,600,225
Darren Bernier,2,0,0.0,31.0,28,34,16.5,6,27,0.0,0,0,0.0,,5370,2685,4050,1320
Darren Dilley,1,0,0.0,32.0,32,32,37.0,37,37,0.0,0,0,1.0,0.0,0,,,
Darryl Sage,5,0,0.0,25.4,17,38,30.2,16,42,0.0,0,0,72.4,,6915,1383,2130,845
Daryl Harr,21,0,0.0,35.62,25,43,30.1,23,39,0.0,0,0,16.05,,395029,18811,27143,9935
Daryl Lacks,19,0,0.0,25.63,15,38,19.16,8,37,0.0,0,0,105.68,,8875,467,920,210
Dave Blaney,121,1,0.00826,15.82,1,43,19.85,1,43,2.19,265,52,105.45,,2216570,18319,90550,4065
Dave Davis,10,0,0.0,34.8,23,41,30.8,12,39,0.0,0,0,52.0,,9865,987,2024,300
Dave Dion,9,0,0.0,17.78,2,40,26.56,2,42,7.78,70,45,44.67,,43966,4885,18050,1200
Dave Lind,2,0,0.0,27.0,24,30,19.5,17,22,0.0,0,0,104.5,,1925,963,1250,675
Dave Mader III,22,0,0.0,16.68,1,34,19.23,5,41,3.0,66,22,97.41,,53099,2414,9795,410
Dave Marcis,4,0,0.0,27.25,16,36,20.75,12,33,12.5,50,50,74.25,,12320,3080,7700,450
Dave Rezendes,140,0,0.0,22.09,2,43,20.78,2,46,0.59,83,56,101.29,,361689,2583,9696,500
Dave Simpson,7,0,0.0,29.71,21,39,26.29,18,34,0.0,0,0,84.14,,9471,1353,2675,315
Dave Smith,1,0,0.0,38.0,38,38,33.0,33,33,0.0,0,0,4.0,0.0,0,,,
Dave Steele,2,0,0.0,24.0,18,30,28.5,23,34,0.0,0,0,77.5,,29150,14575,21300,7850
Davey Allison,86,0,0.0,15.31,1,39,20.13,2,44,5.52,475,90,97.09,,212116,2466,18625,200
Davey Johnson,27,0,0.0,22.56,2,40,23.11,6,46,0.41,11,11,93.89,,47682,1766,4805,425
David Blankenship,3,0,0.0,21.33,9,31,34.33,29,43,0.0,0,0,60.0,,20755,6918,11850,1805
David Bonnett,19,0,0.0,27.05,3,42,27.11,9,43,0.05,1,1,81.79,,61070,3214,9250,1355
David Donohue,18,0,0.0,30.67,14,40,28.44,15,38,0.06,1,1,77.94,,171016,9501,18325,1340
David Eshleman,1,0,0.0,41.0,41,41,40.0,40,40,0.0,0,0,43.0,,13700,13700,13700,13700
David Gilliland,56,1,0.01786,20.16,4,43,30.21,1,43,0.21,12,11,72.52,,1205804,21532,101300,12730
David Green,404,9,0.02228,16.38,1,43,17.0,1,44,4.53,1832,185,113.91,,7521052,18616,92845,500
David Hutto,3,0,0.0,32.0,28,35,35.33,24,42,0.0,0,0,57.0,,22900,7633,10500,4300
David Hyder,1,0,0.0,25.0,25,25,26.0,26,26,0.0,0,0,85.0,,1855,1855,1855,1855
David Keith,5,0,0.0,32.0,27,37,32.0,19,43,0.0,0,0,67.0,,79301,15860,18945,11676
David Mayhew,1,0,0.0,13.0,13,13,10.0,10,10,4.0,4,4,0.0,,25543,25543,25543,25543
David Odell,4,0,0.0,38.25,33,41,33.5,25,40,0.5,2,2,63.75,,67610,16903,21660,13970
David Pearson,6,1,0.16667,1.5,1,2,7.0,1,19,30.5,183,90,150.5,,16790,2798,8100,740
David Ragan,107,2,0.01869,15.15,1,43,16.07,1,43,1.26,135,56,105.96,,2527206,23842,51650,11610
David Ray Boggs,3,0,0.0,27.0,15,35,26.0,21,35,0.0,0,0,51.67,,4525,1508,2825,350
David Reutimann,127,1,0.00787,17.39,1,41,15.5,1,43,3.96,503,194,113.35,,3211555,25288,74145,10860
David Rogers,5,0,0.0,21.6,13,33,18.6,9,34,0.0,0,0,107.6,,13025,2605,3800,1305
David Simko,1,0,0.0,27.0,27,27,24.0,24,24,0.0,0,0,0.0,,935,935,935,935
David Starr,262,0,0.0,29.5,10,43,25.84,5,42,0.09,23,5,16.65,0.0,1711903,23134,67726,7400
David Stremme,146,0,0.0,16.6,1,41,16.89,2,43,2.18,318,75,104.88,,3590141,24590,62983,12375
David Triplett,1,0,0.0,36.0,36,36,41.0,41,41,0.0,0,0,40.0,,525,525,525,525
Dawson Cram,23,0,0.0,29.91,17,35,29.52,19,38,0.0,0,0,7.52,0.0,0,,,
Deac McCaskill,1,0,0.0,42.0,42,42,35.0,35,35,5.0,5,5,63.0,,20130,20130,20130,20130
Dean Ferri,2,0,0.0,39.5,38,41,31.5,30,33,0.0,0,0,68.5,,3800,1900,2600,1200
Dean Thompson,1,0,0.0,26.0,26,26,34.0,34,34,0.0,0,0,0.0,0.0,0,,,
Debbie Lunsford,1,0,0.0,15.0,15,15,23.0,23,23,0.0,0,0,94.0,,550,550,550,550
Delma Cowart,1,0,0.0,27.0,27,27,17.0,17,17,0.0,0,0,112.0,,1845,1845,1845,1845
Dennis Bennett,1,0,0.0,15.0,15,15,28.0,28,28,0.0,0,0,79.0,,1245,1245,1245,1245
Dennis Crowder,1,0,0.0,34.0,34,34,16.0,16,16,0.0,0,0,115.0,,1895,1895,1895,1895
Dennis Demers,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,58.0,,7850,7850,7850,7850
Dennis Setzer,159,2,0.01258,26.35,1,43,27.09,1,43,2.2,350,161,74.79,,1628315,10241,27498,875
Denny Hamlin,164,18,0.10976,9.41,1,42,11.57,1,41,21.13,3466,248,99.48,0.0,5038437,32931,132400,10785
Derek Griffith,6,0,0.0,27.5,15,36,21.67,15,27,0.0,0,0,15.33,0.0,0,,,
Derek Hayes,3,0,0.0,40.0,40,40,31.67,24,36,0.0,0,0,68.0,,47315,15772,17390,12915
Derek Kraus,8,0,0.0,16.13,11,23,16.63,8,37,2.63,21,21,22.75,0.13,0,,,
Derek White,22,0,0.0,37.32,28,42,32.27,18,40,0.0,0,0,10.91,,435633,20744,50765,10498
Derrick Gilchrist,10,0,0.0,28.5,9,40,34.0,19,43,0.0,0,0,61.0,,95670,9567,14450,6325
Derrick Griffin,1,0,0.0,33.0,33,33,36.0,36,36,0.0,0,0,55.0,,18428,18428,18428,18428
Derrike Cope,281,1,0.00356,33.4,1,43,30.51,1,43,0.26,72,36,47.37,,4481349,17505,49328,1715
Devin Jones,2,0,0.0,37.5,37,38,31.5,26,37,0.0,0,0,6.0,0.0,0,,,
Dexter Bean,31,0,0.0,30.61,13,40,30.77,11,40,0.0,0,0,9.84,0.0,100924,20185,41500,13288
Dexter Stacey,27,0,0.0,34.26,22,42,29.67,21,43,0.0,0,0,13.52,0.0,423585,17649,24000,11425
Diane Teel,11,0,0.0,26.0,19,35,17.64,8,31,0.0,0,0,101.36,,5280,480,1000,215
Dick Karth,1,0,0.0,38.0,38,38,30.0,30,30,0.0,0,0,7.0,0.0,0,,,
Dick McCabe,20,1,0.05,26.95,2,43,23.55,1,44,5.35,107,101,75.25,,103451,5173,38800,650
Dick Trickle,158,2,0.01266,18.79,1,43,19.63,1,43,4.58,724,127,105.41,,1529415,9680,48875,880
Dickie Boswell,57,0,0.0,20.13,7,42,16.05,3,37,1.89,108,108,109.56,,43537,764,3275,170
Dickie Linville,52,0,0.0,24.63,8,42,19.25,7,39,0.0,0,0,103.73,,37505,721,2410,200
Dillon Bassett,12,0,0.0,21.25,12,33,23.67,13,38,0.0,0,0,13.67,0.0,0,,,
Dion Ciccarelli,10,0,0.0,38.3,35,42,32.3,24,42,0.0,0,0,66.1,,107705,10771,12530,9625
Dirk Stephens,28,0,0.0,20.82,3,41,26.39,12,40,0.11,3,3,83.82,,92811,3315,6975,1480
Don Browning,2,0,0.0,,,,11.5,9,14,0.0,0,0,129.5,,840,420,550,290
Don Burkhalter,1,0,0.0,20.0,20,20,22.0,22,22,0.0,0,0,97.0,,750,750,750,750
Don Emery,1,0,0.0,,,,19.0,19,19,0.0,0,0,106.0,,225,225,225,225
Don Jenkins,2,0,0.0,26.0,17,35,30.0,19,41,0.0,0,0,73.0,,3600,1800,2390,1210
"Don Kreitz, Jr.",5,0,0.0,25.0,20,31,13.8,8,24,13.2,66,66,49.6,,5325,1065,2650,200
Don Satterfield,5,0,0.0,32.4,22,42,27.0,12,42,0.0,0,0,82.0,,16525,3305,12755,650
"Don Thomson, Jr.",1,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,43.0,,31860,31860,31860,31860
Donald Theetge,6,0,0.0,25.67,21,30,31.17,25,37,0.0,0,0,6.0,0.0,0,,,
Donnie Allison,20,0,0.0,20.75,4,37,20.55,5,40,0.6,12,7,98.3,,49349,2467,8355,365
Donnie Neuenberger,40,0,0.0,37.08,17,43,33.38,14,43,0.03,1,1,51.38,,904443,22611,50223,10990
Donny Lia,1,0,0.0,42.0,42,42,43.0,43,43,0.0,0,0,34.0,,22196,22196,22196,22196
"Donny Ling, Jr.",22,0,0.0,23.36,8,41,25.55,13,41,0.0,0,0,86.36,,21530,979,2600,280
Dorris Vaughan,3,0,0.0,25.67,18,34,18.33,11,28,0.0,0,0,108.0,,2835,945,1360,500
Doug Didero,3,0,0.0,22.67,8,34,23.0,17,27,0.0,0,0,94.0,,3105,1035,1390,650
Doug Harrington,1,0,0.0,30.0,30,30,30.0,30,30,0.0,0,0,14.0,,11640,11640,11640,11640
Doug Heveron,65,0,0.0,24.42,6,42,24.37,2,46,1.46,95,57,90.49,,304314,4682,14353,1605
Doug Reid III,9,0,0.0,36.56,23,43,34.22,27,42,0.0,0,0,60.33,,66970,7441,11700,4000
Doug Taylor,4,0,0.0,30.5,13,41,36.5,25,41,0.0,0,0,33.5,,26900,6725,11000,1400
"Doug Thorpe, Jr.",1,0,0.0,41.0,41,41,32.0,32,32,0.0,0,0,67.0,,3975,3975,3975,3975
Drew Dollar,2,0,0.0,10.5,9,12,24.5,13,36,0.5,1,1,15.0,0.0,0,,,
Drew Herring,22,0,0.0,12.32,1,28,16.23,4,36,3.05,67,39,39.86,0.0,367207,24480,33943,17793
Drew White,7,0,0.0,39.71,36,43,38.71,36,42,0.0,0,0,46.86,,75530,10790,15605,8110
Dude Teate,1,0,0.0,28.0,28,28,22.0,22,22,0.0,0,0,97.0,,10620,10620,10620,10620
Dusty Davis,1,0,0.0,43.0,43,43,40.0,40,40,0.0,0,0,0.0,,11630,11630,11630,11630
Dwayne Leik,14,0,0.0,37.36,31,43,35.43,24,43,0.14,2,2,57.07,,247723,17695,28693,8330
Dylan Kwasniewski,39,0,0.0,14.33,1,34,19.49,8,35,0.0,0,0,24.51,,899925,23075,65601,15718
Dylan Lupton,41,0,0.0,24.63,14,40,25.05,9,40,0.2,8,5,13.63,0.0,184724,23091,26094,20402
Dylan Murcott,2,0,0.0,33.5,33,34,35.0,30,40,0.0,0,0,4.0,0.0,0,,,
Earl Bamber,1,0,0.0,29.0,29,29,33.0,33,33,0.0,0,0,14.0,0.0,0,,,
Ed Baugess,3,0,0.0,34.67,32,36,33.33,32,34,0.0,0,0,63.0,,1315,438,535,355
Ed Berrier,250,1,0.004,22.01,1,44,21.0,1,43,1.31,328,187,100.78,,975691,3903,35555,250
Ed Ferree,49,0,0.0,23.67,4,43,23.18,5,41,0.94,46,42,87.31,,77758,1587,5300,255
Ed Jones,3,0,0.0,16.67,16,17,18.33,5,35,0.0,0,0,19.0,0.0,0,,,
Ed Spencer III,6,0,0.0,32.0,22,42,33.0,15,42,0.17,1,1,51.17,,27180,5436,11000,3500
"Ed St. Angelo, Jr.",1,0,0.0,34.0,34,34,35.0,35,35,0.0,0,0,58.0,,1050,1050,1050,1050
Eddie Beahr,5,0,0.0,41.2,36,43,35.4,24,42,0.0,0,0,56.8,,59870,11974,20200,5220
Eddie Falk,98,0,0.0,14.22,1,38,15.93,5,38,0.39,38,38,115.12,,78815,804,5450,205
Eddie Goodson,8,0,0.0,25.13,18,30,25.75,14,31,0.0,0,0,85.75,,12290,1536,3025,700
Eddie Gravely,1,0,0.0,,,,18.0,18,18,0.0,0,0,109.0,,215,215,215,215
Eddie Johnson,10,0,0.0,29.8,19,39,21.2,11,36,0.0,0,0,99.4,,11220,1122,3860,195
Eddie MacDonald,2,0,0.0,35.0,27,43,31.5,22,41,0.0,0,0,68.5,,33420,16710,18250,15170
Eddie Sharp,2,0,0.0,29.5,29,30,21.0,14,28,0.0,0,0,100.0,,5790,2895,3270,2520
Eddy McKean,1,0,0.0,35.0,35,35,39.0,39,39,0.0,0,0,46.0,,17420,17420,17420,17420
Elliott Sadler,397,13,0.03275,11.91,1,42,12.46,1,42,5.18,2056,107,59.13,0.13,7070172,23886,88468,1720
Elton Sawyer,392,2,0.0051,17.81,1,42,17.02,1,43,1.32,519,58,113.31,,3671427,9366,73720,320
Enrique Baca,2,0,0.0,32.0,29,35,24.5,18,31,0.0,0,0,12.5,0.0,0,,,
Enrique Contreras III,1,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,10.0,,15027,15027,15027,15027
Eric Bodine,1,0,0.0,41.0,41,41,27.0,27,27,0.0,0,0,82.0,,4617,4617,4617,4617
Eric Curran,2,0,0.0,24.5,14,35,35.5,34,37,0.0,0,0,8.5,,30150,15075,20025,10125
Eric Emhoff,1,0,0.0,19.0,19,19,21.0,21,21,0.0,0,0,100.0,,650,650,650,650
Eric Gordon,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,64.0,,2075,2075,2075,2075
Eric Jones,9,0,0.0,36.11,18,43,35.56,23,44,0.0,0,0,56.33,,154786,17198,37825,5975
Eric McClure,288,0,0.0,32.8,13,43,27.72,8,43,0.02,6,2,44.83,,6505962,22669,60638,10225
Eric Norris,2,0,0.0,37.5,36,39,38.0,35,41,0.0,0,0,49.0,,42415,21208,22040,20375
Eric Wilson,2,0,0.0,19.0,17,21,28.5,26,31,0.0,0,0,77.5,,1000,500,500,500
Erik Darnell,52,0,0.0,25.69,1,41,22.92,4,42,0.38,20,19,54.21,,1129869,21728,41600,9110
Erik Jones,79,9,0.11392,4.67,1,36,11.65,1,37,21.14,1670,186,12.71,0.0,1104851,42494,97576,22868
Erin Crocker,10,0,0.0,26.3,9,42,31.1,19,40,0.0,0,0,69.7,,184690,18469,25840,14880
"Ernie Francis, Jr.",1,0,0.0,38.0,38,38,39.0,39,39,0.0,0,0,1.0,0.0,0,,,
Ernie Irvan,58,3,0.05172,15.31,1,39,24.45,1,43,15.81,917,133,91.64,,281820,4944,26768,350
Fain Skinner,6,0,0.0,37.0,31,42,31.0,23,42,0.0,0,0,13.0,,106247,17708,23493,9715
Francis Affleck,3,0,0.0,36.0,33,40,23.33,18,31,0.0,0,0,59.67,,2625,875,1530,450
Frank Bumgarner,2,0,0.0,26.0,24,28,31.0,25,37,0.0,0,0,70.0,,1650,825,875,775
Frank Butler,3,0,0.0,38.0,38,38,20.0,10,39,0.0,0,0,103.33,,1410,470,650,310
Frank Dickerson,2,0,0.0,18.5,17,20,19.0,18,20,0.0,0,0,106.0,,945,473,725,220
Frank Fleming,10,0,0.0,26.4,9,33,25.4,20,40,0.0,0,0,77.7,,10864,1086,3375,345
Frank Kelly,2,0,0.0,16.5,13,20,20.0,20,20,0.0,0,0,103.0,,1250,625,725,525
Frank Kimmel,1,0,0.0,21.0,21,21,11.0,11,11,4.0,4,4,135.0,,12225,12225,12225,12225
Frank Kreyer,4,0,0.0,37.25,32,43,35.5,28,42,0.0,0,0,56.5,,68435,17109,21825,12795
Frankie Muniz,2,0,0.0,36.0,35,37,31.5,30,33,0.0,0,0,3.5,0.0,0,,,
Fred Zack,1,0,0.0,25.0,25,25,20.0,20,20,0.0,0,0,0.0,,625,625,625,625
Freddie Hughes,2,0,0.0,28.5,28,29,19.0,11,27,0.0,0,0,106.0,,715,358,450,265
Garrett Liberty,1,0,0.0,40.0,40,40,31.0,31,31,0.0,0,0,70.0,,17585,17585,17585,17585
Garrett Smithley,170,0,0.0,29.43,15,39,24.42,5,40,0.04,7,2,13.31,0.0,21072,21072,21072,21072
Gary Balough,4,0,0.0,31.25,29,33,24.5,4,33,3.75,15,15,91.75,,8530,2133,6740,450
Gary Bradberry,4,0,0.0,27.5,15,41,29.0,20,43,0.0,0,0,76.0,,37265,9316,14300,6715
Gary Clark,1,0,0.0,33.0,33,33,31.0,31,31,0.0,0,0,70.0,,3100,3100,3100,3100
Gary Green,1,0,0.0,40.0,40,40,39.0,39,39,0.0,0,0,46.0,,3685,3685,3685,3685
Gary Laton,2,0,0.0,19.5,7,32,33.0,23,43,0.0,0,0,64.0,,9485,4743,5420,4065
Gary Lloyd,4,0,0.0,,,,19.25,14,26,0.0,0,0,105.25,,990,248,300,220
Gary Neice,21,0,0.0,20.67,1,29,16.57,3,33,0.0,0,0,114.81,,12415,591,1415,205
Gary Potter,5,0,0.0,27.75,18,40,18.6,13,27,0.0,0,0,107.2,,3715,743,925,555
"Gene Allbert, Jr.",1,0,0.0,43.0,43,43,36.0,36,36,0.0,0,0,55.0,,9980,9980,9980,9980
Gene Clark,2,0,0.0,26.5,26,27,27.0,25,29,0.0,0,0,82.0,,1010,505,550,460
Gene Coyle,2,0,0.0,25.5,22,29,16.5,11,22,0.0,0,0,48.5,,1195,598,770,425
Gene Glover,1,0,0.0,12.0,12,12,27.0,27,27,0.0,0,0,82.0,,215,215,215,215
Gene Morgan,1,0,0.0,6.0,6,6,26.0,26,26,0.0,0,0,85.0,,1345,1345,1345,1345
Geoffrey Bodine,94,6,0.06383,12.79,1,42,16.5,1,42,16.72,1572,183,106.74,,962854,10243,33147,210
George Babb,1,0,0.0,23.0,23,23,20.0,20,20,0.0,0,0,0.0,,1325,1325,1325,1325
George Crenshaw,5,0,0.0,22.6,14,29,25.0,18,36,0.0,0,0,88.0,,9185,1837,3135,1015
George Dalton,17,0,0.0,24.36,15,39,21.65,10,37,0.0,0,0,91.71,,14545,856,2255,220
"George Gorham, Jr.",1,0,0.0,37.0,37,37,18.0,18,18,0.0,0,0,21.0,0.0,0,,,
German Quiroga,1,0,0.0,20.0,20,20,28.0,28,28,9.0,9,9,84.0,,43425,43425,43425,43425
