owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Larry Schwartz,1,0,0.0,36.0,36,36,32.0,32,32,0.0,0,0,67.0,,4450,4450,4450,4450
Larry Walker,15,0,0.0,29.4,20,38,22.8,13,37,0.0,0,0,89.73,,10280,685,2875,210
Laugeni Painting,1,0,0.0,42.0,42,42,27.0,27,27,0.0,0,0,82.0,,3185,3185,3185,3185
Lawson-Fitzgerald Garage,46,0,0.0,17.91,5,36,17.96,8,34,0.0,0,0,109.59,,37135,807,1645,215
Layton Construction,1,0,0.0,32.0,32,32,24.0,24,24,0.0,0,0,91.0,,1400,1400,1400,1400
Leavine Family Racing,1,0,0.0,21.0,21,21,37.0,37,37,0.0,0,0,7.0,,9415,9415,9415,9415
Lee Leslie,1,0,0.0,9.0,9,9,30.0,30,30,14.0,14,14,78.0,,3100,3100,3100,3100
Lee Smith,3,0,0.0,32.67,26,40,39.0,39,39,0.0,0,0,46.0,,9180,3060,3575,2320
Len Boehler,6,0,0.0,20.33,11,34,19.67,5,36,0.17,1,1,105.17,,14265,2378,3000,1700
Leo Cleary,1,0,0.0,23.0,23,23,25.0,25,25,0.0,0,0,0.0,,1330,1330,1330,1330
Leo Poirier,1,0,0.0,8.0,8,8,22.0,22,22,0.0,0,0,0.0,,1750,1750,1750,1750
Leon Fox,16,0,0.0,23.06,11,39,23.5,6,43,0.56,9,9,93.25,,87394,5462,12374,2915
Leonard Vahsholtz,3,0,0.0,28.33,21,32,23.33,18,33,0.0,0,0,93.0,,47975,15992,17460,14385
Leroy Throop,6,1,0.16667,10.33,4,18,12.83,1,28,9.0,54,43,62.83,,15595,2599,9100,375
Lester Burnette,1,0,0.0,32.0,32,32,32.0,32,32,0.0,0,0,67.0,,750,750,750,750
Letarte Race Cars,1,0,0.0,23.0,23,23,35.0,35,35,0.0,0,0,58.0,,880,880,880,880
Levi Garrett,2,0,0.0,12.0,2,22,7.5,7,8,3.5,7,7,144.0,,7175,3588,4025,3150
Lewis Cooper,96,1,0.01042,17.89,1,42,17.32,1,42,1.32,127,66,112.34,,259302,2701,15546,265
Lexington Special,1,0,0.0,36.0,36,36,18.0,18,18,0.0,0,0,109.0,,975,975,975,975
Lighting & Fans,1,0,0.0,35.0,35,35,20.0,20,20,0.0,0,0,0.0,,370,370,370,370
Lind Racing,1,0,0.0,39.0,39,39,38.0,38,38,0.0,0,0,0.0,,275,275,275,275
Lindy White,53,3,0.0566,11.36,1,31,14.49,1,42,7.36,390,123,119.43,,79100,1492,9525,200
Linville Construction,1,0,0.0,21.0,21,21,18.0,18,18,0.0,0,0,109.0,,480,480,480,480
Linville Racing,1,0,0.0,24.0,24,24,20.0,20,20,0.0,0,0,103.0,,810,810,810,810
Lisa Young,1,0,0.0,33.0,33,33,32.0,32,32,0.0,0,0,67.0,,11425,11425,11425,11425
Little Dan's Quick Pick,1,0,0.0,37.0,37,37,36.0,36,36,0.0,0,0,55.0,,2600,2600,2600,2600
Lloyd Gillie,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,1050,1050,1050,1050
Lombard Body & Paint,1,0,0.0,18.0,18,18,16.0,16,16,0.0,0,0,115.0,,725,725,725,725
Longwood Restaurant,3,0,0.0,20.67,11,29,9.67,4,18,0.0,0,0,138.33,,8425,2808,4700,775
Lori Morgan,1,0,0.0,43.0,43,43,42.0,42,42,0.0,0,0,37.0,,13695,13695,13695,13695
Louis Rettenmeier,1,0,0.0,34.0,34,34,37.0,37,37,0.0,0,0,52.0,,2525,2525,2525,2525
Loven Racing,1,0,0.0,9.0,9,9,18.0,18,18,0.0,0,0,109.0,,725,725,725,725
"Loven, Inc.",1,0,0.0,27.0,27,27,29.0,29,29,0.0,0,0,76.0,,325,325,325,325
Lowe Smith,7,0,0.0,20.75,17,24,18.0,14,24,0.0,0,0,109.0,,2315,331,500,200
Lowe's,2,0,0.0,23.0,17,29,25.0,20,30,0.0,0,0,36.5,,605,303,385,220
Lowe's / Colonial Tire,2,0,0.0,17.0,14,20,15.0,4,26,0.0,0,0,122.5,,1910,955,1200,710
Lowell Bennett,7,0,0.0,29.0,12,41,30.57,21,41,0.0,0,0,71.29,,80565,11509,14240,10255
Lucky J Coal,3,0,0.0,39.67,37,41,27.67,20,38,0.0,0,0,80.0,,7491,2497,4800,940
Lucretia Boyd,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,79.0,,210,210,210,210
Lussier Pontiac-Buick,1,0,0.0,28.0,28,28,31.0,31,31,0.0,0,0,70.0,,590,590,590,590
Lynn Peters,2,0,0.0,23.0,23,23,10.0,8,12,0.0,0,0,134.5,,1100,550,700,400
M.J. Sullivan,9,0,0.0,24.33,18,33,18.0,9,31,0.22,2,1,109.56,,15040,1671,3550,825
MAP Racing,1,0,0.0,11.0,11,11,30.0,30,30,0.0,0,0,73.0,,1999,1999,1999,1999
MSRP Motorsports,121,0,0.0,29.31,5,43,40.53,35,43,0.0,0,0,41.41,,2323319,19201,42651,12683
MSW / Fredrickson,1,0,0.0,26.0,26,26,11.0,11,11,0.0,0,0,0.0,,1000,1000,1000,1000
Mac Martin,136,2,0.01471,18.22,1,43,18.53,1,43,3.98,541,115,109.7,,871616,6409,35985,200
Magic Land Video,4,0,0.0,13.0,2,22,15.75,3,32,1.0,4,4,118.5,,3565,891,2600,300
Magness Construction,1,0,0.0,30.0,30,30,29.0,29,29,0.0,0,0,76.0,,1550,1550,1550,1550
Marc Davis,2,0,0.0,28.5,27,30,28.0,27,29,0.0,0,0,79.0,,37525,18763,22375,15150
Marc Madison,1,0,0.0,33.0,33,33,30.0,30,30,0.0,0,0,73.0,,2775,2775,2775,2775
Marc Reno,7,0,0.0,19.86,7,29,20.86,6,35,0.0,0,0,101.43,,18010,2573,4095,350
Marilyn Smith,75,9,0.12,5.21,1,21,11.2,1,38,35.23,2642,200,133.2,,166920,2226,12150,455
Mario Gosselin,607,0,0.0,25.23,2,40,23.72,4,40,0.14,84,19,13.87,0.0,693224,22362,58776,4065
Marion Cox,15,0,0.0,23.4,13,38,26.87,6,40,0.07,1,1,76.67,,19345,1290,4580,380
Marion Sadler,1,0,0.0,20.0,20,20,14.0,14,14,0.0,0,0,121.0,,5500,5500,5500,5500
Mark Albertson,1,0,0.0,43.0,43,43,34.0,34,34,0.0,0,0,61.0,,12025,12025,12025,12025
Mark Beaver,33,0,0.0,34.76,18,43,33.15,23,43,0.0,0,0,8.45,,489563,14835,49913,10250
Mark Gant,1,0,0.0,35.0,35,35,23.0,23,23,0.0,0,0,94.0,,900,900,900,900
Mark Gibson,8,0,0.0,33.71,25,40,25.38,17,35,0.0,0,0,86.88,,8870,1109,1880,415
Mark Golembeski,1,0,0.0,38.0,38,38,43.0,43,43,0.0,0,0,34.0,,13124,13124,13124,13124
Mark Simo,2,0,0.0,15.5,8,23,36.5,34,39,0.0,0,0,53.5,,15615,7808,8815,6800
Mark Smith,854,0,0.0,26.35,6,43,26.86,4,43,0.08,70,6,22.39,0.0,15363033,20705,67726,8960
Mark Thomas,120,0,0.0,21.99,3,44,17.23,3,41,0.66,79,35,112.34,,362680,3022,26546,335
Mark Watkins,2,0,0.0,39.0,35,43,31.0,23,39,0.0,0,0,70.0,,21430,10715,11215,10215
Mark Whitaker,6,0,0.0,27.67,24,34,26.83,20,36,0.0,0,0,82.5,,6575,1096,1330,765
"Martin Truex, Sr.",19,0,0.0,25.21,10,44,24.16,12,39,0.0,0,0,80.79,,124503,6553,16775,800
Marty Bezema,12,0,0.0,23.08,13,33,17.0,6,32,0.0,0,0,113.25,,16595,1383,2995,555
Marty Ward,6,0,0.0,27.67,15,34,27.5,15,36,0.0,0,0,80.5,,20290,3382,4725,1470
Martyn Glidden,10,0,0.0,38.3,35,42,32.3,24,42,0.0,0,0,66.1,,107705,10771,12530,9625
Marvin Ragan,4,0,0.0,27.0,17,39,23.0,11,33,0.0,0,0,94.0,,6210,1553,3350,425
Marvin Thackston,162,0,0.0,22.66,3,43,19.84,3,43,0.08,13,9,103.54,,230464,1423,10814,100
Mary Louise Miller,189,0,0.0,27.43,4,43,25.14,5,43,0.02,4,3,49.05,,3955535,21040,54013,11216
Matson Pool Manufacturing,2,0,0.0,32.0,32,32,17.5,17,18,0.0,0,0,110.5,,4355,2178,4105,250
Matt Hurley,7,0,0.0,22.43,7,32,18.0,7,33,0.0,0,0,19.0,0.0,0,,,
Matt Kobyluck,4,0,0.0,31.0,26,36,37.5,34,42,0.0,0,0,35.25,,56820,14205,15160,13285
Matten Computers,2,0,0.0,31.5,30,33,28.0,27,29,0.0,0,0,79.0,,1835,918,965,870
Matthew Kaulig,569,25,0.04394,11.22,1,38,13.23,1,40,5.09,2896,118,27.58,0.27,0,,,
Matthews Auto Parts,1,0,0.0,41.0,41,41,34.0,34,34,0.0,0,0,0.0,,1200,1200,1200,1200
Maurice Brown,1,0,0.0,40.0,40,40,9.0,9,9,0.0,0,0,0.0,,6855,6855,6855,6855
Maury Gallagher,116,1,0.00862,16.54,3,40,17.35,1,39,0.45,52,13,17.89,0.05,0,,,
Max Berrier,51,0,0.0,22.41,5,41,19.29,3,38,0.0,0,0,105.63,,76218,1494,7575,250
Max Prestwood,33,0,0.0,15.21,2,30,15.64,3,31,4.18,138,95,117.94,,32475,984,1925,305
Maxie's Vending,4,0,0.0,30.75,18,38,24.0,17,33,0.0,0,0,91.0,,2515,629,915,420
Maxx Race Cards,1,0,0.0,29.0,29,29,29.0,29,29,0.0,0,0,76.0,,1400,1400,1400,1400
McCabe Bait,1,0,0.0,32.0,32,32,12.0,12,12,0.0,0,0,127.0,,3425,3425,3425,3425
McDowell Racing,2,0,0.0,24.5,20,29,20.0,14,26,0.0,0,0,103.0,,1810,905,1135,675
McGraw's Used Auto Parts,1,0,0.0,28.0,28,28,27.0,27,27,0.0,0,0,82.0,,1295,1295,1295,1295
Meadow Gold,4,0,0.0,22.5,20,24,19.0,14,25,0.0,0,0,106.0,,1630,408,860,220
Meadow Gold Dairy,1,0,0.0,24.0,24,24,13.0,13,13,0.0,0,0,124.0,,1020,1020,1020,1020
Meineke Muffler,1,0,0.0,34.0,34,34,18.0,18,18,0.0,0,0,0.0,,725,725,725,725
Meredith Ruark,90,0,0.0,26.32,5,43,26.86,7,43,0.02,2,2,82.53,,776251,8625,22500,2595
Merv Treichler,1,0,0.0,9.0,9,9,14.0,14,14,0.0,0,0,121.0,,2655,2655,2655,2655
Metro,1,0,0.0,27.0,27,27,20.0,20,20,0.0,0,0,103.0,,2930,2930,2930,2930
Michael Baldauf,4,0,0.0,18.75,8,29,18.75,5,35,1.75,7,7,110.75,,36270,9068,12730,7270
Michael Broyhill,6,0,0.0,14.5,13,16,11.0,5,20,0.0,0,0,132.33,,3625,604,1225,250
Michael Contarino,1,0,0.0,33.0,33,33,38.0,38,38,0.0,0,0,0.0,0.0,0,,,
Michael Holigan,6,0,0.0,29.0,21,43,29.67,24,37,0.0,0,0,74.0,,98625,16438,20490,12085
Michael Kranefuss,19,0,0.0,13.11,4,37,10.84,2,38,5.47,104,58,136.11,,493945,25997,73720,15355
Michael Marden,1,0,0.0,26.0,26,26,22.0,22,22,0.0,0,0,0.0,,575,575,575,575
Michael Peck,1,0,0.0,40.0,40,40,24.0,24,24,0.0,0,0,91.0,,4300,4300,4300,4300
Michael Waltrip,413,5,0.01211,18.39,1,43,18.5,1,43,4.4,1819,194,106.61,,8634683,20907,74145,2415
Mike Alexander,71,2,0.02817,11.86,1,39,14.58,1,44,10.14,720,138,120.14,,198808,2800,19989,215
Mike Bales,1,0,0.0,42.0,42,42,38.0,38,38,0.0,0,0,49.0,,11035,11035,11035,11035
Mike Curb,336,1,0.00298,22.45,1,43,23.57,1,43,0.65,217,45,88.32,,6866534,20436,63798,4700
Mike Day,119,9,0.07563,9.01,1,41,9.61,1,41,11.43,1360,160,140.23,,295853,2486,9550,505
Mike Greci,30,0,0.0,22.67,6,39,23.3,3,41,0.6,18,18,91.47,,102386,3413,10995,795
Mike Greenwell,1,0,0.0,25.0,25,25,19.0,19,19,0.0,0,0,106.0,,965,965,965,965
Mike Harmon,394,0,0.0,34.19,8,43,31.19,7,43,0.03,13,7,8.75,0.0,2514414,17833,56671,9220
Mike Laughlin,158,0,0.0,24.85,3,43,25.23,2,43,0.54,86,57,87.73,,689042,4361,23309,400
Mike Oliver,3,0,0.0,30.0,25,36,29.33,25,35,0.0,0,0,75.0,,5485,1828,2825,895
Mike Olsen,11,0,0.0,37.27,29,43,29.55,18,42,0.0,0,0,74.36,,53920,4902,9600,2750
Mike Porter,8,0,0.0,20.75,7,28,23.25,12,29,0.0,0,0,93.25,,8385,1048,1795,205
Mike Smith,12,0,0.0,32.75,17,43,34.17,14,43,0.0,0,0,55.67,,214363,17864,35255,12155
Mike Stefanik,1,0,0.0,31.0,31,31,16.0,16,16,0.0,0,0,115.0,,3015,3015,3015,3015
Mike Swaim,76,0,0.0,22.16,4,45,20.08,3,39,0.3,23,22,103.62,,152936,2012,11125,420
Mike Watts,5,0,0.0,28.2,24,36,21.8,18,27,0.0,0,0,97.6,,5240,1048,1780,400
Miller High Life,3,0,0.0,14.33,13,16,10.33,6,13,0.0,0,0,133.67,,8700,2900,3800,2350
Mina Gordon,1,0,0.0,26.0,26,26,10.0,10,10,0.0,0,0,0.0,,2425,2425,2425,2425
Minton Wrecking,1,0,0.0,19.0,19,19,28.0,28,28,0.0,0,0,79.0,,765,765,765,765
Mitton Electric,1,0,0.0,28.0,28,28,25.0,25,25,0.0,0,0,88.0,,600,600,600,600
Mobil 1,3,0,0.0,17.0,14,22,17.0,9,24,1.0,3,3,66.67,,3910,1303,2265,345
Model City Auto Parts,4,0,0.0,29.5,24,35,15.75,10,24,0.0,0,0,82.5,,4135,1034,1560,550
Moody Builders,3,0,0.0,26.0,15,34,38.67,31,47,12.33,37,37,0.0,,6250,2083,3950,1100
Moore Motors / Green Auto,1,0,0.0,39.0,39,39,24.0,24,24,0.0,0,0,91.0,,1275,1275,1275,1275
Moore Motors / Green's Amoco,1,0,0.0,21.0,21,21,18.0,18,18,0.0,0,0,0.0,,310,310,310,310
Moore Racing,1,0,0.0,36.0,36,36,11.0,11,11,0.0,0,0,130.0,,3280,3280,3280,3280
Morgan Shepherd,366,4,0.01093,30.55,2,44,31.57,1,44,1.17,428,97,42.14,0.0,3857553,13977,53953,250
Motor Supply Corp.,1,0,0.0,28.0,28,28,18.0,18,18,0.0,0,0,109.0,,920,920,920,920
Motorola / Racing Radios,1,0,0.0,28.0,28,28,13.0,13,13,0.0,0,0,124.0,,1290,1290,1290,1290
Motorsports Designs,6,0,0.0,28.17,18,43,27.17,15,43,0.0,0,0,56.17,,2665,533,675,420
Motorsports Training,1,0,0.0,26.0,26,26,17.0,17,17,0.0,0,0,112.0,,1065,1065,1065,1065
Myers Racing,1,0,0.0,21.0,21,21,19.0,19,19,0.0,0,0,106.0,,225,225,225,225
NE Racing Products,1,0,0.0,31.0,31,31,36.0,36,36,0.0,0,0,0.0,,1200,1200,1200,1200
Nalley Carolina Trucks,30,0,0.0,17.37,4,42,13.33,3,34,0.0,0,0,124.2,,45018,1501,9563,565
Neal's Enterprises,1,0,0.0,19.0,19,19,13.0,13,13,0.0,0,0,124.0,,350,350,350,350
Ned Jarrett,1,0,0.0,27.0,27,27,27.0,27,27,0.0,0,0,82.0,,10950,10950,10950,10950
Ned LaWarre,15,0,0.0,24.87,9,40,26.93,14,42,0.0,0,0,82.2,,52685,3512,9250,1655
Neil Bonnett,5,0,0.0,19.8,3,37,23.0,17,39,0.0,0,0,94.0,,10865,2173,2835,1495
Neil Chaffin,4,0,0.0,16.25,8,28,28.75,27,31,0.0,0,0,57.0,,25785,6446,8575,3785
Nelson Building Supply,11,0,0.0,19.91,11,32,20.45,10,31,0.0,0,0,101.73,,8465,770,3175,210
Nelson Trucking,1,0,0.0,7.0,7,7,10.0,10,10,18.0,18,18,0.0,,2500,2500,2500,2500
Nestle Quik,1,0,0.0,15.0,15,15,23.0,23,23,0.0,0,0,94.0,,550,550,550,550
Nevada Auto Sales,4,0,0.0,26.25,22,33,26.25,19,36,0.0,0,0,84.25,,2930,733,1485,395
Nevada Used Car Sales,1,0,0.0,28.0,28,28,18.0,18,18,0.0,0,0,0.0,,1100,1100,1100,1100
New-Con Leasing,1,0,0.0,17.0,17,17,13.0,13,13,0.0,0,0,124.0,,1750,1750,1750,1750
New-Lon Leasing,1,0,0.0,18.0,18,18,16.0,16,16,0.0,0,0,115.0,,2335,2335,2335,2335
NewJac Metal Fabricating,1,0,0.0,23.0,23,23,30.0,30,30,0.0,0,0,73.0,,2275,2275,2275,2275
NextGen Motorsports,1,0,0.0,33.0,33,33,34.0,34,34,0.0,0,0,3.0,0.0,0,,,
Nimnicht,1,0,0.0,29.0,29,29,38.0,38,38,0.0,0,0,49.0,,1013,1013,1013,1013
Nissen Racing,9,0,0.0,9.89,3,19,14.33,5,23,0.0,0,0,100.0,,6375,708,1700,210
No. 9 Mining Company,2,0,0.0,30.0,28,32,24.5,24,25,0.0,0,0,89.5,,1785,893,1475,310
Norm Benning,3,0,0.0,41.33,40,42,38.0,36,40,0.0,0,0,49.0,,31800,10600,11120,10060
North America Racing Insurance,2,0,0.0,25.0,24,26,26.0,23,29,0.0,0,0,85.0,,7715,3858,5600,2115
O.B. Elliott,4,0,0.0,31.67,25,37,23.5,15,36,0.0,0,0,92.5,,1800,450,745,235
Oakwood Mobile Homes,1,0,0.0,35.0,35,35,21.0,21,21,0.0,0,0,0.0,,1350,1350,1350,1350
Oceans East / Dyson,1,0,0.0,23.0,23,23,14.0,14,14,0.0,0,0,121.0,,3600,3600,3600,3600
Old Milwaukee,1,0,0.0,6.0,6,6,21.0,21,21,0.0,0,0,100.0,,215,215,215,215
Oldtown Auto Parts,1,0,0.0,23.0,23,23,14.0,14,14,0.0,0,0,121.0,,325,325,325,325
One Stop Food Shop,1,0,0.0,32.0,32,32,28.0,28,28,0.0,0,0,79.0,,915,915,915,915
Orchard Park Redi-Mix,1,0,0.0,24.0,24,24,34.0,34,34,0.0,0,0,61.0,,3050,3050,3050,3050
Orvil Reedy,16,0,0.0,22.56,19,27,20.13,14,35,0.0,0,0,102.63,,7105,444,1425,200
Owens Racing,2,0,0.0,31.5,27,36,16.0,12,20,0.0,0,0,51.5,,1890,945,1020,870
Page Sales,2,0,0.0,36.0,34,38,25.0,25,25,0.0,0,0,88.0,,4850,2425,2535,2315
Parkway,1,0,0.0,29.0,29,29,27.0,27,27,0.0,0,0,82.0,,1675,1675,1675,1675
Parkway Gas,1,0,0.0,26.0,26,26,15.0,15,15,0.0,0,0,118.0,,985,985,985,985
Pat Davison,10,0,0.0,24.5,9,40,22.7,9,37,0.0,0,0,95.2,,43040,4304,8405,2660
Pat MacDonald,260,0,0.0,30.12,5,43,27.26,9,43,0.01,2,1,59.47,,5608467,21571,53653,9535
Pat Shaw,1,0,0.0,37.0,37,37,38.0,38,38,0.0,0,0,49.0,,11890,11890,11890,11890
Pathway Homes,1,0,0.0,19.0,19,19,12.0,12,12,0.0,0,0,25.0,0.0,0,,,
Patterson Racing,1,0,0.0,15.0,15,15,19.0,19,19,0.0,0,0,106.0,,360,360,360,360
Patty Moise,36,0,0.0,22.33,2,39,23.03,8,38,0.5,18,18,94.03,,37919,1053,4315,285
Paul Mauceri,1,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,0.0,,450,450,450,450
Peeler Jersey Farms,1,0,0.0,18.0,18,18,24.0,24,24,0.0,0,0,91.0,,1480,1480,1480,1480
Perdue,1,0,0.0,11.0,11,11,9.0,9,9,0.0,0,0,138.0,,1100,1100,1100,1100
Pete Bradshaw,1,0,0.0,40.0,40,40,39.0,39,39,0.0,0,0,46.0,,3685,3685,3685,3685
Pete Silva,4,0,0.0,6.0,3,7,9.5,4,18,0.0,0,0,138.25,,2230,558,850,230
Pete Szekeres,34,0,0.0,31.59,15,42,31.97,14,43,0.03,1,1,67.24,,819230,24095,51073,13165
Pete's Jet Skis,1,0,0.0,25.0,25,25,21.0,21,21,0.0,0,0,0.0,,1315,1315,1315,1315
Peter Frank,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,2595,2595,2595,2595
Peter Gibbons,2,0,0.0,24.0,8,40,23.0,23,23,0.0,0,0,94.0,,17050,8525,12300,4750
Petty Enterprises,75,0,0.0,22.31,2,43,21.32,6,42,0.55,41,25,99.4,,398768,5317,23313,1805
Phil Barkdoll / Tracy Leslie,1,0,0.0,14.0,14,14,43.0,43,43,0.0,0,0,34.0,,8075,8075,8075,8075
Phil Bonifield,2,0,0.0,41.0,39,43,32.5,30,35,0.0,0,0,65.5,,26945,13473,17200,9745
Phil Parsons,153,1,0.00654,22.37,2,43,19.33,1,43,1.05,160,37,106.7,,1484766,9704,54075,830
Pierce Air Tool,1,0,0.0,18.0,18,18,33.0,33,33,0.0,0,0,64.0,,540,540,540,540
Pierce Air Tool Co.,1,0,0.0,20.0,20,20,34.0,34,34,0.0,0,0,61.0,,855,855,855,855
Plainstown Auto,1,0,0.0,33.0,33,33,30.0,30,30,0.0,0,0,0.0,,1255,1255,1255,1255
Playcraft,1,0,0.0,40.0,40,40,40.0,40,40,0.0,0,0,43.0,,1252,1252,1252,1252
Pleasant Hill Gardens,2,0,0.0,22.0,15,29,30.0,28,32,0.0,0,0,0.0,,2565,1283,1315,1250
Plessinger Racing,1,0,0.0,11.0,11,11,2.0,2,2,1.0,1,1,170.0,,11405,11405,11405,11405
Poeler Farm / Deasey Auto,1,0,0.0,25.0,25,25,26.0,26,26,1.0,1,1,85.0,,5663,5663,5663,5663
Poff Racing,2,0,0.0,16.0,15,17,26.0,16,36,4.0,8,8,85.0,,1925,963,1225,700
Polaris / G.B. Carrier,1,0,0.0,18.0,18,18,31.0,31,31,0.0,0,0,0.0,,1300,1300,1300,1300
Pontiac Dealers of South Carolina,1,0,0.0,32.0,32,32,31.0,31,31,0.0,0,0,70.0,,2520,2520,2520,2520
Porter Lanigan,3,0,0.0,35.67,30,39,31.67,26,38,0.0,0,0,68.0,,11375,3792,4455,3385
Porter Racing,2,0,0.0,28.0,26,30,22.5,19,26,0.0,0,0,53.0,,1500,750,780,720
Positrak,1,0,0.0,40.0,40,40,35.0,35,35,0.0,0,0,58.0,,2718,2718,2718,2718
Precision Eng. Service,1,0,0.0,29.0,29,29,23.0,23,23,0.0,0,0,94.0,,1980,1980,1980,1980
Precision Sheetmetal,1,0,0.0,26.0,26,26,27.0,27,27,0.0,0,0,82.0,,1045,1045,1045,1045
Precision Walls,1,0,0.0,25.0,25,25,19.0,19,19,0.0,0,0,106.0,,1980,1980,1980,1980
Prescott Racing,5,0,0.0,16.0,5,33,28.2,10,36,0.0,0,0,65.8,,5525,1105,1600,725
Pro Motorsports,1,0,0.0,36.0,36,36,25.0,25,25,0.0,0,0,88.0,,2195,2195,2195,2195
Professional Equipment,1,0,0.0,25.0,25,25,24.0,24,24,0.0,0,0,91.0,,900,900,900,900
Pucci & Associates,1,0,0.0,26.0,26,26,40.0,40,40,0.0,0,0,43.0,,2400,2400,2400,2400
Pugh Oil,1,0,0.0,36.0,36,36,38.0,38,38,0.0,0,0,0.0,,350,350,350,350
Purnell & Jarvis,1,0,0.0,26.0,26,26,10.0,10,10,0.0,0,0,134.0,,1000,1000,1000,1000
Purnell-Jarvis Dyson,1,0,0.0,32.0,32,32,36.0,36,36,0.0,0,0,55.0,,960,960,960,960
"Purnell-Jarvis, Ltd.",1,0,0.0,23.0,23,23,29.0,29,29,0.0,0,0,0.0,,390,390,390,390
Quality Plumbing,1,0,0.0,35.0,35,35,36.0,36,36,0.0,0,0,0.0,,350,350,350,350
Quint Boisvert,31,1,0.03226,22.19,1,43,22.65,1,42,3.42,106,72,68.0,,119485,3854,28950,460
RC Cola,12,0,0.0,13.5,2,29,14.67,2,29,0.0,0,0,56.75,,7640,637,1400,250
RSD Leasing,2,0,0.0,41.5,37,46,33.0,31,35,0.0,0,0,64.0,,4425,2213,2550,1875
Racing Collectables Club,2,0,0.0,27.5,26,29,30.0,19,41,0.0,0,0,73.0,,2065,1033,1245,820
Rahmoc Enterprises,3,0,0.0,24.0,14,30,21.67,4,35,0.33,1,1,101.0,,6965,2322,2750,2065
Raider Engineering,1,0,0.0,28.0,28,28,19.0,19,19,0.0,0,0,106.0,,4100,4100,4100,4100
Raleing Racing,2,0,0.0,14.5,9,20,21.0,14,28,0.0,0,0,100.0,,2110,1055,1290,820
Ralph Morris,1,0,0.0,29.0,29,29,30.0,30,30,0.0,0,0,73.0,,200,200,200,200
Randa / Reah,1,0,0.0,20.0,20,20,7.0,7,7,0.0,0,0,146.0,,2700,2700,2700,2700
Randy Hill,34,0,0.0,30.38,16,43,30.47,17,43,0.03,1,1,10.74,,533342,15687,42185,10250
Randy Hope,7,0,0.0,13.14,2,25,22.29,9,34,2.71,19,19,75.57,,11935,1705,3875,355
Randy Humphrey,23,0,0.0,20.78,8,40,39.35,36,43,0.0,0,0,44.96,,361673,15725,21075,11935
Randy LaJoie,16,0,0.0,20.5,9,36,24.13,3,44,0.06,1,1,64.44,,35712,2232,10925,630
Randy MacDonald,32,0,0.0,32.75,8,43,30.09,9,43,0.0,0,0,64.13,,386710,12085,21545,1275
Randy Tissot,1,0,0.0,16.0,16,16,25.0,25,25,0.0,0,0,88.0,,225,225,225,225
Randy Young,14,0,0.0,27.57,19,35,22.5,4,31,0.0,0,0,14.5,0.0,0,,,
Randy's Auto Parts,1,0,0.0,40.0,40,40,19.0,19,19,0.0,0,0,0.0,,1335,1335,1335,1335
Ray DeWitt,106,1,0.00943,23.54,1,44,19.34,1,43,1.61,171,100,105.97,,576311,5437,45450,1130
Ray Evernham,109,5,0.04587,16.17,1,42,19.53,1,43,5.72,623,95,108.01,,2821875,25889,94050,13000
Ray Hackett,1,0,0.0,43.0,43,43,35.0,35,35,0.0,0,0,58.0,,14710,14710,14710,14710
Ray Montgomery,2,0,0.0,27.5,24,31,31.5,26,37,0.0,0,0,68.5,,32860,16430,16655,16205
Ray Skillman,4,0,0.0,25.25,15,38,21.0,11,33,0.0,0,0,100.0,,3775,944,1225,600
Ray's Yamaha,2,0,0.0,25.5,20,31,14.5,10,19,33.0,66,66,53.0,,1875,938,1650,225
Raymond Beadle,18,0,0.0,14.78,2,38,22.33,2,41,7.22,130,51,66.39,,71807,3989,22725,575
Rayner Racing,2,0,0.0,21.0,8,34,26.0,25,27,0.0,0,0,85.0,,2040,1020,1390,650
Reco Trucking,1,0,0.0,17.0,17,17,19.0,19,19,0.0,0,0,106.0,,325,325,325,325
Reds Kagle,2,0,0.0,36.5,31,42,32.0,27,37,0.0,0,0,67.0,,5035,2518,3935,1100
Reg Laporte,1,0,0.0,20.0,20,20,40.0,40,40,0.0,0,0,0.0,,2525,2525,2525,2525
Reggie Ruggiero,1,0,0.0,18.0,18,18,20.0,20,20,0.0,0,0,103.0,,4760,4760,4760,4760
Reginald Linberger,6,1,0.16667,11.5,5,18,8.83,1,20,8.83,53,53,142.33,,4860,810,2200,220
Rene Cardinal,1,0,0.0,19.0,19,19,17.0,17,17,0.0,0,0,112.0,,4700,4700,4700,4700
Ricci Brothers Construction,1,0,0.0,40.0,40,40,38.0,38,38,0.0,0,0,49.0,,3135,3135,3135,3135
Rich Bickle,9,0,0.0,30.89,20,43,26.56,5,41,0.0,0,0,84.89,,103820,11536,17225,5700
Rich Burgess,9,0,0.0,20.44,7,30,24.56,17,38,0.44,4,4,89.33,,7855,873,1395,500
Richard Carter,3,0,0.0,29.67,23,34,30.33,14,40,0.0,0,0,72.0,,26170,8723,13525,6250
