owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
"George Gillett, Jr.",37,0,0.0,17.16,1,39,17.57,2,39,0.97,36,17,112.7,,980427,26498,76043,15075
George McRae,6,0,0.0,37.83,30,44,26.5,22,32,0.0,0,0,83.5,,17899,2983,4650,1185
George Smith,6,0,0.0,23.67,18,33,30.17,15,41,0.0,0,0,72.5,,9158,1526,3350,385
George Taylor,1,0,0.0,27.0,27,27,39.0,39,39,0.0,0,0,46.0,,8530,8530,8530,8530
George White,6,0,0.0,39.5,36,43,38.5,36,42,0.0,0,0,47.5,,66940,11157,15605,8110
Germain Racing,113,0,0.0,24.35,4,42,18.52,3,43,0.34,38,15,107.51,,3061711,27095,56228,15700
Gibbs Racing,1,0,0.0,11.0,11,11,30.0,30,30,0.0,0,0,73.0,,1145,1145,1145,1145
Giles National Hardware,3,0,0.0,21.67,20,24,18.33,12,24,0.0,0,0,108.0,,1150,383,525,225
Glenn Sullivan,5,0,0.0,33.8,18,41,29.6,19,45,0.0,0,0,74.2,,18290,3658,7775,1375
Go-Jo Industrial,1,0,0.0,19.0,19,19,11.0,11,11,0.0,0,0,130.0,,2520,2520,2520,2520
Goodson Construction,3,0,0.0,21.67,18,24,23.67,14,31,0.0,0,0,92.0,,2780,927,1330,700
Gould's,1,0,0.0,47.0,47,47,41.0,41,41,0.0,0,0,0.0,,1200,1200,1200,1200
Graham Racing,2,0,0.0,39.0,34,44,26.5,17,36,0.0,0,0,56.0,,4560,2280,4035,525
Granada Shell,2,0,0.0,39.0,36,42,27.5,26,29,0.0,0,0,80.5,,3893,1947,2300,1593
Grant's Auto Glass,1,0,0.0,38.0,38,38,25.0,25,25,0.0,0,0,88.0,,900,900,900,900
Gratton Racing,2,0,0.0,25.0,20,30,25.0,23,27,0.0,0,0,88.0,,1955,978,1075,880
Green Hill Sausage,5,0,0.0,23.4,18,29,16.6,7,26,0.0,0,0,114.0,,3585,717,1165,200
Green's Automotive,1,0,0.0,34.0,34,34,28.0,28,28,0.0,0,0,79.0,,1360,1360,1360,1360
Greg Clark,10,0,0.0,29.0,7,38,27.4,19,33,0.1,1,1,80.8,,32195,3220,4145,2145
Greg Pollex,466,24,0.0515,15.4,1,42,15.49,1,42,11.71,5455,210,121.29,,12055035,25869,100020,1755
Greg Sacks,4,0,0.0,25.5,15,38,36.0,30,44,0.0,0,0,55.0,,17380,4345,7475,2940
Gregg Mixon,124,0,0.0,36.73,17,43,34.27,20,43,0.0,0,0,59.21,,1824579,14714,35205,7740
Grooms Construction,1,0,0.0,27.0,27,27,17.0,17,17,0.0,0,0,112.0,,1845,1845,1845,1845
Group III Racing,23,0,0.0,29.52,12,42,29.91,14,42,0.0,0,0,73.26,,89298,3883,7275,1880
Grover Shugart,65,0,0.0,13.8,1,36,18.38,2,42,2.74,178,61,104.31,,93508,1439,8820,220
H & J Racing,1,0,0.0,38.0,38,38,32.0,32,32,0.0,0,0,67.0,,1400,1400,1400,1400
H.L. Rose,2,0,0.0,28.5,28,29,17.0,17,17,0.0,0,0,112.0,,2375,1188,1775,600
H.P. Kidd / Chaney Ent.,2,0,0.0,30.5,22,39,17.5,12,23,0.0,0,0,110.5,,3850,1925,2975,875
HEC,1,0,0.0,24.0,24,24,18.0,18,18,1.0,1,1,19.0,0.0,0,,,
Hagas Racing,1,0,0.0,46.0,46,46,44.0,44,44,0.0,0,0,0.0,,1600,1600,1600,1600
Hale-Holbrook Racing,4,0,0.0,21.5,9,27,26.25,17,32,0.0,0,0,84.25,,3700,925,1300,650
Hall Ambulance,1,0,0.0,38.0,38,38,32.0,32,32,0.0,0,0,67.0,,545,545,545,545
Hall Pontiac,34,0,0.0,16.5,2,41,15.71,2,39,6.91,235,134,113.53,,39388,1158,6413,455
Hamilton Racing,1,0,0.0,30.0,30,30,14.0,14,14,0.0,0,0,0.0,,4020,4020,4020,4020
Hank Parker Sr,72,0,0.0,23.75,1,43,23.39,3,43,0.57,41,32,93.92,,892860,12401,44575,1670
Harold Annett,4,0,0.0,27.75,11,41,23.5,19,34,0.0,0,0,92.5,,11990,2998,4525,2075
Harold Holly,3,0,0.0,24.0,12,41,23.0,9,35,0.67,2,2,77.0,,41150,13717,21950,8360
Harold Steele,1,0,0.0,38.0,38,38,37.0,37,37,0.0,0,0,52.0,,2565,2565,2565,2565
Harris Buick,1,0,0.0,26.0,26,26,16.0,16,16,0.0,0,0,115.0,,905,905,905,905
Harry Franssen,6,0,0.0,13.67,1,33,19.5,3,38,0.67,4,4,106.33,,28213,4702,11094,1480
Harry Gant,5,1,0.2,5.6,1,16,9.4,1,15,26.6,133,127,139.8,,16540,3308,9130,700
Harry Lee Hill,14,0,0.0,29.46,18,38,21.36,10,39,0.0,0,0,99.0,,16525,1180,6080,225
Harry Ranier,9,0,0.0,26.22,7,42,26.44,16,40,0.0,0,0,83.67,,45140,5016,8850,3280
"Harry Scott, Jr.",33,1,0.0303,13.0,3,27,15.73,1,38,5.48,181,118,15.12,,905066,27426,85343,14759
Hayes Jewelers,2,0,0.0,29.5,22,37,32.0,23,41,0.0,0,0,67.0,,1330,665,680,650
Hayes Jewelry,1,0,0.0,38.0,38,38,21.0,21,21,0.0,0,0,100.0,,1790,1790,1790,1790
Heinz Ketchup,1,0,0.0,22.0,22,22,36.0,36,36,0.0,0,0,55.0,,875,875,875,875
Henderson Drywall,20,0,0.0,19.5,10,32,19.6,6,32,0.0,0,0,94.3,,9155,458,940,200
Henry Shaw,2,0,0.0,34.5,27,42,26.0,24,28,0.0,0,0,39.5,,2015,1008,1335,680
"Henry Shaw, Jr.",2,0,0.0,27.5,20,35,29.5,16,43,0.0,0,0,74.5,,5912,2956,3693,2219
Herb Adcox,1,0,0.0,31.0,31,31,18.0,18,18,0.0,0,0,109.0,,445,445,445,445
Heritage,1,0,0.0,25.0,25,25,23.0,23,23,0.0,0,0,0.0,,395,395,395,395
Hermie Sadler,6,0,0.0,24.67,13,34,33.5,21,42,0.0,0,0,62.5,,73795,12299,15875,9240
Hesco Exhaust,1,0,0.0,32.0,32,32,32.0,32,32,0.0,0,0,67.0,,545,545,545,545
Hill Enterprises,1,0,0.0,42.0,42,42,29.0,29,29,0.0,0,0,76.0,,2300,2300,2300,2300
Hill Racing,1,0,0.0,31.0,31,31,20.0,20,20,0.0,0,0,103.0,,1500,1500,1500,1500
Hodgdon,1,0,0.0,11.0,11,11,22.0,22,22,4.0,4,4,97.0,,2530,2530,2530,2530
Hogan Racing,2,0,0.0,23.5,18,29,18.5,15,22,0.0,0,0,107.5,,725,363,425,300
Hoopaugh Grading,3,0,0.0,12.67,11,15,23.0,9,36,0.0,0,0,94.67,,2735,912,1370,465
Horace Isenhower,200,5,0.025,9.53,1,38,11.91,1,40,8.57,1715,150,130.67,,518238,2604,25475,180
Howard Thomas,202,27,0.13366,6.07,1,36,7.97,1,44,28.12,5681,276,146.63,,809049,4005,30000,270
Hubert Hensley,529,11,0.02079,20.31,1,43,19.39,1,43,6.48,3426,255,106.47,,3758177,7104,51782,175
Hubler Chevrolet / WNDE 1260 AM,1,0,0.0,,,,8.0,8,8,0.0,0,0,142.0,,1300,1300,1300,1300
Hudgins Welding,1,0,0.0,24.0,24,24,21.0,21,21,0.0,0,0,0.0,,215,215,215,215
Hugh Connerty,1,0,0.0,2.0,2,2,39.0,39,39,0.0,0,0,0.0,,400,400,400,400
Humphrey Racing,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,540,540,540,540
Hunt Tire,5,0,0.0,27.6,17,35,24.2,22,27,0.0,0,0,90.4,,3705,741,995,470
Hut Stricklin,10,0,0.0,20.8,11,38,24.6,8,40,0.1,1,1,89.5,,53670,5367,8100,3390
Hylton Racing,2,0,0.0,17.0,15,19,19.5,14,25,0.0,0,0,104.5,,525,263,325,200
Ingles Markets,1,0,0.0,14.0,14,14,25.0,25,25,0.0,0,0,88.0,,1555,1555,1555,1555
Ingram Auto Parts,1,0,0.0,5.0,5,5,24.0,24,24,0.0,0,0,91.0,,230,230,230,230
Inland Timber,1,0,0.0,40.0,40,40,40.0,40,40,0.0,0,0,43.0,,500,500,500,500
Ivan Murphy,21,0,0.0,24.76,4,43,28.48,13,44,0.05,1,1,77.57,,139715,6653,17950,1655
J & J Steel,4,0,0.0,22.25,13,30,20.75,10,32,0.0,0,0,101.0,,6628,1657,4250,475
J. Edwards,1,0,0.0,16.0,16,16,16.0,16,16,0.0,0,0,115.0,,1850,1850,1850,1850
J.C. Burks,79,0,0.0,17.94,3,42,19.47,4,38,0.0,0,0,103.75,,98070,1241,8350,100
J.D. McDuffie,7,0,0.0,18.86,12,32,16.14,5,42,0.0,0,0,116.43,,10355,1479,2575,650
J.L. Pennington,1,0,0.0,43.0,43,43,26.0,26,26,0.0,0,0,0.0,,12880,12880,12880,12880
J.R. Enterprises,1,0,0.0,35.0,35,35,34.0,34,34,0.0,0,0,61.0,,730,730,730,730
"J.V. Huffman, Sr.",7,0,0.0,30.14,13,37,33.43,22,42,0.0,0,0,62.71,,11370,1624,3325,740
JP Motorsports,59,0,0.0,34.47,19,40,30.31,15,40,0.0,0,0,5.49,0.0,0,,,
JR Motorsports,1789,83,0.04639,12.0,1,43,12.61,1,43,7.7,13770,202,42.71,0.37,19742802,28906,154743,10550
JTG-Daugherty Racing,37,2,0.05405,22.92,1,42,26.22,1,43,4.84,179,60,87.57,,1068431,28877,72600,19438
Jack Beebe,15,2,0.13333,9.93,1,23,17.73,1,40,19.87,298,102,108.53,,54628,3642,10200,375
Jack Ingram,297,30,0.10101,14.11,1,45,12.24,1,42,11.79,3502,188,130.91,,993704,3346,22563,270
Jack Johnson,6,0,0.0,41.83,39,43,40.5,37,42,0.0,0,0,26.17,,108780,18130,31640,13375
Jack Roush,1712,138,0.08061,12.33,1,43,13.36,1,43,13.6,23286,209,91.64,0.05,44188470,28938,141920,1330
James Buford,1,0,0.0,10.0,10,10,17.0,17,17,0.0,0,0,112.0,,6625,6625,6625,6625
James Carter,16,0,0.0,35.38,24,42,36.88,31,42,0.0,0,0,5.56,,194648,12166,18545,9661
James Finch,543,13,0.02394,18.78,1,43,19.22,1,43,4.94,2682,192,105.13,,12030175,22196,90950,750
James Hutto,3,0,0.0,32.0,28,35,35.33,24,42,0.0,0,0,57.0,,22900,7633,10500,4300
James Lestorti,8,0,0.0,28.88,18,40,28.38,13,41,0.0,0,0,77.88,,39450,4931,9175,2525
James Porter,55,0,0.0,27.42,4,45,29.75,10,42,0.25,14,14,72.45,,277612,5047,12800,575
James Pritchard,8,0,0.0,38.25,32,42,35.25,28,42,0.0,0,0,57.25,,32420,4053,5500,2285
James Reece,6,0,0.0,23.0,9,40,29.17,18,43,12.0,72,72,76.33,,59171,9862,13640,7885
James Rowe,3,0,0.0,38.67,37,41,33.67,22,40,0.0,0,0,62.0,,45610,15203,16125,14015
James Whitener,267,0,0.0,24.13,1,43,23.0,3,40,0.08,22,8,16.91,0.0,3066850,22887,57626,9940
Jamie Aube,1,0,0.0,39.0,39,39,36.0,36,36,0.0,0,0,55.0,,420,420,420,420
Jared Keeney,1,0,0.0,43.0,43,43,32.0,32,32,0.0,0,0,0.0,,12485,12485,12485,12485
Jarrell Racing,1,0,0.0,38.0,38,38,36.0,36,36,0.0,0,0,55.0,,300,300,300,300
Jason Schuler,8,0,0.0,30.63,19,42,38.75,34,42,0.0,0,0,41.75,,103060,12883,17425,9030
Jason Sciavicco,108,0,0.0,32.14,9,43,31.03,8,43,0.01,1,1,11.8,,2030672,18803,54571,9060
Jason White,2,0,0.0,33.5,28,39,37.5,34,41,0.0,0,0,50.5,,39925,19963,21625,18300
Jay Robinson,573,0,0.0,34.14,4,43,31.59,3,43,0.12,66,9,62.41,,10934763,19083,54828,6810
JeNet's Hair Boutique,2,0,0.0,30.0,28,32,33.0,30,36,0.0,0,0,64.0,,975,488,525,450
Jeff Barry,15,0,0.0,29.6,12,42,27.53,14,40,0.0,0,0,80.4,,49386,3292,8950,805
Jeff Fuller,1,0,0.0,27.0,27,27,15.0,15,15,0.0,0,0,118.0,,12365,12365,12365,12365
Jeff Gordon,23,2,0.08696,17.65,2,37,19.7,1,42,7.57,174,72,108.7,,389335,16928,69575,6775
Jeff Hensley,4,0,0.0,28.0,20,34,40.0,38,43,0.0,0,0,22.25,,45925,11481,15405,8200
Jeff McClure,7,0,0.0,29.29,12,42,24.14,18,35,0.0,0,0,60.71,,9645,1378,4195,250
Jeff Spraker,25,0,0.0,32.08,8,41,31.84,17,43,0.0,0,0,61.64,0.0,154386,6712,32105,700
Jeff Wyler,1,0,0.0,31.0,31,31,37.0,37,37,0.0,0,0,52.0,,13700,13700,13700,13700
Jeffrey Shutt,18,0,0.0,40.67,38,43,37.78,24,43,0.0,0,0,47.78,,179392,9966,15440,8240
Jeffrey Welliver,127,1,0.00787,20.72,1,43,18.07,1,42,2.96,376,108,112.24,,2165742,17053,46505,2750
Jennette Boutique,1,0,0.0,20.0,20,20,17.0,17,17,0.0,0,0,112.0,,1150,1150,1150,1150
Jennifer Jo Cobb,21,0,0.0,38.38,29,43,33.57,22,43,0.0,0,0,12.19,,282422,13449,24098,9385
Jeno's Pizza,1,0,0.0,22.0,22,22,12.0,12,12,0.0,0,0,127.0,,1000,1000,1000,1000
JerZees,4,0,0.0,20.5,17,24,17.0,7,34,0.0,0,0,113.0,,6855,1714,5055,365
JerZees by Russell,12,0,0.0,19.83,5,37,21.83,5,40,1.0,12,7,91.83,,25488,2124,8225,385
Jeremy Clements,444,2,0.0045,21.44,3,42,20.41,1,40,0.19,84,11,19.91,0.04,3756532,22630,58476,13725
Jerry Brown,143,1,0.00699,20.11,2,38,19.91,1,40,0.47,67,12,17.17,0.04,0,,,
Jerry Davis,34,0,0.0,26.21,3,43,28.18,13,43,0.15,5,5,78.62,,399746,11757,29800,6800
Jerry Francis,12,0,0.0,23.17,14,31,30.33,20,40,0.0,0,0,67.92,,48040,4003,12170,1460
Jerry Glanville,3,0,0.0,31.67,30,35,31.0,26,40,0.0,0,0,70.0,,7640,2547,3900,1280
Jerry McClure,4,0,0.0,31.25,22,39,29.75,22,41,0.0,0,0,73.75,,66880,16720,19940,11300
Jerry Reary,3,0,0.0,38.0,34,43,29.0,27,30,0.0,0,0,51.67,,43425,14475,16685,13225
Jerry Young,32,0,0.0,33.47,13,43,27.03,14,42,0.13,4,4,80.5,,470857,14714,22390,7966
Jerry's Used Cars,2,0,0.0,38.5,38,39,26.0,26,26,0.0,0,0,42.5,,5295,2648,3195,2100
Jess & Nic Variety,1,0,0.0,20.0,20,20,30.0,30,30,0.0,0,0,0.0,,1305,1305,1305,1305
Jesse Iwuji,33,0,0.0,26.18,8,38,25.33,8,38,0.03,1,1,12.09,0.0,0,,,
Jill Burgdoff,2,0,0.0,14.5,14,15,38.5,38,39,5.5,11,9,52.5,,56915,28458,40020,16895
Jim Clark,2,0,0.0,35.5,29,42,26.5,22,31,1.5,3,3,86.0,,16965,8483,10030,6935
Jim Coyle,1,0,0.0,17.0,17,17,28.0,28,28,0.0,0,0,0.0,,785,785,785,785
Jim Gardner,17,0,0.0,30.24,16,43,32.29,23,42,0.0,0,0,66.12,,188735,11102,16250,7840
Jim Offenbach,1,0,0.0,33.0,33,33,41.0,41,41,0.0,0,0,0.0,,11700,11700,11700,11700
Jim Stacy,1,0,0.0,7.0,7,7,9.0,9,9,0.0,0,0,138.0,,3950,3950,3950,3950
Jimmy Craig,7,0,0.0,32.29,27,35,27.57,16,42,0.0,0,0,80.29,,119590,17084,33425,8525
Jimmy Dick,58,0,0.0,27.83,7,38,27.78,12,38,0.09,5,3,14.12,,1282425,22111,57876,10088
Jimmy Douglas,4,0,0.0,24.5,14,33,25.75,23,29,0.0,0,0,85.75,,6810,1703,1920,1560
Jimmy Means,509,0,0.0,34.82,5,43,31.45,5,43,0.02,11,4,23.1,0.0,5536036,17744,55701,6773
Jimmy Spencer,93,1,0.01075,23.41,1,44,21.2,1,42,7.06,657,127,101.94,,1367287,14702,72950,3550
Jody Looney,5,0,0.0,31.4,29,38,30.4,20,39,0.0,0,0,55.4,,56650,11330,14525,9475
Joe Auer,3,0,0.0,28.67,17,35,29.67,26,37,0.0,0,0,74.0,,41160,13720,16550,12190
Joe Bessey,155,1,0.00645,22.26,1,43,23.48,1,43,2.03,314,107,91.99,,1158390,7473,30260,750
Joe Cudmore,4,0,0.0,25.75,23,30,30.25,23,40,0.0,0,0,72.25,,4583,1146,1451,650
Joe Gibbs,2132,209,0.09803,10.07,1,43,12.67,1,43,18.34,39107,268,57.73,0.44,37105488,29828,132400,4300
Joe Harrison,36,0,0.0,22.89,6,34,21.56,11,34,0.0,0,0,98.33,,25120,698,1725,200
Joe Keller,124,1,0.00806,17.43,1,42,18.44,1,44,2.44,302,115,108.87,,893504,7264,32900,575
Joe Kelly,26,0,0.0,17.69,5,34,17.88,5,40,0.0,0,0,94.42,,32475,1249,5070,275
Joe Lavender,1,0,0.0,34.0,34,34,23.0,23,23,0.0,0,0,94.0,,11780,11780,11780,11780
Joe Nemechek,527,19,0.03605,19.33,1,43,20.78,1,43,5.92,3122,147,86.36,,9479471,18056,85175,360
Joe Reilly,91,0,0.0,35.63,21,43,30.98,7,43,0.0,0,0,70.11,,1421287,15619,37300,7965
Joe Thurman,67,0,0.0,20.28,2,41,16.81,4,35,0.7,47,47,113.43,,67175,1003,3950,400
Joe Washington,56,0,0.0,27.91,6,43,28.29,10,42,0.0,0,0,76.04,,557484,9955,21900,3200
Joel Herberg,2,0,0.0,32.5,23,42,39.0,36,42,0.0,0,0,46.0,,5104,2552,3400,1704
John Aramendia,4,0,0.0,36.0,25,43,23.75,20,27,0.0,0,0,91.75,,68005,17001,19000,11450
John Boatman,13,0,0.0,21.85,4,34,22.54,6,38,0.0,0,0,92.0,,18647,1434,2750,400
John Borneman,5,0,0.0,37.6,34,43,27.8,20,33,0.0,0,0,79.6,,103635,20727,23580,14800
"John Borneman, Jr.",13,0,0.0,31.38,19,43,26.31,5,43,0.0,0,0,84.62,,261926,20148,27775,13175
John Burton,32,0,0.0,19.34,4,37,17.81,3,39,0.44,14,14,110.5,,47470,1483,4268,300
John Clontz,1,0,0.0,,,,15.0,15,15,0.0,0,0,118.0,,300,300,300,300
John Conely,1,0,0.0,25.0,25,25,29.0,29,29,0.0,0,0,76.0,,12425,12425,12425,12425
John Jackson,153,8,0.05229,13.39,1,38,15.5,1,42,13.37,2046,199,118.33,,626084,4092,49456,200
John Josey,1,0,0.0,43.0,43,43,40.0,40,40,0.0,0,0,43.0,,14695,14695,14695,14695
John Linville,134,0,0.0,24.51,10,42,20.77,8,42,0.0,0,0,97.84,,121196,904,6007,200
John McGill,104,0,0.0,31.9,12,43,28.95,10,43,0.17,18,6,76.15,,2343604,22535,49920,13680
John McNelly,93,0,0.0,30.31,10,43,30.98,10,43,0.27,25,20,70.24,,1507822,16213,41750,9705
John P. Cullinan,2,0,0.0,31.0,28,34,16.5,6,27,0.0,0,0,0.0,,5370,2685,4050,1320
John Pharo,53,0,0.0,22.26,1,40,21.15,3,40,0.36,19,11,94.4,,109949,2075,7558,500
John Reiser,33,5,0.15152,19.18,3,39,14.97,1,42,26.97,890,160,127.36,,935270,28342,75825,9310
John Ritch,13,0,0.0,24.85,4,37,23.54,9,41,0.0,0,0,92.54,,31495,2423,4425,1260
John Wall,5,0,0.0,28.0,14,43,25.0,22,30,0.0,0,0,88.0,,34092,6818,9125,4767
John Walsh,22,0,0.0,33.91,16,42,27.09,12,42,0.0,0,0,78.41,,131735,5988,14150,2700
John Young,4,0,0.0,35.0,27,42,31.5,28,39,0.0,0,0,22.75,,85035,21259,40945,11520
Johnathan Cohen,3,0,0.0,27.0,20,34,30.33,27,33,0.0,0,0,72.0,,56295,18765,20695,15475
Johnathon's Restaurant / Bosch,1,0,0.0,9.0,9,9,43.0,43,43,0.0,0,0,0.0,,1000,1000,1000,1000
Johnny Davis,1643,0,0.0,27.93,2,43,25.64,4,43,0.08,131,12,29.86,0.0,15458700,20234,61701,200
Johnny Hayes,59,1,0.01695,6.4,1,26,12.53,1,42,3.03,179,41,127.47,,120693,2046,18700,200
Johnny Henderson,1,0,0.0,35.0,35,35,33.0,33,33,0.0,0,0,64.0,,14920,14920,14920,14920
Johnny Ray,1,0,0.0,35.0,35,35,21.0,21,21,0.0,0,0,100.0,,2900,2900,2900,2900
Johnny Rumley,8,1,0.125,13.75,3,34,16.63,1,31,2.75,22,22,116.38,,28460,3558,13600,1205
Johnny Talley,6,0,0.0,31.67,15,41,30.67,23,41,0.0,0,0,62.33,,7730,1288,4350,350
Jones Texaco,13,0,0.0,19.15,8,30,19.85,9,33,0.0,0,0,93.62,,13625,1048,3220,215
Jordan Anderson,160,1,0.00625,21.56,1,38,19.53,1,38,0.71,113,27,16.84,0.04,0,,,
Josh Reaume,1,0,0.0,2.0,2,2,6.0,6,6,34.0,34,34,0.0,0.0,0,,,
Julian Burgess,28,0,0.0,36.07,23,43,30.32,18,43,0.0,0,0,69.5,,419451,14980,39375,9336
Junior Franks,1,0,0.0,39.0,39,39,33.0,33,33,0.0,0,0,64.0,,3685,3685,3685,3685
Junior Miller,10,0,0.0,29.83,20,38,16.9,8,23,0.0,0,0,112.6,,5330,533,965,215
Kangaroos,1,0,0.0,38.0,38,38,24.0,24,24,0.0,0,0,91.0,,860,860,860,860
Kat Teasdale,1,0,0.0,40.0,40,40,31.0,31,31,0.0,0,0,70.0,,5375,5375,5375,5375
Keith Barnwell,66,5,0.07576,10.09,1,37,12.18,1,35,13.5,891,151,133.47,,2148594,32554,70864,14660
Keith Coleman,60,0,0.0,32.95,12,43,33.38,11,43,0.32,19,16,62.53,,1113389,18556,42775,12280
Keith Duesenberg,33,0,0.0,29.27,2,42,25.36,7,43,0.18,6,6,87.24,,778582,23593,40650,13550
Keith Murt,1,0,0.0,28.0,28,28,38.0,38,38,0.0,0,0,49.0,,17545,17545,17545,17545
Keith Simmons,1,0,0.0,30.0,30,30,19.0,19,19,0.0,0,0,0.0,,900,900,900,900
Kelly Carroll,1,0,0.0,16.0,16,16,22.0,22,22,0.0,0,0,97.0,,21670,21670,21670,21670
Kelly Huffman,3,0,0.0,25.33,19,30,35.0,29,41,0.0,0,0,58.0,,6323,2108,2893,1375
Kelly Souza,2,0,0.0,37.0,36,38,31.5,23,40,0.0,0,0,68.5,,61680,30840,42050,19630
Ken Alexander,4,0,0.0,32.5,23,39,33.0,26,37,0.0,0,0,64.0,,73835,18459,31550,10725
Ken Curley,2,0,0.0,21.0,18,24,21.5,21,22,0.0,0,0,98.5,,2050,1025,1375,675
Ken Schrader,92,2,0.02174,18.74,1,42,18.87,1,43,3.18,293,55,104.4,,501617,5452,31500,400
Ken Wilson,5,0,0.0,31.2,14,40,34.8,27,39,0.0,0,0,58.6,,22805,4561,8850,3280
Ken-Tenn Raceway,3,0,0.0,23.0,17,29,18.0,16,21,0.0,0,0,71.67,,885,295,320,265
Kenneth Appling,3,0,0.0,39.0,35,43,38.0,31,42,0.0,0,0,35.67,,50220,16740,20175,14260
Kenneth Shaver,12,0,0.0,29.17,8,38,27.17,4,42,0.33,4,4,82.83,,91330,7611,13650,3585
Kenny Habul,7,0,0.0,28.29,20,34,24.86,16,34,0.0,0,0,19.14,,97566,13938,20150,11125
Kermit McGee,1,0,0.0,42.0,42,42,33.0,33,33,0.0,0,0,64.0,,3875,3875,3875,3875
Kerry Bodenhamer,17,2,0.11765,4.4,1,13,12.82,1,25,20.59,350,200,129.94,,22345,1314,3400,240
Kerry Scherer,1,0,0.0,23.0,23,23,29.0,29,29,0.0,0,0,76.0,,13775,13775,13775,13775
Kevin Banning,1,0,0.0,42.0,42,42,40.0,40,40,0.0,0,0,43.0,,7290,7290,7290,7290
Kevin Cywinski,47,0,0.0,21.34,4,38,20.45,4,38,0.51,24,20,17.62,0.0,0,,,
Kevin Grubb,22,0,0.0,16.73,1,38,22.41,2,38,1.18,26,17,89.82,,143070,6503,18415,2850
Kevin Harvick,367,10,0.02725,14.31,1,42,14.69,1,43,6.95,2551,170,99.01,,10545086,28733,117295,12378
Kevin Horton,1,0,0.0,31.0,31,31,25.0,25,25,0.0,0,0,88.0,,7825,7825,7825,7825
Kevin Lepage,73,0,0.0,21.97,1,43,21.82,4,45,1.9,139,97,97.1,,636184,8715,42470,1825
Kevin O'Connell,1,0,0.0,34.0,34,34,37.0,37,37,0.0,0,0,52.0,,41090,41090,41090,41090
Kevin Sasser,2,0,0.0,24.5,19,30,29.0,19,39,0.0,0,0,76.0,,15350,7675,9250,6100
Kevin Schwantz,9,0,0.0,24.78,7,40,33.11,21,43,0.0,0,0,63.67,,64100,7122,12150,2750
King of the Road Vans,1,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,40.0,,1483,1483,1483,1483
Kirby Pollard,6,0,0.0,27.67,15,38,27.67,18,35,0.0,0,0,80.0,,4395,733,1065,365
Kopy King,17,0,0.0,14.0,6,28,17.47,9,32,0.0,0,0,104.24,,13295,782,1460,250
Kristin Hamelin,18,0,0.0,34.33,26,40,28.67,21,39,0.0,0,0,15.06,,315722,17540,24000,11425
Kutcha Racing,1,0,0.0,44.0,44,44,42.0,42,42,0.0,0,0,37.0,,3000,3000,3000,3000
"Kwik Way, Inc.",2,0,0.0,21.5,17,26,17.0,4,30,0.0,0,0,116.5,,5350,2675,4475,875
Kyle Busch,67,1,0.01493,11.15,1,31,12.61,1,36,7.85,526,89,14.82,,1690932,25238,69838,10570
Kyle Petty,68,0,0.0,25.29,2,43,23.72,4,43,0.53,36,23,83.79,,775721,11408,34500,340
L-Tec,1,0,0.0,35.0,35,35,31.0,31,31,0.0,0,0,70.0,,380,380,380,380
L.C. Poff,1,0,0.0,19.0,19,19,7.0,7,7,0.0,0,0,146.0,,850,850,850,850
"L.W. Miller, Sr.",6,0,0.0,31.17,18,42,33.5,16,41,0.0,0,0,62.5,,22715,3786,4750,2865
Lacks Auto Service,11,0,0.0,23.27,20,29,17.55,8,29,0.0,0,0,110.64,,4460,405,840,215
Lady & Son Auction,1,0,0.0,29.0,29,29,29.0,29,29,0.0,0,0,76.0,,325,325,325,325
Lail's Car Parts,1,0,0.0,25.0,25,25,36.0,36,36,0.0,0,0,55.0,,525,525,525,525
Lake Morey Inn,1,0,0.0,30.0,30,30,36.0,36,36,0.0,0,0,55.0,,3350,3350,3350,3350
Lake Speed,6,0,0.0,9.83,3,22,15.17,2,29,5.17,31,15,122.33,,23495,3916,11395,460
Langdon Racing,2,0,0.0,32.0,30,34,26.0,21,31,0.0,0,0,85.0,,4365,2183,2320,2045
Larry Brolsma,10,0,0.0,33.2,25,39,27.7,13,41,0.0,0,0,79.9,,11440,1144,2850,275
Larry Carroll,1,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,40.0,,3695,3695,3695,3695
Larry Cates,1,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,55.0,,985,985,985,985
Larry Fuda,2,0,0.0,38.0,35,41,38.5,35,42,0.0,0,0,47.5,,24050,12025,15025,9025
Larry Hedrick,17,0,0.0,21.71,1,43,15.47,4,40,0.0,0,0,118.24,,220370,12963,22625,5585
Larry Holland,1,0,0.0,12.0,12,12,19.0,19,19,0.0,0,0,106.0,,260,260,260,260
Larry Hollenbeck,5,0,0.0,33.2,31,36,28.4,15,40,0.0,0,0,77.8,,104800,20960,35350,16435
Larry Lockamy,23,0,0.0,21.35,1,41,24.43,2,43,5.17,119,104,91.0,,176683,7682,26120,2800
Larry McClure,1,0,0.0,17.0,17,17,42.0,42,42,0.0,0,0,37.0,,2683,2683,2683,2683
