season,race,site,track,track_length,track_type,finish,start,driver,manufacturer,truck_number,owner,sponsor,win,top_5,top_10,top_20,laps,laps_led,status,money,pts,playoff_pts
2016,5,Dover,Dover International Speedway,1.0,paved track,8,18,Ryan Truex,Toyota,81.0,Shigeaki Hattori,Seawatch International,0,0,1,1,200,0,running,,25,
2016,5,Dover,Dover International Speedway,1.0,paved track,9,8,Daniel Hemric,Ford,19.0,Brad Keselowski,Autism Delaware / Oakmont Management Group,0,0,1,1,200,0,running,,24,
2016,5,Dover,Dover International Speedway,1.0,paved track,10,22,Kaz Grala,Chevrolet,33.0,Maury Gallagher,Allegiant Travel,0,0,1,1,200,0,running,,23,
2016,5,Dover,Dover International Speedway,1.0,paved track,11,1,William Byron,Toyota,9.0,Kyle Busch,Liberty University,0,0,0,1,200,80,running,,24,
2016,5,Dover,Dover International Speedway,1.0,paved track,12,3,Matt Tifft,Toyota,11.0,Tom DeLoach,Autism Delaware,0,0,0,1,200,0,running,,21,
2016,5,Dover,Dover International Speedway,1.0,paved track,13,11,Ben Kennedy,Chevrolet,24.0,Maury Gallagher,Jacob Companies,0,0,0,1,200,0,running,,20,
2016,5,Dover,Dover International Speedway,1.0,paved track,14,17,Timothy Peters,Toyota,17.0,Tom DeLoach,Red Horse Racing,0,0,0,1,200,0,running,,19,
2016,5,Dover,Dover International Speedway,1.0,paved track,15,19,John H. Nemechek,Chevrolet,8.0,Joe Nemechek,Cricket SX3,0,0,0,1,200,0,running,,18,
2016,5,Dover,Dover International Speedway,1.0,paved track,16,14,Nick Drake,Chevrolet,49.0,Jay Robinson,Haas Automation,0,0,0,1,200,0,running,,17,
2016,5,Dover,Dover International Speedway,1.0,paved track,17,26,Austin Hill,Ford,1.0,Jennifer Jo Cobb,Austin Hill Racing,0,0,0,1,198,0,running,,16,
2016,5,Dover,Dover International Speedway,1.0,paved track,18,24,Jordan Anderson,Chevrolet,66.0,Jeff Bolen,Bolen Motorsports,0,0,0,1,198,0,running,,15,
2016,5,Dover,Dover International Speedway,1.0,paved track,19,4,Cameron Hayley,Toyota,13.0,Duke Thorson,Cabinets by Hayley,0,0,0,1,197,0,running,,14,
2016,5,Dover,Dover International Speedway,1.0,paved track,20,2,Brandon Jones,Chevrolet,71.0,Matthew Miller,AAA.com,0,0,0,1,196,0,running,,0,
2016,5,Dover,Dover International Speedway,1.0,paved track,21,27,Tyler Young,Chevrolet,2.0,Randy Young,Randco / Young's Building Systems,0,0,0,0,196,0,running,,12,
2016,5,Dover,Dover International Speedway,1.0,paved track,22,13,Rico Abreu,Toyota,98.0,Mike Curb,Safelite Auto Glass / Curb Records,0,0,0,0,196,0,running,,11,
2016,5,Dover,Dover International Speedway,1.0,paved track,23,30,Travis Kvapil,Chevrolet,50.0,Mark Beaver,GasBuddy,0,0,0,0,195,0,running,,10,
2016,5,Dover,Dover International Speedway,1.0,paved track,24,29,Tommy Joe Martins,Chevrolet,44.0,Craig Martins,Diamond Gusset Jeans,0,0,0,0,194,0,running,,9,
2016,5,Dover,Dover International Speedway,1.0,paved track,25,31,C.J. Faison,Chevrolet,7.0,Bobby Dotter,Meding's Seafood / Iron Source,0,0,0,0,190,0,running,,8,
2016,5,Dover,Dover International Speedway,1.0,paved track,26,28,Bobby Pierce,Chevrolet,63.0,Mike Mittler,MB Motorsports,0,0,0,0,176,0,crash,,7,
2016,5,Dover,Dover International Speedway,1.0,paved track,27,12,Parker Kligerman,Ford,92.0,Ricky Benton,BTS Tire / Valvoline / Solid Rock Carriers,0,0,0,0,136,0,rear gear,,6,
2016,5,Dover,Dover International Speedway,1.0,paved track,28,10,Ben Rhodes,Toyota,41.0,Duke Thorson,Carolina Nut Co.,0,0,0,0,131,0,running,,5,
2016,5,Dover,Dover International Speedway,1.0,paved track,29,20,John Wes Townley,Chevrolet,5.0,Tony Townley,Zaxby's,0,0,0,0,128,3,crash,,5,
2016,5,Dover,Dover International Speedway,1.0,paved track,30,32,Jennifer Jo Cobb,Chevrolet,10.0,Jennifer Jo Cobb,Driven2Honor.org / Applebee's,0,0,0,0,65,0,brakes,,3,
2016,5,Dover,Dover International Speedway,1.0,paved track,31,23,Brandon Brown,Chevrolet,86.0,Jerry Brown,Southern National Motorsports Park,0,0,0,0,56,0,suspension,,2,
2016,5,Dover,Dover International Speedway,1.0,paved track,32,25,Austin Wayne Self,Toyota,22.0,Tim Self,AM Technical Solutions,0,0,0,0,41,0,engine,,1,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,1,17,Matt Crafton,Toyota,88.0,Duke Thorson,Damp Rid / Menards,1,1,1,1,134,47,running,,37,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,2,5,Kyle Busch,Toyota,18.0,Kyle Busch,Sirius XM,0,1,1,1,134,27,running,,0,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,3,4,Johnny Sauter,Chevrolet,21.0,Maury Gallagher,Water Pulse,0,1,1,1,134,1,running,,31,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,4,6,Tyler Reddick,Ford,29.0,Brad Keselowski,Cooper Standard / CareersForVeterans.org,0,1,1,1,134,0,running,,29,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,5,9,Matt Tifft,Toyota,11.0,Tom DeLoach,NASCAR Heat Evolution,0,1,1,1,134,0,running,,28,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,6,2,Spencer Gallagher,Chevrolet,23.0,Maury Gallagher,Allegiant Travel,0,0,1,1,134,0,running,,27,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,7,20,Timothy Peters,Toyota,17.0,Tom DeLoach,Red Horse Racing,0,0,1,1,134,11,running,,27,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,8,15,Christopher Bell,Toyota,4.0,Kyle Busch,"Toyota ""Let's Go Places""",0,0,1,1,134,0,running,,25,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,9,8,Daniel Hemric,Ford,19.0,Brad Keselowski,DrawTite / Reese Brands,0,0,1,1,134,15,running,,25,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,10,1,William Byron,Toyota,9.0,Kyle Busch,Liberty University,0,0,1,1,134,25,running,,24,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,11,14,Brandon Jones,Chevrolet,71.0,Matthew Miller,Hope For The Warriors 2006-2016,0,0,0,1,134,0,running,,0,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,12,21,John H. Nemechek,Chevrolet,8.0,Joe Nemechek,NEMCO Motorsports / Cricket SX3,0,0,0,1,134,0,running,,21,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,13,16,Cole Custer,Chevrolet,0.0,JR Motorsports,"Haas Automation ""America's Machine Tool""",0,0,0,1,134,0,running,,20,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,14,3,Ben Kennedy,Chevrolet,33.0,Maury Gallagher,Jacob Companies,0,0,0,1,134,0,running,,19,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,15,18,Cameron Hayley,Toyota,13.0,Duke Thorson,Cabinets by Hayley,0,0,0,1,134,0,running,,18,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,16,11,John Wes Townley,Chevrolet,5.0,Tony Townley,JIVE Communications / Zaxby's,0,0,0,1,134,0,running,,17,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,17,12,Ben Rhodes,Toyota,41.0,Duke Thorson,USA Cares,0,0,0,1,134,0,running,,16,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,18,13,Parker Kligerman,Ford,92.0,Ricky Benton,BTS Tire / Advance Auto Parts / Valvoline,0,0,0,1,133,0,running,,15,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,19,23,Tyler Young,Chevrolet,2.0,Randy Young,Randco / Young's Building Systems,0,0,0,1,133,0,running,,14,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,20,10,Rico Abreu,Toyota,98.0,Mike Curb,Safelite Auto Glass / Lee Brice,0,0,0,1,133,1,running,,14,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,21,24,Austin Wayne Self,Toyota,22.0,Tim Self,AM Technical Solutions,0,0,0,0,133,0,running,,12,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,22,22,Ryan Truex,Toyota,81.0,Shigeaki Hattori,Toyota Osaka Parts Distribution / TACTI,0,0,0,0,133,0,running,,11,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,23,7,Daniel Suarez,Toyota,51.0,Kyle Busch,Arris,0,0,0,0,132,6,running,,0,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,24,25,Jordan Anderson,Chevrolet,66.0,Jeff Bolen,Columbia SC - Famously Hot,0,0,0,0,132,0,running,,9,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,25,28,Tommy Joe Martins,Chevrolet,44.0,Craig Martins,Diamond Gusset Jeans,0,0,0,0,132,1,running,,9,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,26,19,Brandon Brown,Chevrolet,86.0,Jerry Brown,Jeff Gordon Children's Foundation,0,0,0,0,132,0,running,,7,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,27,26,Bobby Pierce,Chevrolet,63.0,Mike Mittler,Mittler Bros. Machine & Tool,0,0,0,0,130,0,running,,6,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,28,31,Jennifer Jo Cobb,Chevrolet,10.0,Jennifer Jo Cobb,Driven2Honor.org / Grimes Irrigation & Const.,0,0,0,0,128,0,running,,5,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,29,29,Garrett Smithley,Chevrolet,7.0,Bobby Dotter,Hero Box / Instalco,0,0,0,0,111,0,running,,0,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,30,27,Travis Kvapil,Chevrolet,50.0,Mark Beaver,GasBuddy,0,0,0,0,106,0,running,,3,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,31,30,Timmy Hill,Chevrolet,49.0,Jay Robinson,Testoril,0,0,0,0,82,0,suspension,,2,
2016,6,Charlotte,Charlotte Motor Speedway,1.5,paved track,32,32,Andy Seuss,Chevrolet,1.0,Jim Rosenblum,FDNY Racing,0,0,0,0,20,0,crash,,1,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,1,6,William Byron,Toyota,9.0,Kyle Busch,Liberty University,1,1,1,1,167,6,running,,36,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,2,4,Matt Crafton,Toyota,88.0,Duke Thorson,Menards / Ideal Door,0,1,1,1,167,133,running,,33,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,3,1,Johnny Sauter,Chevrolet,21.0,Maury Gallagher,Smokey Mountain Herbal Snuff Citrus,0,1,1,1,167,9,running,,31,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,4,15,Ben Kennedy,Chevrolet,33.0,Maury Gallagher,Jacob Companies,0,1,1,1,167,0,running,,29,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,5,5,Tyler Reddick,Ford,29.0,Brad Keselowski,Cooper Standard,0,1,1,1,167,0,running,,28,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,6,8,Timothy Peters,Toyota,17.0,Tom DeLoach,Red Horse Racing,0,0,1,1,167,0,running,,27,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,7,23,John H. Nemechek,Chevrolet,8.0,Joe Nemechek,Fire Alarm Services,0,0,1,1,167,0,running,,26,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,8,2,German Quiroga,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,0,1,1,167,0,running,,25,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,9,13,Rico Abreu,Toyota,98.0,Mike Curb,Safelite Auto Glass / Curb Records,0,0,1,1,167,0,running,,24,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,10,3,Daniel Hemric,Ford,19.0,Brad Keselowski,Bulldog / Reese Brands,0,0,1,1,167,19,running,,24,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,11,12,Ben Rhodes,Toyota,41.0,Duke Thorson,Alpha Energy Solutions,0,0,0,1,167,0,running,,22,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,12,14,Cody Coughlin,Toyota,51.0,Kyle Busch,JEGS / Racers Choice,0,0,0,1,167,0,running,,21,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,13,18,Austin Wayne Self,Toyota,22.0,Tim Self,AM Technical Solutions,0,0,0,1,167,0,running,,20,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,14,16,Cole Custer,Chevrolet,0.0,JR Motorsports,Haas Automation,0,0,0,1,167,0,running,,19,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,15,27,Austin Hill,Ford,20.0,Bryan Hill,A+D Welding,0,0,0,1,167,0,running,,18,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,16,20,Caleb Holman,Toyota,75.0,Charlie Henderson,Food Country USA / Downy Unstoppables,0,0,0,1,166,0,running,,17,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,17,7,John Wes Townley,Chevrolet,5.0,Tony Townley,JIVE Communications / Zaxby's,0,0,0,1,166,0,running,,16,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,18,11,Cameron Hayley,Toyota,13.0,Duke Thorson,Cabinets by Hayley,0,0,0,1,165,0,running,,15,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,19,21,Jesse Little,Toyota,81.0,Shigeaki Hattori,Carolina Nut Co.,0,0,0,1,165,0,running,,14,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,20,22,Parker Kligerman,Ford,92.0,Ricky Benton,BTS Tire / Technet / Valvoline,0,0,0,1,164,0,running,,13,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,21,19,Tyler Young,Chevrolet,2.0,Randy Young,Randco / Young's Building Systems,0,0,0,0,164,0,running,,12,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,22,17,Jordan Anderson,Chevrolet,66.0,Jeff Bolen,Rusty's Off-Road Products,0,0,0,0,164,0,running,,11,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,23,29,Wayne Edwards,Chevrolet,49.0,Jay Robinson,Pro 1 Automotive,0,0,0,0,164,0,running,,10,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,24,25,Travis Kvapil,Chevrolet,50.0,Mark Beaver,GasBuddy,0,0,0,0,163,0,running,,9,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,25,24,Tommy Joe Martins,Chevrolet,44.0,Craig Martins,Diamond Gusset Jeans,0,0,0,0,160,0,running,,8,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,26,28,Ryan Lynch,Chevrolet,7.0,Bobby Dotter,BlankHood.com,0,0,0,0,158,0,running,,7,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,27,10,Spencer Gallagher,Chevrolet,23.0,Maury Gallagher,Allegiant Travel,0,0,0,0,153,0,running,,6,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,28,26,Mike Bliss,Chevrolet,63.0,Mike Mittler,MB Motorsports,0,0,0,0,92,0,crash,,5,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,29,32,Tim Viens,Chevrolet,86.0,Jerry Brown,Team Manny / RaceDaySponsor.com,0,0,0,0,56,0,vibration,,4,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,30,31,Ryan Ellis,Chevrolet,1.0,Jennifer Jo Cobb,CorvetteParts.net / Fuzzy's Taco Shop,0,0,0,0,30,0,suspension,,0,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,31,30,Carlos Contreras,Chevrolet,71.0,Carlos Contreras,American Club,0,0,0,0,4,0,engine,,2,
2016,7,Fort Worth,Texas Motor Speedway,1.5,paved track,32,9,Christopher Bell,Toyota,4.0,Kyle Busch,JBL.com,0,0,0,0,0,0,engine,,1,
2016,8,Iowa,Iowa Speedway,0.875,paved track,1,5,William Byron,Toyota,9.0,Kyle Busch,Liberty University,1,1,1,1,200,107,running,,37,
2016,8,Iowa,Iowa Speedway,0.875,paved track,2,11,Cole Custer,Chevrolet,0.0,JR Motorsports,Haas Automation,0,1,1,1,200,3,running,,32,
2016,8,Iowa,Iowa Speedway,0.875,paved track,3,2,Cameron Hayley,Toyota,13.0,Duke Thorson,Cabinets by Hayley,0,1,1,1,200,0,running,,30,
2016,8,Iowa,Iowa Speedway,0.875,paved track,4,10,Ben Rhodes,Toyota,41.0,Duke Thorson,Alpha Energy Solutions,0,1,1,1,200,0,running,,29,
2016,8,Iowa,Iowa Speedway,0.875,paved track,5,15,Tyler Reddick,Ford,29.0,Brad Keselowski,Cooper Standard,0,1,1,1,200,37,running,,29,
2016,8,Iowa,Iowa Speedway,0.875,paved track,6,17,Daniel Suarez,Toyota,51.0,Kyle Busch,Arris,0,0,1,1,200,0,running,,0,
2016,8,Iowa,Iowa Speedway,0.875,paved track,7,3,Ben Kennedy,Chevrolet,33.0,Maury Gallagher,Wheelwell,0,0,1,1,200,0,running,,26,
2016,8,Iowa,Iowa Speedway,0.875,paved track,8,9,Matt Crafton,Toyota,88.0,Duke Thorson,Ideal Door / Menards,0,0,1,1,200,0,running,,25,
2016,8,Iowa,Iowa Speedway,0.875,paved track,9,13,Christopher Bell,Toyota,4.0,Kyle Busch,Toyota,0,0,1,1,200,0,running,,24,
2016,8,Iowa,Iowa Speedway,0.875,paved track,10,7,Johnny Sauter,Chevrolet,21.0,Maury Gallagher,Allegiant Travel,0,0,1,1,200,0,running,,23,
2016,8,Iowa,Iowa Speedway,0.875,paved track,11,19,Timothy Peters,Toyota,17.0,Tom DeLoach,Red Horse Racing,0,0,0,1,200,0,running,,22,
2016,8,Iowa,Iowa Speedway,0.875,paved track,12,1,John H. Nemechek,Chevrolet,8.0,Joe Nemechek,Fire Alarm Services,0,0,0,1,200,53,running,,12,
2016,8,Iowa,Iowa Speedway,0.875,paved track,13,16,Spencer Gallagher,Chevrolet,23.0,Maury Gallagher,Allegiant Travel,0,0,0,1,200,0,running,,20,
2016,8,Iowa,Iowa Speedway,0.875,paved track,14,25,German Quiroga,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,0,0,1,200,0,running,,19,
2016,8,Iowa,Iowa Speedway,0.875,paved track,15,18,Daniel Hemric,Ford,19.0,Brad Keselowski,Oakmont Management Group,0,0,0,1,200,0,running,,18,
2016,8,Iowa,Iowa Speedway,0.875,paved track,16,22,Austin Wayne Self,Toyota,22.0,Tim Self,AM Technical Solutions,0,0,0,1,200,0,running,,17,
2016,8,Iowa,Iowa Speedway,0.875,paved track,17,6,Brandon Jones,Chevrolet,71.0,Matthew Miller,Jeld-Wen / Menards,0,0,0,1,200,0,running,,0,
2016,8,Iowa,Iowa Speedway,0.875,paved track,18,14,Rico Abreu,Toyota,98.0,Mike Curb,Safelite Auto Glass / Curb Records,0,0,0,1,200,0,running,,15,
2016,8,Iowa,Iowa Speedway,0.875,paved track,19,20,John Wes Townley,Chevrolet,5.0,Tony Townley,JIVE Communications / Zaxby's,0,0,0,1,200,0,running,,14,
2016,8,Iowa,Iowa Speedway,0.875,paved track,20,26,Jordan Anderson,Chevrolet,66.0,Jeff Bolen,Columbia SC - Famously Hot,0,0,0,1,200,0,running,,13,
2016,8,Iowa,Iowa Speedway,0.875,paved track,21,23,Jake Griffin,Chevrolet,63.0,Mike Mittler,Dirty Hand Tools / Vatterott College,0,0,0,0,199,0,running,,12,
2016,8,Iowa,Iowa Speedway,0.875,paved track,22,29,Casey Smith,Chevrolet,7.0,Bobby Dotter,Niemco,0,0,0,0,198,0,running,,11,
2016,8,Iowa,Iowa Speedway,0.875,paved track,23,8,Nick Drake,Chevrolet,49.0,Jay Robinson,Haas Automation,0,0,0,0,197,0,running,,10,
2016,8,Iowa,Iowa Speedway,0.875,paved track,24,24,Brandon Brown,Chevrolet,86.0,Jerry Brown,Coastal Carolina University,0,0,0,0,197,0,running,,9,
2016,8,Iowa,Iowa Speedway,0.875,paved track,25,27,"Derek Scott, Jr.",Chevrolet,2.0,Randy Young,CrossRoads Concrete / MPM,0,0,0,0,196,0,running,,8,
2016,8,Iowa,Iowa Speedway,0.875,paved track,26,12,Caleb Holman,Chevrolet,75.0,Charlie Henderson,Morning Fresh Farms / Food Country USA,0,0,0,0,192,0,crash,,7,
2016,8,Iowa,Iowa Speedway,0.875,paved track,27,28,Travis Kvapil,Chevrolet,50.0,Mark Beaver,GasBuddy,0,0,0,0,191,0,running,,6,
2016,8,Iowa,Iowa Speedway,0.875,paved track,28,31,Jennifer Jo Cobb,Chevrolet,1.0,Jennifer Jo Cobb,Driven2Honor.org,0,0,0,0,191,0,running,,5,
2016,8,Iowa,Iowa Speedway,0.875,paved track,29,4,Kaz Grala,Chevrolet,24.0,Maury Gallagher,Allegiant Travel,0,0,0,0,189,0,running,,4,
2016,8,Iowa,Iowa Speedway,0.875,paved track,30,30,Tommy Joe Martins,Chevrolet,44.0,Craig Martins,Diamond Gusset Jeans,0,0,0,0,173,0,crash,,3,
2016,8,Iowa,Iowa Speedway,0.875,paved track,31,21,Parker Kligerman,Ford,92.0,Ricky Benton,Technet Professional / Valvoline / BTS Tire,0,0,0,0,41,0,crash,,2,
2016,8,Iowa,Iowa Speedway,0.875,paved track,32,32,Claire Decker,Chevrolet,10.0,Jennifer Jo Cobb,Grimes Irrigation & Construction,0,0,0,0,5,0,fuel pump,,0,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,1,9,Christopher Bell,Toyota,4.0,Kyle Busch,"Toyota ""Let's Go Places""",1,1,1,1,160,38,running,,36,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,2,1,Ben Rhodes,Toyota,41.0,Duke Thorson,Alpha Energy Solutions,0,1,1,1,160,4,running,,32,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,3,13,Daniel Hemric,Ford,19.0,Brad Keselowski,DrawTite / Reese Brands,0,1,1,1,160,0,running,,30,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,4,2,Johnny Sauter,Chevrolet,21.0,Maury Gallagher,Alamo Rent-A-Car,0,1,1,1,160,29,running,,30,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,5,17,Erik Jones,Toyota,51.0,Kyle Busch,JEGS / Auburn Gear,0,1,1,1,160,0,running,,0,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,6,4,John H. Nemechek,Chevrolet,8.0,Joe Nemechek,Fire Alarm Services,0,0,1,1,160,0,running,,27,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,7,5,German Quiroga,Toyota,11.0,Tom DeLoach,Red Horse Racing,0,0,1,1,160,0,running,,26,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,8,16,Kaz Grala,Chevrolet,24.0,Maury Gallagher,Allegiant Travel,0,0,1,1,160,0,running,,25,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,9,12,Ben Kennedy,Chevrolet,33.0,Maury Gallagher,Wheelwell,0,0,1,1,160,0,running,,24,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,10,21,Timothy Peters,Toyota,17.0,Tom DeLoach,Red Horse Racing,0,0,1,1,160,0,running,,23,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,11,24,Jordan Anderson,Chevrolet,66.0,Jeff Bolen,Columbia SC - Famously Hot,0,0,0,1,160,1,running,,23,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,12,25,Travis Kvapil,Chevrolet,50.0,Mark Beaver,Linewar / Elite Fleet Services / IBEW #2,0,0,0,1,160,0,running,,21,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,13,19,Tyler Young,Chevrolet,2.0,Randy Young,Randco / Young's Building Systems,0,0,0,1,160,0,running,,20,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,14,23,Rico Abreu,Toyota,98.0,Mike Curb,Safelite Auto Glass / Curb Records,0,0,0,1,160,0,running,,19,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,15,8,Cole Custer,Chevrolet,0.0,JR Motorsports,Haas Automation,0,0,0,1,160,0,running,,18,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,16,20,Shane Lee,Toyota,7.0,Bobby Dotter,Lee Boy,0,0,0,1,160,0,running,,17,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,17,3,William Byron,Toyota,9.0,Kyle Busch,Liberty University,0,0,0,1,160,47,running,,18,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,18,27,Tommy Joe Martins,Chevrolet,44.0,Craig Martins,Diamond Gusset Jeans,0,0,0,1,160,0,running,,15,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,19,28,Spencer Boyd,Chevrolet,49.0,Jay Robinson,Wilkerson Automotive,0,0,0,1,160,0,running,,14,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,20,30,Enrique Contreras III,Chevrolet,71.0,Carlos Contreras,American Club / Motul,0,0,0,1,160,0,running,,13,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,21,15,Justin Haley,Chevrolet,32.0,Todd Braun,Braun Auto Group,0,0,0,0,156,0,running,,12,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,22,11,Spencer Gallagher,Chevrolet,23.0,Maury Gallagher,Allegiant Travel / Alamo Rent-A-Car,0,0,0,0,153,0,crash,,11,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,23,18,John Wes Townley,Chevrolet,5.0,Tony Townley,Zaxby's / JIVE Communications,0,0,0,0,150,0,crash,,10,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,24,10,Cameron Hayley,Toyota,13.0,Duke Thorson,Cabinets by Hayley,0,0,0,0,150,0,running,,9,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,25,7,Tyler Reddick,Ford,29.0,Brad Keselowski,Cooper Standard,0,0,0,0,149,41,crash,,9,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,26,6,Ryan Truex,Toyota,81.0,Shigeaki Hattori,AISIN AW / ADVICS,0,0,0,0,149,0,running,,7,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,27,14,Matt Crafton,Toyota,88.0,Duke Thorson,Fisher Nuts / Menards,0,0,0,0,148,0,crash,,6,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,28,26,Austin Wayne Self,Toyota,22.0,Tim Self,AM Technical Solutions,0,0,0,0,118,0,crash,,5,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,29,29,Jennifer Jo Cobb,Chevrolet,1.0,Jennifer Jo Cobb,PitStopsforHope.org / The Parkway Hotel,0,0,0,0,113,0,crash,,4,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,30,22,Jake Griffin,Chevrolet,63.0,Mike Mittler,Vatterott College / Backlotauctions.com,0,0,0,0,14,0,engine,,3,
2016,9,Gateway,Worldwide Technology Raceway at Gateway,1.25,paved track,31,32,Caleb Roark,Chevrolet,10.0,Jennifer Jo Cobb,Driven2Honor.org,0,0,0,0,7,0,vibration,,2,
