owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
Dudley Froy,2,0,0.0,0,0,2,2,0.0,16.0,13.0,0,0.0
Duffield Lincoln-Mercury,1,0,0.0,0,1,1,1,0.0,28.0,9.0,0,0.0
Dusty Whitney,50,0,0.0,0,0,1,56,0.0,35.7,38.2,8,0.14
Dutch Munsinger,1,0,0.0,0,0,0,1,0.0,17.0,26.0,0,0.0
E.A. McQuaig,10,0,0.0,0,3,8,10,0.0,17.6,16.1,0,0.0
E.B. Rich,7,0,0.0,1,4,6,7,0.0,15.57,11.0,0,0.0
E.C. Reid,62,0,0.0,0,14,53,92,0.0,22.09,20.1,0,0.0
E.C. Wilson,19,0,0.0,4,8,12,19,0.0,21.58,17.32,7,0.37
E.J. Brewer,6,0,0.0,0,1,3,6,0.0,20.5,22.0,0,0.0
E.J. Trivette,4,0,0.0,0,0,1,4,0.0,20.25,25.0,0,0.0
E.J. Turner,2,0,0.0,0,0,0,2,0.0,38.0,24.5,0,0.0
EMD,1,0,0.0,0,0,1,1,0.0,7.0,11.0,0,0.0
Earl Blevins,13,0,0.0,1,2,6,13,0.0,22.0,22.15,10,0.77
Earl Brooks,142,0,0.0,2,18,87,153,0.0,23.44,20.16,0,0.0
Earl Coleman,1,0,0.0,0,0,0,1,0.0,36.0,48.0,0,0.0
Earl Foushee,1,0,0.0,0,0,0,1,0.0,,27.0,0,0.0
Earl Ivey,5,0,0.0,0,2,4,5,0.0,20.6,13.6,0,0.0
Earl Wright,8,0,0.0,0,0,4,9,0.0,22.78,32.0,0,0.0
Earl's Supply,1,0,0.0,0,0,0,1,0.0,22.0,30.0,0,0.0
Earl's Supply Co.,1,0,0.0,0,0,0,1,0.0,28.0,28.0,0,0.0
Earle Canavan,68,0,0.0,0,0,17,68,0.0,28.94,27.31,0,0.0
Earnhardt Ganassi Racing,180,5,0.02778,35,84,212,367,0.01362,16.94,19.14,1849,5.04
Eb Clifton,25,0,0.0,1,9,19,25,0.0,18.52,16.28,0,0.0
Ed Ackerman,6,0,0.0,1,1,3,6,0.0,21.33,24.17,0,0.0
Ed Ash,5,0,0.0,0,0,0,5,0.0,36.2,41.0,1,0.2
Ed Benedict,10,0,0.0,1,4,8,11,0.0,13.0,18.36,0,0.0
Ed Brown,8,0,0.0,0,2,6,8,0.0,14.14,15.88,44,5.5
Ed Chann / Al Liggons,3,0,0.0,0,1,2,3,0.0,18.0,16.67,0,0.0
Ed Clark,3,0,0.0,0,0,1,3,0.0,29.0,31.33,0,0.0
Ed Cole,8,0,0.0,0,1,8,8,0.0,22.25,13.75,0,0.0
Ed DeWolff,1,0,0.0,0,0,0,1,0.0,,63.0,0,0.0
Ed Gibson,4,0,0.0,0,1,1,4,0.0,11.0,24.0,1,0.25
Ed Grady,4,0,0.0,0,1,1,4,0.0,21.5,25.5,0,0.0
Ed Hale,1,0,0.0,0,0,0,1,0.0,35.0,29.0,0,0.0
Ed Hastings,10,0,0.0,2,4,7,10,0.0,19.67,19.0,31,3.1
Ed Hawks,8,0,0.0,0,0,3,8,0.0,30.0,23.75,0,0.0
Ed Hessert,16,0,0.0,0,4,11,16,0.0,20.5,17.0,1,0.06
Ed Huegele,1,0,0.0,0,1,1,1,0.0,14.0,7.0,0,0.0
Ed Jordan,3,0,0.0,0,0,1,3,0.0,21.67,25.0,0,0.0
Ed Lawrence,7,0,0.0,2,3,5,7,0.0,8.75,15.29,97,13.86
Ed Livingston,28,0,0.0,1,2,16,28,0.0,24.21,21.21,0,0.0
Ed Negre,292,0,0.0,4,21,141,295,0.0,23.99,21.45,3,0.01
Ed Paskovich,7,0,0.0,0,1,2,7,0.0,28.25,29.14,0,0.0
Ed Raabe,1,0,0.0,0,0,0,1,0.0,41.0,32.0,0,0.0
Ed Rensi,2,0,0.0,0,0,1,2,0.0,27.0,20.5,0,0.0
Ed Rooney,1,0,0.0,0,0,0,1,0.0,42.0,37.0,0,0.0
Ed Samples,2,0,0.0,0,2,2,2,0.0,,7.0,0,0.0
Ed Saverance,9,0,0.0,2,3,4,9,0.0,12.5,24.0,15,1.67
Ed Schaub,1,0,0.0,0,0,0,1,0.0,18.0,31.0,0,0.0
Ed Whitaker,6,0,0.0,0,0,1,6,0.0,28.17,29.33,0,0.0
Eddie Anderson,4,0,0.0,0,0,0,4,0.0,23.75,35.5,0,0.0
Eddie Bond,7,0,0.0,0,0,2,7,0.0,34.0,24.14,0,0.0
Eddie D'Hondt,1,0,0.0,0,0,0,1,0.0,21.0,36.0,0,0.0
Eddie Gray,4,2,0.5,3,3,4,4,0.5,2.0,5.0,87,21.75
Eddie Pagan,51,4,0.07843,26,32,47,51,0.07843,9.56,9.18,298,5.84
Eddie Riker,4,0,0.0,0,0,3,4,0.0,29.0,16.0,0,0.0
Eddie Skinner,9,0,0.0,0,0,2,9,0.0,24.11,20.44,0,0.0
Eddie Yarboro,33,0,0.0,0,5,19,33,0.0,24.64,19.3,0,0.0
Edgar Clay,10,0,0.0,0,1,6,10,0.0,20.5,20.1,0,0.0
Edgar Wallen,4,0,0.0,0,0,4,4,0.0,20.75,13.75,0,0.0
Edsel Massey,1,0,0.0,0,0,1,1,0.0,,17.0,0,0.0
Edward Cooper,3,0,0.0,0,0,0,3,0.0,37.0,37.33,0,0.0
El Paso Special,3,0,0.0,0,1,2,3,0.0,18.0,16.67,0,0.0
Eldon George,2,0,0.0,0,0,0,2,0.0,42.5,36.0,0,0.0
Elias Bowie,1,0,0.0,0,0,0,1,0.0,31.0,28.0,0,0.0
Elmer Brooks,10,1,0.1,2,5,8,10,0.1,15.0,12.3,365,36.5
Elmer Buxton,9,0,0.0,0,0,2,9,0.0,30.67,29.56,0,0.0
Elmer Pooler,6,0,0.0,0,3,3,6,0.0,26.83,22.83,0,0.0
Elmer Simko,10,0,0.0,0,0,0,10,0.0,34.5,31.9,0,0.0
Elmer Wilson,5,0,0.0,0,0,2,5,0.0,49.33,27.4,0,0.0
Elmo Henderson,2,0,0.0,0,0,1,2,0.0,7.5,18.5,0,0.0
Elmo Langley,637,0,0.0,29,108,369,650,0.0,23.06,19.39,111,0.17
Elmo Langley / Henry Woodfield,137,2,0.0146,26,68,103,137,0.0146,12.61,13.58,279,2.04
Elton Hildreth,52,0,0.0,1,8,30,52,0.0,21.55,21.17,0,0.0
Emanuel Zervakis,39,0,0.0,1,4,17,39,0.0,19.08,22.21,270,6.92
Emory Gilliam,40,0,0.0,3,9,26,40,0.0,16.43,20.1,36,0.9
Emory Mahon,1,0,0.0,1,1,1,1,0.0,10.0,4.0,0,0.0
Erb's Painting,1,0,0.0,0,0,1,1,0.0,,18.0,0,0.0
Eric Freedlander,66,0,0.0,0,6,28,66,0.0,23.58,24.06,50,0.76
Erick Erickson,24,0,0.0,5,9,15,24,0.0,19.82,17.21,1,0.04
Ernest Eury,1,0,0.0,0,0,0,1,0.0,29.0,29.0,0,0.0
Ernest Woods,78,5,0.0641,30,59,96,130,0.03846,11.28,14.75,770,5.92
Ernie Cline,3,0,0.0,0,0,0,3,0.0,33.0,31.67,0,0.0
Ernie Conn,19,0,0.0,1,5,9,19,0.0,22.63,22.16,4,0.21
Ernie Derr,1,0,0.0,0,0,1,1,0.0,,11.0,0,0.0
Ernie Gahan,2,0,0.0,0,0,2,2,0.0,40.5,14.0,0,0.0
Ernie Gesell,1,0,0.0,0,1,1,1,0.0,17.0,9.0,0,0.0
Ernie Shaw,3,0,0.0,0,1,2,3,0.0,24.67,14.0,0,0.0
Ernie Stierly,5,0,0.0,0,0,2,5,0.0,31.4,27.6,0,0.0
Ervin Pruitt,63,0,0.0,2,5,32,63,0.0,24.25,20.94,16,0.25
Erwin Blatt,2,0,0.0,0,0,1,2,0.0,8.5,21.5,0,0.0
Esau Supply,1,0,0.0,0,0,0,1,0.0,32.0,29.0,0,0.0
Evan Mecham,1,0,0.0,0,0,0,1,0.0,13.0,27.0,0,0.0
Ewell Weddle,14,0,0.0,1,2,12,14,0.0,23.75,15.07,0,0.0
F.J. Bland,5,0,0.0,0,3,4,5,0.0,44.0,11.6,23,4.6
F.W. Smith,2,0,0.0,0,1,1,2,0.0,22.0,23.0,0,0.0
Felix Sabates,360,7,0.01944,33,104,273,586,0.01195,21.09,22.15,4208,7.18
Felix Wilkes,7,0,0.0,0,0,0,7,0.0,25.25,34.43,0,0.0
Ferrel Harris,17,0,0.0,0,0,10,17,0.0,28.76,21.47,4,0.24
FiFi Scott,2,0,0.0,0,0,1,2,0.0,24.0,18.0,0,0.0
Fife,1,0,0.0,0,0,0,1,0.0,39.0,37.0,0,0.0
Fil Martocci,105,0,0.0,0,11,37,105,0.0,22.75,26.58,64,0.61
Fireball Roberts,23,3,0.13043,8,12,19,23,0.13043,6.61,11.35,670,29.13
Flo Starr,1,0,0.0,0,0,1,1,0.0,14.0,20.0,0,0.0
Flossie Johnson,4,0,0.0,1,2,3,4,0.0,22.5,12.5,1,0.25
Floyd Johnson,19,1,0.05263,3,5,12,20,0.05,17.89,18.7,87,4.35
Floyd Powell,7,0,0.0,2,3,7,7,0.0,12.86,11.0,0,0.0
Floyd Rice,1,0,0.0,0,0,0,1,0.0,51.0,31.0,0,0.0
Ford,1,0,0.0,1,1,1,1,0.0,7.0,3.0,0,0.0
Foster Price,3,0,0.0,0,0,0,3,0.0,42.33,41.0,0,0.0
Fran Kelly,2,0,0.0,0,0,1,2,0.0,29.0,21.5,0,0.0
Frank Arford,20,1,0.05,7,13,19,24,0.04167,12.27,13.63,3,0.13
Frank Bielarski,3,0,0.0,0,1,1,3,0.0,22.0,19.67,0,0.0
Frank Bruner,1,0,0.0,0,0,1,1,0.0,14.0,12.0,0,0.0
Frank Burnett,1,0,0.0,0,0,0,1,0.0,42.0,30.0,0,0.0
Frank Carlini,3,0,0.0,0,0,0,3,0.0,,31.0,0,0.0
Frank Christian,160,22,0.1375,85,119,169,212,0.10377,6.88,12.09,4536,21.4
Frank Cicci,5,0,0.0,0,0,0,5,0.0,26.6,32.6,0,0.0
Frank Coletto,3,0,0.0,0,0,1,4,0.0,30.5,25.5,0,0.0
Frank Deiny,2,0,0.0,0,0,0,2,0.0,32.5,41.5,0,0.0
Frank Dodge,69,0,0.0,6,19,55,69,0.0,17.9,15.61,0,0.0
Frank Filizer,2,0,0.0,0,0,1,2,0.0,26.5,41.5,0,0.0
Frank Galpin,13,0,0.0,3,5,9,16,0.0,17.0,18.19,0,0.0
Frank Geiselman,2,0,0.0,0,0,1,2,0.0,24.0,25.0,0,0.0
Frank Hayworth,60,1,0.01667,17,31,46,60,0.01667,13.71,13.45,110,1.83
Frank Jamison,2,0,0.0,0,0,1,2,0.0,12.0,19.5,0,0.0
Frank Klitzer,1,0,0.0,0,0,0,1,0.0,31.0,34.0,0,0.0
Frank Luptow,1,0,0.0,0,0,1,1,0.0,11.0,18.0,0,0.0
Frank Rhoads,2,0,0.0,0,0,1,2,0.0,23.5,25.5,0,0.0
Frank Secrist,3,0,0.0,1,1,2,3,0.0,4.5,15.33,8,2.67
Frank Sessoms,3,0,0.0,0,2,3,3,0.0,15.0,11.33,0,0.0
Frank Skinner,5,0,0.0,0,2,5,7,0.0,27.0,19.71,0,0.0
Frank Smith,3,0,0.0,0,2,3,4,0.0,15.0,12.75,0,0.0
Frank Stoddard,118,0,0.0,0,0,7,119,0.0,38.65,30.92,15,0.13
Frank Strickland,8,6,0.75,7,7,7,8,0.75,5.88,4.75,875,109.38
Frank Tanner,3,0,0.0,0,0,0,3,0.0,21.67,22.33,0,0.0
Frank Townsend,1,0,0.0,0,0,0,1,0.0,18.0,34.0,0,0.0
Frank Vasko,6,0,0.0,0,0,2,6,0.0,31.0,24.0,0,0.0
Frank Waite,5,0,0.0,0,0,4,5,0.0,20.6,18.6,0,0.0
Frank Warren,345,0,0.0,1,20,193,347,0.0,23.0,20.5,72,0.21
Frankie Schneider,11,1,0.09091,5,7,8,11,0.09091,6.89,12.55,106,9.64
Fred Bear,21,0,0.0,1,6,12,21,0.0,16.57,17.33,0,0.0
Fred Bethune,2,0,0.0,0,1,2,2,0.0,8.0,13.5,0,0.0
Fred Bince,6,0,0.0,0,1,5,6,0.0,16.67,17.67,0,0.0
Fred Boggs,1,0,0.0,0,0,0,1,0.0,9.0,31.0,0,0.0
Fred Clark,21,0,0.0,0,2,9,21,0.0,27.33,22.29,8,0.38
Fred Correa,1,0,0.0,0,0,0,1,0.0,41.0,37.0,0,0.0
Fred Dove,40,0,0.0,1,11,32,41,0.0,20.06,15.41,0,0.0
Fred Elder,26,2,0.07692,9,15,19,26,0.07692,11.73,14.0,121,4.65
Fred Frazier,8,0,0.0,1,4,6,8,0.0,21.0,13.0,0,0.0
Fred Goad,5,0,0.0,0,1,2,5,0.0,26.4,25.4,0,0.0
Fred Harb,136,0,0.0,12,39,102,140,0.0,15.46,16.17,0,0.0
Fred Harless,12,0,0.0,0,1,9,12,0.0,20.83,19.67,0,0.0
Fred Hunt,3,0,0.0,0,0,2,3,0.0,11.33,21.33,0,0.0
Fred Johnson,4,0,0.0,0,1,1,4,0.0,25.0,21.25,0,0.0
Fred Lauria,9,0,0.0,0,1,6,9,0.0,17.38,18.33,0,0.0
Fred Lorenzen,17,0,0.0,3,5,10,17,0.0,13.94,19.47,93,5.47
Fred Lovette,13,1,0.07692,4,5,7,13,0.07692,7.69,19.77,284,21.85
Fred Sheibert,3,0,0.0,1,1,1,3,0.0,27.0,26.0,0,0.0
Fred Steinbroner,2,0,0.0,0,0,1,2,0.0,21.0,16.5,0,0.0
Fred Stoke,21,0,0.0,0,0,5,28,0.0,28.96,30.07,3,0.11
Fred Wheat,14,0,0.0,0,2,5,14,0.0,24.71,26.93,0,0.0
Freddie Farmer,4,0,0.0,0,0,1,4,0.0,32.33,30.25,0,0.0
Friday Hassler,48,0,0.0,4,20,30,48,0.0,13.4,17.5,71,1.48
Fritz Wilson,8,0,0.0,3,3,4,8,0.0,18.14,21.13,4,0.5
G.A. Faver,2,0,0.0,0,0,1,2,0.0,,22.5,0,0.0
G.B. Auto Salvage,1,0,0.0,0,0,0,1,0.0,29.0,24.0,0,0.0
G.C. Spencer,427,0,0.0,48,131,261,437,0.0,15.99,18.63,126,0.29
G.T. Tallas,6,0,0.0,0,0,1,6,0.0,27.17,30.0,0,0.0
Garland Miller,6,0,0.0,0,2,6,6,0.0,21.33,14.0,3,0.5
Gary Baird,5,0,0.0,0,0,1,5,0.0,25.0,21.2,0,0.0
Gary Bechtel,128,0,0.0,3,11,33,129,0.0,27.43,26.19,61,0.47
Gary Brooks,1,0,0.0,0,0,0,1,0.0,40.0,39.0,0,0.0
Gary Drake,28,0,0.0,1,8,22,28,0.0,17.67,16.57,0,0.0
Gary Matthews,3,0,0.0,0,1,2,3,0.0,25.33,16.33,0,0.0
Gary Myers,34,0,0.0,0,0,17,34,0.0,27.38,21.29,0,0.0
Gary Sigman,5,0,0.0,0,0,3,5,0.0,30.4,25.2,0,0.0
Gary Smith,12,0,0.0,0,2,3,12,0.0,18.42,25.17,1,0.08
Gary Weaver,22,0,0.0,5,9,14,22,0.0,19.36,17.18,19,0.86
Gaunt Brothers,81,0,0.0,0,0,10,81,0.0,33.2,27.1,20,0.25
Gayle Ferree,3,0,0.0,0,0,0,3,0.0,32.67,30.67,0,0.0
Gayle Warren,2,0,0.0,0,0,0,2,0.0,27.0,39.0,0,0.0
Gene Black,57,0,0.0,2,11,32,59,0.0,22.56,20.02,0,0.0
Gene Cline,63,0,0.0,1,12,42,63,0.0,22.65,18.25,0,0.0
Gene Comstock,45,0,0.0,1,10,36,55,0.0,25.04,18.85,0,0.0
Gene Darragh,4,0,0.0,0,0,1,4,0.0,37.0,37.5,0,0.0
Gene Evans,1,0,0.0,0,0,0,1,0.0,32.0,27.0,0,0.0
Gene Haas,218,0,0.0,1,14,80,284,0.0,26.8,27.02,109,0.38
Gene Hege,1,0,0.0,0,0,0,1,0.0,31.0,25.0,0,0.0
Gene Hobby,41,0,0.0,1,5,31,41,0.0,20.32,16.37,0,0.0
Gene Horne,2,0,0.0,0,0,2,2,0.0,47.0,18.5,0,0.0
Gene Isenhour,9,0,0.0,0,0,1,9,0.0,26.33,32.22,1,0.11
Gene Marquardt,1,0,0.0,0,0,0,1,0.0,7.0,30.0,0,0.0
Gene Simpson,9,0,0.0,1,3,7,9,0.0,14.63,18.67,0,0.0
Gene Stokes,4,0,0.0,0,0,3,4,0.0,26.5,24.0,0,0.0
Gene Thonesen,1,0,0.0,0,0,0,1,0.0,40.0,22.0,0,0.0
Gene White,18,0,0.0,0,4,13,18,0.0,14.5,17.72,0,0.0
Geoff Burney,2,0,0.0,0,0,0,2,0.0,30.0,35.5,0,0.0
Geoffrey Bodine,130,4,0.03077,13,31,70,130,0.03077,17.81,20.73,1946,14.97
George Alsobrook,1,0,0.0,0,0,1,1,0.0,13.0,14.0,0,0.0
George Altheide,18,0,0.0,0,0,6,18,0.0,26.72,24.44,0,0.0
George Augustine,3,0,0.0,0,0,2,3,0.0,32.5,24.67,0,0.0
George Avery,1,0,0.0,0,0,0,1,0.0,44.0,21.0,0,0.0
George Bignotti,2,0,0.0,0,1,2,2,0.0,5.5,8.5,0,0.0
George Clugston,1,0,0.0,0,0,0,1,0.0,17.0,27.0,0,0.0
George Davis,28,0,0.0,2,8,19,28,0.0,19.43,18.43,0,0.0
George Debidart,4,0,0.0,0,0,0,4,0.0,27.75,34.75,1,0.25
George Elliott,68,0,0.0,2,23,39,68,0.0,19.62,20.28,54,0.79
George England,3,0,0.0,0,0,0,3,0.0,30.33,27.33,0,0.0
George Gallup,5,0,0.0,0,1,3,5,0.0,21.2,24.2,13,2.6
George Green,8,0,0.0,0,1,7,8,0.0,17.75,14.0,0,0.0
George Hakes,7,0,0.0,0,0,1,7,0.0,35.29,30.14,0,0.0
George Harrivel,1,0,0.0,0,0,0,1,0.0,25.0,33.0,0,0.0
George Hartley,3,0,0.0,0,0,1,3,0.0,43.5,38.0,0,0.0
George Hicks,1,0,0.0,0,0,1,1,0.0,12.0,15.0,0,0.0
George Hutchens,59,2,0.0339,20,32,44,64,0.03125,16.08,15.33,193,3.02
George Jefferson,24,0,0.0,0,4,13,24,0.0,25.46,21.58,0,0.0
George Mantooth,1,0,0.0,0,0,0,1,0.0,,26.0,0,0.0
George Mellinger,2,0,0.0,0,0,1,2,0.0,14.0,30.5,0,0.0
George Miller,26,1,0.03846,7,12,20,26,0.03846,12.56,12.65,350,13.46
George Norton,4,0,0.0,0,1,2,4,0.0,27.25,19.75,0,0.0
George Osborne,3,0,0.0,0,0,2,3,0.0,29.5,29.33,0,0.0
George Parrish,15,0,0.0,0,1,10,15,0.0,22.62,23.27,0,0.0
George Poulos,24,0,0.0,0,1,18,24,0.0,21.42,17.25,0,0.0
George Rogge,1,0,0.0,0,0,0,1,0.0,,40.0,0,0.0
George Seeger,3,0,0.0,0,0,0,3,0.0,12.0,29.67,0,0.0
George Smith,23,0,0.0,0,0,5,23,0.0,33.87,28.83,0,0.0
George Sparks,2,0,0.0,0,0,0,2,0.0,46.5,31.0,0,0.0
George Stark,2,0,0.0,0,0,1,2,0.0,31.5,17.5,0,0.0
George Turner,1,0,0.0,0,0,1,1,0.0,34.0,15.0,0,0.0
George Wiltshire,3,0,0.0,0,0,0,3,0.0,30.33,31.67,0,0.0
Gerald Craker,18,0,0.0,0,1,7,18,0.0,15.22,24.44,9,0.5
Gerald Duke,19,0,0.0,2,8,11,19,0.0,21.0,22.05,0,0.0
Gerald Smith,1,0,0.0,0,0,0,1,0.0,38.0,29.0,0,0.0
Germain Racing,404,0,0.0,3,12,115,425,0.0,27.19,25.66,146,0.34
Gifford Wood,4,0,0.0,0,0,3,4,0.0,34.0,20.75,0,0.0
Gil Cramer,1,0,0.0,0,0,0,1,0.0,22.0,37.0,0,0.0
Gil Roth,1,0,0.0,0,0,0,1,0.0,33.0,34.0,0,0.0
Gilbert Hildebrant,1,0,0.0,0,0,0,1,0.0,30.0,24.0,0,0.0
Gilbert Moore,1,0,0.0,0,0,1,1,0.0,39.0,17.0,0,0.0
Gilbreath Motors,1,0,0.0,0,0,0,1,0.0,35.0,44.0,0,0.0
Gillett Evernham Motorsports,51,2,0.03922,7,29,59,134,0.01493,18.81,22.88,551,4.11
Gilliam Racing,1,0,0.0,0,0,0,1,0.0,35.0,25.0,0,0.0
Gilmer Goode,1,0,0.0,0,0,1,1,0.0,9.0,17.0,0,0.0
Glen Dorrity,8,0,0.0,0,0,3,8,0.0,31.0,28.0,0,0.0
Glen Steurer,5,0,0.0,0,1,4,5,0.0,24.8,17.8,0,0.0
Glen Sweet,25,0,0.0,4,7,15,26,0.0,15.65,19.58,0,0.0
Glenn Dunaway,17,0,0.0,3,8,13,17,0.0,15.13,13.94,134,7.88
Gober Sosebee,60,1,0.01667,13,26,43,61,0.01639,14.54,15.85,247,4.05
Golding Goodyear Tire,1,0,0.0,0,0,1,1,0.0,,20.0,0,0.0
Gordon Bishop,2,0,0.0,0,0,1,2,0.0,60.0,35.5,0,0.0
Gordon Bracken,7,0,0.0,0,1,4,7,0.0,23.0,19.43,0,0.0
Gordon Chilson,5,0,0.0,0,0,0,5,0.0,34.8,30.0,0,0.0
Gordon Smith,15,0,0.0,0,2,9,15,0.0,22.33,19.8,0,0.0
Gordon Van Liew,30,0,0.0,0,1,11,30,0.0,27.6,22.97,0,0.0
Grady Cole / Bruce Griffin,1,0,0.0,1,1,1,1,0.0,5.0,2.0,0,0.0
Grady Quinn,1,0,0.0,0,0,0,1,0.0,25.0,51.0,0,0.0
Graham Shaw,8,0,0.0,0,1,7,8,0.0,12.13,15.5,14,1.75
Granger Motors,1,0,0.0,0,0,0,1,0.0,43.0,35.0,0,0.0
Grant Sniffen,6,0,0.0,3,4,6,6,0.0,3.67,8.33,82,13.67
Greg Hamson,1,0,0.0,0,0,0,1,0.0,20.0,32.0,0,0.0
Greg Heller,3,0,0.0,0,0,0,3,0.0,36.67,30.67,0,0.0
Greg Pollex,31,0,0.0,0,1,5,31,0.0,26.13,29.45,1,0.03
Greg Sacks,3,0,0.0,0,0,0,3,0.0,33.67,42.67,0,0.0
Griffin Motors,1,0,0.0,1,1,1,1,0.0,5.0,2.0,0,0.0
Grimes Holcomb,8,0,0.0,0,0,1,8,0.0,29.17,29.38,0,0.0
Gus Davis,7,0,0.0,5,5,7,7,0.0,6.71,6.86,79,11.29
Gus Holzmueller,25,0,0.0,2,9,24,26,0.0,21.12,13.35,0,0.0
Gus Wilson,6,0,0.0,0,0,5,6,0.0,22.0,19.0,0,0.0
Guy Kimball,4,0,0.0,3,4,4,5,0.0,13.75,7.6,0,0.0
H.B. Bailey,84,0,0.0,2,5,29,85,0.0,28.98,26.55,12,0.14
H.B. Bassett,2,0,0.0,0,0,1,2,0.0,9.0,23.5,0,0.0
H.B. Cunningham,172,0,0.0,9,52,90,173,0.0,17.2,20.23,112,0.65
H.B. Ranier,25,0,0.0,4,7,16,27,0.0,21.42,20.41,0,0.0
H.C. Porter,1,0,0.0,0,0,0,1,0.0,38.0,24.0,0,0.0
H.G. Rosier,6,0,0.0,1,2,3,6,0.0,18.17,20.33,0,0.0
H.J. Brooking,8,0,0.0,1,3,4,8,0.0,14.13,20.38,2,0.25
H.L. Rose,1,0,0.0,0,0,0,1,0.0,34.0,30.0,0,0.0
H.L. Waters,20,0,0.0,0,0,2,20,0.0,33.6,30.1,1,0.05
H.R. Robertson,1,0,0.0,0,0,0,1,0.0,5.0,37.0,0,0.0
HFJ Racing,1,0,0.0,0,0,1,1,0.0,16.0,18.0,0,0.0
Hal Callentine,2,0,0.0,0,0,1,2,0.0,27.5,17.5,0,0.0
Hal Hicks / Mike Witters,38,0,0.0,0,0,7,38,0.0,23.84,31.45,64,1.68
Hal Needham,230,9,0.03913,68,110,148,237,0.03797,9.92,15.47,4963,20.94
Hal Prentice,1,0,0.0,0,0,1,1,0.0,21.0,16.0,0,0.0
Hammer Mason,1,0,0.0,0,0,0,1,0.0,36.0,30.0,0,0.0
Hank Chapman,1,0,0.0,0,0,0,1,0.0,37.0,35.0,0,0.0
Hank Grilliot,1,0,0.0,0,0,0,1,0.0,21.0,25.0,0,0.0
Hank Richardson,4,0,0.0,0,0,1,4,0.0,23.0,25.5,0,0.0
Hank Salat,8,0,0.0,0,3,6,9,0.0,20.0,17.22,0,0.0
Hanley Dawson,10,0,0.0,2,5,5,10,0.0,15.0,19.3,0,0.0
Hanlon Motors,1,0,0.0,0,0,1,1,0.0,58.0,13.0,0,0.0
Hans Winter,3,0,0.0,1,1,1,3,0.0,21.0,28.33,0,0.0
Hap Jones,1,0,0.0,0,0,0,1,0.0,57.0,43.0,0,0.0
Happy Steigel,18,0,0.0,0,0,7,18,0.0,27.83,24.61,0,0.0
Harlan Richardson,10,0,0.0,0,2,8,10,0.0,15.6,16.5,0,0.0
Harley Briggs,1,0,0.0,0,0,0,1,0.0,21.0,23.0,0,0.0
Harley Smith,38,0,0.0,0,9,19,38,0.0,20.74,22.61,0,0.0
Harold Beal,8,0,0.0,1,4,8,8,0.0,10.0,10.88,0,0.0
Harold Burke,5,0,0.0,0,0,0,5,0.0,30.0,25.4,0,0.0
Harold Collins,9,0,0.0,0,0,1,9,0.0,32.56,29.89,0,0.0
Harold Elder,1,0,0.0,0,0,1,1,0.0,,16.0,0,0.0
Harold Furr,11,0,0.0,0,0,2,11,0.0,17.82,30.55,0,0.0
Harold Kite,5,2,0.4,3,3,4,5,0.4,7.75,11.2,228,45.6
Harold Lucas,6,0,0.0,2,3,3,7,0.0,33.0,16.29,0,0.0
Harold Mays,32,0,0.0,2,7,16,34,0.0,25.19,20.94,0,0.0
Harold McClure,10,0,0.0,1,3,10,10,0.0,13.63,10.6,0,0.0
Harold Miller,22,0,0.0,0,0,6,22,0.0,32.36,26.86,0,0.0
Harold Nash,4,0,0.0,0,0,1,4,0.0,43.0,29.5,0,0.0
Harold Nelson,1,0,0.0,0,0,1,1,0.0,,11.0,0,0.0
Harold Rhodes,35,0,0.0,0,4,17,35,0.0,23.14,22.11,0,0.0
Harraka Enterprises,1,0,0.0,0,0,0,1,0.0,12.0,21.0,0,0.0
Harry Clary,14,0,0.0,0,2,6,14,0.0,16.86,25.5,0,0.0
Harry Dinwiddie,1,0,0.0,0,0,0,1,0.0,26.0,24.0,0,0.0
Harry Goularte,7,0,0.0,0,0,2,7,0.0,35.14,25.86,0,0.0
Harry Huhn,4,0,0.0,0,0,0,4,0.0,35.5,31.5,0,0.0
Harry Leake,18,0,0.0,0,7,15,18,0.0,16.78,14.56,0,0.0
Harry Melling,464,34,0.07328,114,181,282,464,0.07328,14.66,16.47,8127,17.52
Harry Melton,44,0,0.0,0,3,31,44,0.0,25.02,18.52,0,0.0
Harry Neal,21,0,0.0,0,9,15,21,0.0,21.57,15.52,0,0.0
Harry Parry,1,0,0.0,0,0,0,1,0.0,32.0,25.0,0,0.0
Harry Ranier,276,24,0.08696,108,151,177,276,0.08696,9.95,14.58,7033,25.48
Harry Schilling,1,0,0.0,0,1,1,1,0.0,,9.0,1,1.0
"Harry Scott, Jr.",118,0,0.0,0,4,35,189,0.0,30.82,28.4,29,0.15
Harry Sims,3,0,0.0,0,1,2,3,0.0,12.5,14.67,0,0.0
Harvey Eakin,17,0,0.0,0,0,6,17,0.0,35.0,25.24,0,0.0
Harvey Hege,32,0,0.0,0,6,24,32,0.0,20.68,18.09,0,0.0
Harvey Henderson,39,0,0.0,1,10,30,39,0.0,18.89,16.64,0,0.0
Harvey Walters,3,0,0.0,0,0,2,4,0.0,19.25,44.75,0,0.0
