owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
"",447,0,0.0,38,242,998,1688,0.0,21.51,20.41,48,0.03
23XI Racing,130,6,0.04615,41,71,142,229,0.0262,14.95,17.27,1663,7.26
A.C. Rakestraw,5,0,0.0,0,1,2,5,0.0,30.0,28.2,0,0.0
A.J. Blackwelder,5,0,0.0,0,0,2,5,0.0,21.2,23.8,0,0.0
A.J. Cox,3,0,0.0,0,0,0,3,0.0,31.0,29.0,0,0.0
A.J. Foyt,189,0,0.0,8,16,42,191,0.0,24.51,28.63,95,0.5
A.J. King,34,0,0.0,3,15,19,34,0.0,13.74,20.59,70,2.06
A.J. Kurten,6,0,0.0,0,0,1,6,0.0,27.17,26.83,0,0.0
A.J. Lorenzo,7,0,0.0,0,3,5,7,0.0,19.43,16.86,0,0.0
A.J. Parker,1,0,0.0,0,0,0,1,0.0,38.0,31.0,0,0.0
A.L. Bumgarner,46,0,0.0,2,12,29,46,0.0,10.55,18.83,226,4.91
A.T. Mulherin,1,0,0.0,0,0,0,1,0.0,22.0,29.0,0,0.0
A.W. Miller,1,0,0.0,0,0,0,1,0.0,74.0,70.0,0,0.0
Acey Taylor,4,0,0.0,0,0,2,4,0.0,25.5,25.75,0,0.0
Adele Emerson,2,0,0.0,0,0,0,3,0.0,42.0,41.0,0,0.0
Adelmo Tiezzi,4,0,0.0,0,0,1,4,0.0,36.0,27.75,0,0.0
Al Brand,1,0,0.0,0,0,0,1,0.0,26.0,44.0,0,0.0
Al Clark,3,0,0.0,0,0,1,3,0.0,14.33,26.0,0,0.0
Al Holbert,6,0,0.0,0,1,2,6,0.0,15.0,26.0,5,0.83
Al Holz,1,0,0.0,0,0,0,1,0.0,3.0,25.0,0,0.0
Al Jacobs,4,0,0.0,0,0,3,4,0.0,17.0,19.5,0,0.0
Al Keller,4,0,0.0,1,2,2,4,0.0,15.25,15.0,0,0.0
Al Liberty,7,0,0.0,0,1,2,7,0.0,16.83,23.0,0,0.0
Al Liggons,7,0,0.0,1,2,6,7,0.0,11.57,14.29,0,0.0
Al McCline,5,0,0.0,0,0,1,5,0.0,30.6,29.4,0,0.0
Al Neal,1,0,0.0,0,0,0,1,0.0,,55.0,0,0.0
Al Neves,3,0,0.0,1,2,3,4,0.0,17.0,14.5,0,0.0
Al Rudd,49,0,0.0,2,18,24,50,0.0,17.48,19.74,94,1.88
Al Schmidhamer,5,1,0.2,2,3,5,5,0.2,1.0,7.0,100,20.0
Al Self,3,0,0.0,0,0,0,3,0.0,36.67,36.0,0,0.0
Al Straub,2,0,0.0,0,0,0,3,0.0,25.67,32.33,0,0.0
Al Tasnady,2,0,0.0,0,0,1,2,0.0,18.5,44.5,0,0.0
Al Wagoner,2,0,0.0,1,2,2,2,0.0,13.0,6.5,0,0.0
Al Watkins,5,0,0.0,0,0,5,5,0.0,17.6,15.2,0,0.0
Al Wheatley,21,0,0.0,3,7,14,23,0.0,22.29,18.96,0,0.0
Al White,36,0,0.0,0,7,27,36,0.0,21.64,15.81,0,0.0
Alan Aroneck,14,0,0.0,0,0,0,15,0.0,34.93,33.0,0,0.0
"Alan Dillard, Jr.",53,0,0.0,1,4,12,53,0.0,22.57,27.85,117,2.21
Alan Kulwicki,218,5,0.02294,38,77,137,218,0.02294,12.08,16.58,2687,12.33
Alfred McClure,16,0,0.0,1,2,9,16,0.0,25.27,19.69,0,0.0
Allan Brooke,9,0,0.0,2,2,6,9,0.0,22.78,19.89,6,0.67
Allan Brown,9,0,0.0,0,0,2,9,0.0,23.44,23.22,0,0.0
Allan Clarke,2,0,0.0,0,0,2,2,0.0,24.0,13.0,0,0.0
Allan Grice,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
Allan Harley,2,0,0.0,0,0,0,2,0.0,33.0,34.5,0,0.0
Allan Schlauer,45,0,0.0,0,2,15,45,0.0,23.8,24.64,0,0.0
Allen Franklin,2,0,0.0,0,0,0,2,0.0,31.0,34.0,0,0.0
Allen Heath,6,0,0.0,0,0,1,6,0.0,18.33,25.33,0,0.0
Allen McMillion,35,0,0.0,1,9,30,40,0.0,25.33,15.7,0,0.0
Alton Haddock,2,0,0.0,0,0,0,2,0.0,45.0,55.0,0,0.0
Alvin Woodall,1,0,0.0,0,0,1,1,0.0,25.0,14.0,0,0.0
Amos Johnson,1,0,0.0,0,0,1,1,0.0,35.0,13.0,0,0.0
Andrew Scott,1,0,0.0,0,0,1,1,0.0,29.0,18.0,0,0.0
Andy Hillenburg,2,0,0.0,0,0,0,2,0.0,34.5,36.0,0,0.0
Andy Petree,211,2,0.00948,16,54,150,322,0.00621,20.05,22.36,732,2.27
Andy Pierce,2,0,0.0,0,0,1,2,0.0,1.0,25.5,0,0.0
Andy Winfree,10,0,0.0,0,4,8,10,0.0,21.0,14.6,0,0.0
Ann Bunselmeyer,1,0,0.0,0,0,1,1,0.0,,18.0,0,0.0
Ansel Rakestraw,6,0,0.0,0,2,4,6,0.0,27.17,18.67,0,0.0
Anthony Davella,1,0,0.0,0,0,0,1,0.0,7.0,36.0,0,0.0
Archie Smith,112,0,0.0,2,10,61,112,0.0,25.65,21.38,20,0.18
Archie St. Hilaire,242,0,0.0,0,6,26,242,0.0,32.67,29.64,43,0.18
Arden Mounts,13,0,0.0,0,2,8,13,0.0,22.69,22.85,0,0.0
Arley Scranton,9,0,0.0,0,1,1,9,0.0,22.78,25.11,0,0.0
Armando Fitz / Terry Bradshaw,1,0,0.0,0,0,0,1,0.0,22.0,36.0,0,0.0
Arnie Sacks,38,0,0.0,0,3,12,38,0.0,24.21,24.71,2,0.05
Arnold Bennett,1,0,0.0,0,0,0,1,0.0,26.0,30.0,0,0.0
Art Binkley,4,0,0.0,0,0,0,4,0.0,32.25,24.5,0,0.0
Art Krebs,8,0,0.0,0,2,4,8,0.0,20.57,20.38,0,0.0
Art Watts,1,0,0.0,0,0,0,1,0.0,8.0,26.0,0,0.0
Arthur Godfrey,2,0,0.0,0,0,0,2,0.0,27.0,27.5,0,0.0
Arthur Williams,1,0,0.0,0,0,1,1,0.0,21.0,14.0,0,0.0
Atlanta Muffler,1,0,0.0,0,0,0,1,0.0,,22.0,0,0.0
Aubrey Boles,5,0,0.0,0,1,2,5,0.0,24.2,22.0,0,0.0
Auto Merchant,1,0,0.0,0,0,0,1,0.0,30.0,25.0,0,0.0
Axel Anderson,3,0,0.0,0,0,1,3,0.0,28.67,22.0,0,0.0
B & W Auto Supply,1,0,0.0,0,0,0,1,0.0,37.0,30.0,0,0.0
B.A. Pless,19,2,0.10526,5,8,16,19,0.10526,10.0,12.84,204,10.74
B.B. Morris,2,0,0.0,0,0,1,2,0.0,35.5,27.5,0,0.0
B.E. Renfro,2,0,0.0,0,0,1,2,0.0,,20.5,0,0.0
B.G. Holloway,101,7,0.06931,46,82,116,129,0.05426,11.15,10.42,1977,15.33
B.J. Dantone,13,0,0.0,1,4,9,14,0.0,30.57,18.93,0,0.0
B.J. McLeod,125,0,0.0,0,2,6,126,0.0,34.19,30.34,16,0.13
B.R. Waller,2,0,0.0,0,1,1,2,0.0,9.0,36.0,0,0.0
B.S. Beeson,1,0,0.0,0,0,1,1,0.0,19.0,20.0,0,0.0
BK Racing,240,0,0.0,0,3,40,520,0.0,34.1,31.09,43,0.08
Baird & Trivette,1,0,0.0,0,0,1,1,0.0,40.0,19.0,0,0.0
Banjo Matthews,153,8,0.05229,49,73,96,158,0.05063,8.27,16.09,4037,25.55
Banks Racing,1,0,0.0,0,0,0,1,0.0,33.0,33.0,0,0.0
Banks Simpson,8,0,0.0,0,0,6,8,0.0,22.75,16.5,0,0.0
Barney Shore,19,0,0.0,1,5,10,19,0.0,18.71,20.53,0,0.0
Barney Smith,6,0,0.0,0,2,6,6,0.0,16.0,11.67,0,0.0
Barney Visser,414,18,0.04348,75,132,242,451,0.03991,17.71,19.69,6452,14.31
Barry Haefele,1,0,0.0,0,0,0,1,0.0,43.0,43.0,0,0.0
Barry Owen,5,0,0.0,0,0,2,5,0.0,33.0,24.0,0,0.0
Basil Whittaker,4,0,0.0,0,0,1,4,0.0,26.5,27.5,0,0.0
Baxter Price,104,0,0.0,0,0,42,104,0.0,29.09,21.98,0,0.0
Bay Darnell,3,0,0.0,0,1,1,3,0.0,32.0,23.67,0,0.0
Beard Motorsports,28,0,0.0,1,6,13,28,0.0,32.57,20.46,17,0.61
Beau Morgan,28,0,0.0,3,8,19,31,0.0,20.58,19.52,2,0.06
Ben Arnold,74,0,0.0,0,13,53,75,0.0,22.36,17.61,0,0.0
Ben Hess,10,0,0.0,0,0,5,10,0.0,28.0,20.2,0,0.0
Benny Georgeson,1,0,0.0,0,0,0,1,0.0,,27.0,0,0.0
Benny Parsons,2,0,0.0,0,1,2,2,0.0,17.0,10.5,0,0.0
Berendt Johnson,10,0,0.0,0,0,1,10,0.0,30.1,33.9,0,0.0
Bernard Alvarez,25,0,0.0,1,3,10,25,0.0,16.16,21.68,27,1.08
Bernard Friedland,10,0,0.0,0,4,5,10,0.0,30.14,21.7,0,0.0
Bernie Hentges,3,0,0.0,0,0,1,3,0.0,33.0,33.33,0,0.0
Bert Letner,6,0,0.0,0,3,5,9,0.0,12.0,18.22,0,0.0
Beryl Jackson,30,0,0.0,9,18,29,32,0.0,10.72,10.44,237,7.41
Beth Ann Morgenthau,166,0,0.0,0,6,23,167,0.0,30.8,29.47,43,0.26
Bettie Panch,14,0,0.0,1,4,5,14,0.0,15.64,25.14,8,0.57
Betty Getty,1,0,0.0,1,1,1,1,0.0,,5.0,0,0.0
Betty Lilly,39,0,0.0,5,10,19,39,0.0,19.36,20.33,31,0.79
Bill Adams,4,0,0.0,0,3,4,4,0.0,6.5,9.5,0,0.0
Bill Amberg,1,0,0.0,0,0,0,1,0.0,,30.0,0,0.0
Bill Amick,15,1,0.06667,7,10,11,15,0.06667,10.47,12.13,30,2.0
Bill Andersen,2,0,0.0,0,0,1,2,0.0,37.5,27.0,0,0.0
Bill Appleton,1,0,0.0,0,0,1,1,0.0,6.0,14.0,0,0.0
Bill Baker,3,0,0.0,0,0,1,3,0.0,31.0,26.0,0,0.0
Bill Baumgardner,43,0,0.0,0,1,8,44,0.0,33.39,29.75,1,0.02
Bill Bennett,1,0,0.0,0,0,1,1,0.0,41.0,11.0,0,0.0
Bill Benson,16,0,0.0,0,2,13,16,0.0,20.86,17.63,0,0.0
Bill Blair,63,1,0.01587,12,25,48,63,0.01587,17.42,15.59,58,0.92
Bill Bowman,8,0,0.0,0,4,7,8,0.0,24.25,14.63,0,0.0
Bill Caltrider,8,0,0.0,0,3,6,9,0.0,40.0,21.11,0,0.0
Bill Champion,294,0,0.0,4,42,161,304,0.0,21.28,20.68,0,0.0
Bill Church,8,0,0.0,0,2,5,8,0.0,23.75,18.88,0,0.0
Bill Clinton,17,0,0.0,1,9,13,21,0.0,20.28,18.57,0,0.0
Bill Cornwall,1,0,0.0,0,0,0,1,0.0,18.0,53.0,0,0.0
Bill Cramer,1,0,0.0,1,1,1,1,0.0,8.0,3.0,0,0.0
Bill Davis,534,5,0.00936,28,104,282,722,0.00693,23.33,23.58,2059,2.85
Bill Dennis,26,0,0.0,0,5,11,26,0.0,20.31,21.46,0,0.0
Bill Edwards,14,0,0.0,0,1,6,14,0.0,21.64,22.5,14,1.0
Bill Elliott,198,0,0.0,14,48,127,230,0.0,20.35,20.55,841,3.66
Bill Ellis,15,0,0.0,2,9,10,15,0.0,14.27,15.53,5,0.33
Bill Flowers,3,0,0.0,0,0,3,3,0.0,14.67,17.67,0,0.0
Bill France,1,0,0.0,0,1,1,1,0.0,13.0,9.0,28,28.0
Bill Galdarisi,1,0,0.0,0,0,1,1,0.0,30.0,15.0,0,0.0
Bill Gazaway,7,0,0.0,0,0,2,7,0.0,35.86,29.71,0,0.0
Bill Gleason,2,0,0.0,0,0,2,2,0.0,24.0,15.0,0,0.0
Bill Gray,44,0,0.0,0,6,22,44,0.0,23.75,21.61,1,0.02
Bill Groves,1,0,0.0,1,1,1,1,0.0,15.0,5.0,0,0.0
Bill Harrison,5,0,0.0,0,4,5,6,0.0,19.5,11.0,0,0.0
Bill Hasley,1,0,0.0,0,0,0,1,0.0,25.0,33.0,0,0.0
Bill Hemby,1,0,0.0,0,0,1,1,0.0,18.0,11.0,0,0.0
Bill Hollar,34,0,0.0,0,1,8,34,0.0,28.38,26.38,0,0.0
Bill House,4,0,0.0,1,2,4,4,0.0,18.0,11.25,0,0.0
Bill Jarick,1,0,0.0,0,0,0,1,0.0,29.0,44.0,0,0.0
Bill Jenkins,27,0,0.0,0,1,2,27,0.0,34.3,29.3,30,1.11
Bill Jones,1,0,0.0,0,0,2,2,0.0,30.5,18.5,0,0.0
Bill Joslin,6,0,0.0,0,0,5,6,0.0,23.5,17.67,0,0.0
"Bill Kimmel, Sr.",1,0,0.0,0,0,1,1,0.0,25.0,20.0,0,0.0
Bill Lamont,1,0,0.0,0,0,1,1,0.0,16.0,12.0,0,0.0
Bill Ledbetter,3,0,0.0,0,1,2,3,0.0,7.0,15.33,0,0.0
Bill Leonard,8,0,0.0,0,0,1,8,0.0,36.13,31.75,0,0.0
Bill Lloyd,3,0,0.0,0,0,1,3,0.0,25.33,22.33,0,0.0
Bill McAnally,1,0,0.0,0,0,0,1,0.0,32.0,38.0,0,0.0
Bill Meazell,1,0,0.0,0,0,0,1,0.0,32.0,32.0,0,0.0
Bill Monaghan,14,0,0.0,1,5,9,15,0.0,18.53,19.67,1,0.07
Bill Moore,7,0,0.0,0,2,2,7,0.0,13.0,22.0,0,0.0
Bill Morehart,1,0,0.0,0,0,0,1,0.0,7.0,23.0,0,0.0
Bill Morton,20,0,0.0,0,9,13,20,0.0,23.21,16.4,0,0.0
Bill Osborne,6,0,0.0,0,0,1,6,0.0,31.17,25.67,0,0.0
Bill Payne,2,0,0.0,0,1,2,2,0.0,19.0,11.5,0,0.0
Bill Poor,33,0,0.0,1,7,27,33,0.0,21.41,15.55,0,0.0
Bill Saunders,72,0,0.0,2,4,25,72,0.0,30.11,24.58,60,0.83
Bill Schade,2,0,0.0,0,0,1,2,0.0,28.5,19.0,0,0.0
Bill Schmitt,44,0,0.0,2,6,22,44,0.0,24.55,21.98,1,0.02
Bill Seifert,278,0,0.0,8,71,233,355,0.0,21.54,18.82,7,0.02
Bill Sheldon,6,0,0.0,0,0,3,6,0.0,11.0,29.83,0,0.0
Bill Shirey,69,0,0.0,0,3,26,69,0.0,23.67,24.01,0,0.0
Bill Small,1,0,0.0,0,0,0,1,0.0,26.0,36.0,0,0.0
Bill Snowden,24,0,0.0,5,14,21,25,0.0,15.53,12.12,0,0.0
Bill Stammer,7,0,0.0,0,2,5,7,0.0,12.86,17.0,2,0.29
Bill Strauser,1,0,0.0,0,0,0,1,0.0,43.0,42.0,0,0.0
Bill Strong,39,0,0.0,0,1,12,39,0.0,26.9,25.95,0,0.0
Bill Stroppe,95,5,0.05263,36,68,111,153,0.03268,10.74,15.16,979,6.4
Bill Taylor,1,0,0.0,0,0,1,1,0.0,27.0,15.0,0,0.0
Bill Terry,11,0,0.0,0,0,5,11,0.0,26.64,21.82,0,0.0
Bill Ward,1,0,0.0,0,0,0,1,0.0,43.0,28.0,0,0.0
Bill White,1,0,0.0,0,0,0,1,0.0,35.0,55.0,0,0.0
Bill Widenhouse,5,0,0.0,0,0,2,5,0.0,40.75,21.8,0,0.0
Bill's Custom Machine,1,0,0.0,0,0,0,1,0.0,36.0,27.0,0,0.0
Billie Harvey,14,0,0.0,0,0,5,14,0.0,27.0,28.57,0,0.0
Billy Hagan,546,6,0.01099,101,236,372,547,0.01097,13.85,15.61,3553,6.5
Billy Irvin,4,0,0.0,0,0,3,4,0.0,29.67,20.25,0,0.0
Billy Jones,11,0,0.0,0,0,0,11,0.0,25.45,33.73,0,0.0
Billy Matthews,15,0,0.0,0,3,7,15,0.0,26.07,23.6,1,0.07
Billy Moyer,17,0,0.0,1,5,8,17,0.0,19.47,18.06,6,0.35
Billy Myers,12,0,0.0,1,5,8,12,0.0,13.91,16.5,0,0.0
Billy Rafter,31,0,0.0,1,9,26,34,0.0,17.73,15.44,0,0.0
Billy Standridge,5,0,0.0,0,0,0,5,0.0,27.8,35.2,0,0.0
Billy Tibbert,2,0,0.0,0,0,1,2,0.0,57.0,32.0,0,0.0
Billy White,1,0,0.0,0,0,0,1,0.0,37.0,33.0,0,0.0
Bishop Brothers,30,0,0.0,3,7,20,32,0.0,12.77,17.84,55,1.72
Black Gold Oil,2,0,0.0,0,0,0,2,0.0,33.0,31.0,0,0.0
Blackbunt Service,1,0,0.0,0,0,0,1,0.0,15.0,23.0,0,0.0
Blackie Pitt,1,0,0.0,0,1,1,1,0.0,15.0,10.0,0,0.0
Blackie Wangerin,29,0,0.0,0,0,5,29,0.0,28.55,29.76,0,0.0
Bluegrass Express,1,0,0.0,0,0,0,1,0.0,35.0,28.0,0,0.0
Bo Gibson,1,0,0.0,0,0,0,1,0.0,32.0,34.0,0,0.0
Bo Reeder,2,0,0.0,0,0,1,2,0.0,41.5,26.0,0,0.0
Bob Adams,57,0,0.0,3,16,42,57,0.0,20.77,16.42,0,0.0
Bob Apperson,10,0,0.0,0,0,5,10,0.0,42.25,23.8,0,0.0
Bob Appleton,1,0,0.0,0,0,1,1,0.0,,15.0,0,0.0
Bob Barron,37,0,0.0,0,5,24,37,0.0,23.16,18.54,0,0.0
Bob Beck,2,0,0.0,0,0,1,2,0.0,24.5,17.5,0,0.0
Bob Bilby,2,0,0.0,0,0,1,2,0.0,32.5,23.0,0,0.0
Bob Bondurant,2,0,0.0,0,0,0,2,0.0,30.5,25.0,0,0.0
Bob Bristol,11,0,0.0,1,5,6,15,0.0,30.53,23.13,0,0.0
Bob Bunselmeyer,5,0,0.0,0,1,4,5,0.0,33.6,19.6,0,0.0
Bob Burcham,1,0,0.0,0,0,0,1,0.0,36.0,34.0,0,0.0
Bob Cancro,5,0,0.0,0,1,3,5,0.0,15.4,25.6,0,0.0
Bob Carpenter,6,0,0.0,2,3,6,7,0.0,17.5,12.43,0,0.0
Bob Casperson,2,0,0.0,0,0,0,2,0.0,36.0,28.0,0,0.0
Bob Chapman,2,0,0.0,0,0,0,2,0.0,43.0,42.0,0,0.0
Bob Clark,37,0,0.0,0,2,16,38,0.0,27.76,24.55,41,1.08
Bob Clough,1,0,0.0,0,1,1,1,0.0,22.0,8.0,0,0.0
Bob Colvin,2,0,0.0,0,0,0,2,0.0,,34.5,0,0.0
Bob Cooper,153,0,0.0,13,40,107,173,0.0,18.73,18.6,16,0.09
Bob Derrington,79,0,0.0,3,21,70,79,0.0,19.51,14.86,1,0.01
Bob England,7,0,0.0,0,0,3,8,0.0,36.5,27.25,0,0.0
Bob Finale,1,0,0.0,0,1,1,1,0.0,16.0,9.0,0,0.0
Bob Fish,4,0,0.0,0,1,1,4,0.0,11.25,45.25,4,1.0
Bob Fisher,2,0,0.0,0,0,0,2,0.0,29.0,28.5,0,0.0
Bob Francy,1,0,0.0,0,0,0,1,0.0,21.0,21.0,0,0.0
Bob Freeman,12,0,0.0,0,0,7,12,0.0,25.25,20.92,0,0.0
Bob Gilreath,5,0,0.0,0,0,1,5,0.0,27.6,25.0,0,0.0
Bob Greeley,1,0,0.0,0,0,1,1,0.0,28.0,13.0,0,0.0
Bob Greer,5,0,0.0,0,0,0,5,0.0,12.0,30.0,0,0.0
Bob Griffin,90,8,0.08889,49,62,80,91,0.08791,8.18,10.03,1437,15.79
Bob Haas,1,0,0.0,0,0,0,1,0.0,28.0,29.0,0,0.0
Bob Hancher,10,0,0.0,0,1,1,10,0.0,27.6,28.5,46,4.6
Bob Havemann,11,0,0.0,0,4,10,11,0.0,15.0,13.45,0,0.0
Bob Jenkins,595,4,0.00672,17,70,273,1343,0.00298,29.09,26.99,765,0.57
Bob Keefe,1,0,0.0,1,1,1,1,0.0,44.0,5.0,0,0.0
Bob Keselowski,5,0,0.0,0,0,0,5,0.0,35.8,39.8,0,0.0
Bob Kitchell,2,0,0.0,0,0,2,2,0.0,29.0,19.0,0,0.0
Bob Korn,2,0,0.0,0,0,0,2,0.0,36.0,26.0,0,0.0
Bob Labonte,2,0,0.0,0,0,0,2,0.0,36.5,36.0,0,0.0
Bob Lehman,1,0,0.0,0,0,0,1,0.0,42.0,30.0,0,0.0
Bob Lipseia,3,0,0.0,0,0,0,3,0.0,30.0,34.33,0,0.0
Bob McDonald,1,0,0.0,0,0,1,1,0.0,20.0,15.0,0,0.0
Bob Moore,8,0,0.0,1,3,4,8,0.0,16.25,20.38,0,0.0
Bob Morris,6,0,0.0,0,0,1,6,0.0,31.5,29.0,0,0.0
Bob Osiecki,26,0,0.0,2,5,16,30,0.0,25.69,22.93,17,0.57
Bob Penrod,1,0,0.0,0,0,0,1,0.0,34.0,39.0,0,0.0
Bob Perry,14,0,0.0,1,6,10,15,0.0,25.08,20.07,0,0.0
Bob Phillippi,1,1,1.0,1,1,1,1,1.0,4.0,1.0,156,156.0
Bob Potter,5,0,0.0,0,1,3,5,0.0,21.0,24.8,0,0.0
Bob Prince,1,0,0.0,0,0,0,1,0.0,41.0,24.0,0,0.0
Bob Pronger,8,0,0.0,0,1,1,8,0.0,31.43,36.63,0,0.0
Bob Rauscher,3,0,0.0,1,2,2,3,0.0,16.5,13.33,0,0.0
Bob Riley,4,0,0.0,0,0,1,4,0.0,32.5,28.25,0,0.0
Bob Rogers,44,0,0.0,1,9,24,44,0.0,17.82,19.57,29,0.66
Bob Rose,3,0,0.0,0,0,1,3,0.0,26.67,21.67,0,0.0
Bob Rosenthal,2,0,0.0,0,0,0,2,0.0,21.5,32.0,4,2.0
Bob Ross,11,0,0.0,1,6,9,11,0.0,14.2,12.82,0,0.0
Bob Ruppert,3,0,0.0,0,1,2,3,0.0,15.33,14.33,0,0.0
Bob Sampson,1,0,0.0,0,0,0,1,0.0,40.0,41.0,0,0.0
Bob Schacht,8,0,0.0,0,0,1,8,0.0,29.63,28.63,0,0.0
Bob Seharns,1,0,0.0,0,0,1,1,0.0,19.0,11.0,0,0.0
Bob Smith,10,0,0.0,1,8,10,14,0.0,17.73,13.0,0,0.0
Bob Sutton,9,0,0.0,1,1,2,9,0.0,25.78,25.44,0,0.0
Bob Tullius,9,0,0.0,0,1,4,9,0.0,31.33,21.56,8,0.89
Bob Walden,22,0,0.0,1,12,19,22,0.0,20.4,11.91,0,0.0
Bob Weatherly,4,0,0.0,0,0,1,4,0.0,34.0,26.75,0,0.0
Bob Welborn,74,2,0.02703,20,41,64,83,0.0241,14.44,15.05,630,7.59
Bob Whitcomb,134,2,0.01493,3,16,68,134,0.01493,21.56,21.36,118,0.88
Bob White,5,0,0.0,0,2,3,5,0.0,17.75,25.0,0,0.0
Bob Whitmire,2,0,0.0,0,0,2,2,0.0,23.5,15.0,0,0.0
Bob Widenhouse,8,0,0.0,0,0,4,8,0.0,17.0,25.75,0,0.0
Bobby Allison,346,6,0.01734,68,116,204,347,0.01729,16.02,18.15,3367,9.7
Bobby Black,1,0,0.0,0,0,1,1,0.0,28.0,17.0,0,0.0
Bobby Courtwright,5,0,0.0,1,1,5,5,0.0,19.5,11.0,0,0.0
Bobby Eller,10,0,0.0,0,0,3,10,0.0,31.1,26.9,0,0.0
Bobby Fisher,3,0,0.0,0,0,0,3,0.0,19.67,33.33,0,0.0
Bobby Fox,1,0,0.0,0,0,0,1,0.0,36.0,25.0,0,0.0
Bobby Gerhart / Billy Gerhart,22,0,0.0,0,0,1,22,0.0,33.91,29.73,0,0.0
Bobby Ginn,35,0,0.0,4,10,34,88,0.0,23.44,23.9,78,0.89
Bobby Greene,2,0,0.0,0,0,2,2,0.0,,14.0,0,0.0
Bobby Hamilton Racing,3,0,0.0,0,0,0,3,0.0,30.33,30.0,0,0.0
Bobby Hawkins,43,0,0.0,4,12,15,43,0.0,13.81,24.49,35,0.81
"Bobby Hillin, Sr.",17,0,0.0,0,0,10,17,0.0,28.59,22.18,0,0.0
Bobby Keck,80,0,0.0,0,12,65,80,0.0,19.96,16.74,0,0.0
Bobby Lee,5,0,0.0,0,0,1,5,0.0,20.0,23.8,0,0.0
Bobby Mausgrover,6,0,0.0,0,0,1,6,0.0,37.0,28.17,0,0.0
Bobby Reeves,1,0,0.0,0,0,0,1,0.0,21.0,29.0,0,0.0
Bobby Sands,1,0,0.0,0,0,0,1,0.0,30.0,30.0,0,0.0
Bobby Waddell,26,0,0.0,0,4,15,27,0.0,20.59,21.04,0,0.0
Bobby Wawak,135,0,0.0,0,5,45,135,0.0,31.01,24.53,2,0.01
Bondy Long,200,29,0.145,114,134,180,207,0.1401,7.02,9.39,7029,33.96
Boyce Gillette,1,0,0.0,0,1,1,1,0.0,26.0,10.0,0,0.0
Brad Akins / Bob Sutton,2,0,0.0,0,1,2,2,0.0,33.5,14.5,0,0.0
Brandon Davis,52,0,0.0,0,0,6,60,0.0,32.73,31.95,5,0.08
Brazee Used Cars,1,0,0.0,0,1,1,1,0.0,,8.0,0,0.0
Brett Bodine,229,0,0.0,0,5,51,231,0.0,27.77,27.61,39,0.17
Brian Ross,1,0,0.0,0,0,0,1,0.0,36.0,39.0,0,0.0
Brittan Schnell,1,0,0.0,0,0,0,1,0.0,28.0,43.0,0,0.0
Brooks Brothers,19,0,0.0,0,4,15,19,0.0,22.42,15.47,0,0.0
Brooks Motors,13,0,0.0,3,6,11,13,0.0,13.0,13.77,18,1.38
Brownie King,16,0,0.0,0,0,11,16,0.0,22.56,18.06,0,0.0
Brownie Pitt,44,0,0.0,0,8,21,44,0.0,20.48,20.89,0,0.0
Bruce Atchley,7,0,0.0,0,0,3,7,0.0,17.33,20.14,0,0.0
Bruce Brantley,4,0,0.0,0,1,2,4,0.0,26.25,26.0,0,0.0
Bruce Hill,70,0,0.0,3,18,30,70,0.0,19.11,21.84,9,0.13
Bruce Root,1,0,0.0,0,0,1,1,0.0,18.0,19.0,0,0.0
Bruce Thompson,19,0,0.0,2,7,13,19,0.0,13.19,14.79,0,0.0
Bruce Worrell,1,0,0.0,0,0,0,1,0.0,29.0,41.0,0,0.0
Bryan Mullet,4,0,0.0,0,0,0,4,0.0,35.0,39.25,0,0.0
Bryan Smith,52,0,0.0,0,0,3,52,0.0,32.9,29.94,0,0.0
Bub King,33,0,0.0,2,12,23,33,0.0,19.06,16.73,0,0.0
Bub Strickler,19,0,0.0,1,4,15,19,0.0,22.47,18.63,0,0.0
Buck Baity,1,0,0.0,0,0,0,1,0.0,77.0,61.0,0,0.0
Buck Baker,522,13,0.0249,159,329,574,779,0.01669,16.04,14.86,1456,1.87
Buck Brigance,16,0,0.0,0,2,11,16,0.0,18.69,17.75,0,0.0
Buck McCardell,2,0,0.0,0,0,1,2,0.0,16.5,26.5,0,0.0
Buckshot Morris,20,2,0.1,7,11,17,20,0.1,16.92,12.1,99,4.95
Bucky Sager,6,0,0.0,1,1,2,6,0.0,21.5,19.83,146,24.33
Bud Barry,2,0,0.0,0,0,2,2,0.0,32.0,17.0,0,0.0
Bud Crothers,3,0,0.0,0,1,1,3,0.0,20.33,19.33,0,0.0
Bud Gardner,1,0,0.0,0,0,1,1,0.0,23.0,13.0,0,0.0
Bud Harbaugh,1,0,0.0,0,0,1,1,0.0,55.0,15.0,0,0.0
Bud Harless,1,0,0.0,0,0,0,1,0.0,34.0,23.0,0,0.0
Bud Hartje,87,0,0.0,46,71,80,87,0.0,10.18,8.43,307,3.53
Bud Kutina,1,0,0.0,0,0,1,1,0.0,18.0,11.0,0,0.0
Bud Moore,918,63,0.06863,298,463,643,959,0.06569,11.3,14.72,16653,17.36
