driver,career_races,career_wins,career_win_pct,career_top_5,career_top_5_pct,career_top_10,career_top_10_pct,career_top_20,career_top_20_pct,career_avg_start,career_best_start,career_worst_start,career_avg_finish,career_best_finish,career_worst_finish,career_avg_laps_led,career_total_laps_led,career_most_laps_led,career_total_money,career_avg_money,career_max_race_money,career_min_race_money
Jack Marlin,1,0,0.0,0,0.0,1,1.0,1,1.0,14.0,14,14,10.0,10,10,0.0,0,0,300,300,300,300
Jack Marsh,3,0,0.0,0,0.0,1,0.33333,3,1.0,16.0,14,19,13.67,8,17,0.0,0,0,365,122,165,100
Jack McClure,2,0,0.0,0,0.0,0,0.0,1,0.5,11.0,11,11,23.0,18,28,0.0,0,0,50,25,25,25
Jack McCoy,19,0,0.0,1,0.05263,5,0.26316,10,0.52632,23.11,4,44,19.79,5,38,0.21,4,4,24375,1283,2420,540
Jack Montgangelo,1,0,0.0,0,0.0,0,0.0,1,1.0,31.0,31,31,20.0,20,20,0.0,0,0,100,100,100,100
Jack Mulrain,1,0,0.0,0,0.0,0,0.0,1,1.0,11.0,11,11,13.0,13,13,0.0,0,0,25,25,25,25
Jack Norton,6,0,0.0,0,0.0,1,0.16667,5,0.83333,25.8,19,42,16.33,10,28,0.0,0,0,1015,169,325,60
Jack O'Brien,2,0,0.0,0,0.0,0,0.0,1,0.5,18.0,18,18,27.5,17,38,0.0,0,0,0,,,
Jack Oldenhage,3,0,0.0,0,0.0,1,0.33333,3,1.0,20.0,13,30,13.67,9,20,0.0,0,0,250,83,125,50
Jack Pennington,16,0,0.0,0,0.0,0,0.0,5,0.3125,30.31,17,40,24.63,11,38,0.44,7,6,98135,6133,20935,2150
Jack Radtke,2,0,0.0,0,0.0,1,0.5,2,1.0,50.5,43,58,11.5,10,13,0.0,0,0,260,130,150,110
Jack Reynolds,14,0,0.0,3,0.21429,8,0.57143,9,0.64286,17.09,6,40,14.5,4,34,0.0,0,0,1925,148,500,25
Jack Richardson,2,0,0.0,0,0.0,0,0.0,1,0.5,8.5,4,13,22.0,17,27,0.0,0,0,25,25,25,25
Jack Rounds,1,0,0.0,0,0.0,0,0.0,1,1.0,46.0,46,46,12.0,12,12,0.0,0,0,150,150,150,150
Jack Russell,5,0,0.0,0,0.0,2,0.4,3,0.6,31.5,29,34,21.0,7,42,0.0,0,0,275,92,100,75
Jack Sellers,2,0,0.0,0,0.0,0,0.0,0,0.0,43.5,43,44,40.0,40,40,0.0,0,0,7950,3975,4725,3225
Jack Simpson,3,0,0.0,0,0.0,0,0.0,1,0.33333,33.67,30,36,21.33,16,26,0.0,0,0,2705,902,1105,725
Jack Smith,265,21,0.07925,95,0.35849,142,0.53585,207,0.78113,10.28,1,53,12.4,1,70,13.4,3551,250,123639,495,11500,25
Jack Soper,1,0,0.0,0,0.0,0,0.0,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,0,,,
Jack Spearman,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,28.0,28,28,0.0,0,0,0,,,
Jack Sprague,24,0,0.0,0,0.0,0,0.0,2,0.08333,27.88,5,43,31.46,14,42,0.08,2,2,1330166,55424,184901,10170
Jack Tykarski,1,0,0.0,0,0.0,0,0.0,1,1.0,20.0,20,20,13.0,13,13,0.0,0,0,225,225,225,225
Jack Wade,2,0,0.0,0,0.0,0,0.0,1,0.5,24.0,22,26,21.0,19,23,0.0,0,0,50,25,25,25
Jack White,12,1,0.08333,2,0.16667,3,0.25,6,0.5,29.75,16,53,19.5,1,41,5.5,66,66,2110,234,1500,10
Jack Williams,1,0,0.0,0,0.0,0,0.0,1,1.0,25.0,25,25,17.0,17,17,0.0,0,0,50,50,50,50
Jack Yardley,1,0,0.0,0,0.0,0,0.0,0,0.0,69.0,69,69,73.0,73,73,0.0,0,0,0,,,
Jack Zink,1,0,0.0,0,0.0,0,0.0,1,1.0,7.0,7,7,12.0,12,12,0.0,0,0,100,100,100,100
Jackie Fox,2,0,0.0,0,0.0,0,0.0,0,0.0,24.0,24,24,26.0,23,29,0.0,0,0,0,,,
Jackie Oliver,8,0,0.0,1,0.125,1,0.125,1,0.125,18.5,10,31,29.38,4,44,0.0,0,0,12180,1523,3550,605
Jackie Rogers,41,0,0.0,0,0.0,10,0.2439,23,0.56098,19.66,9,34,20.8,7,39,0.15,6,2,64432,1572,4325,515
Jacques Villeneuve,5,0,0.0,0,0.0,0,0.0,0,0.0,27.6,6,43,30.8,21,41,0.0,0,0,345675,86419,137725,62380
Jake Hatcher,1,0,0.0,0,0.0,0,0.0,1,1.0,13.0,13,13,11.0,11,11,0.0,0,0,100,100,100,100
Jake Jacobs,1,0,0.0,0,0.0,0,0.0,1,1.0,19.0,19,19,14.0,14,14,0.0,0,0,100,100,100,100
James Cox,22,0,0.0,0,0.0,0,0.0,4,0.18182,27.18,7,40,26.32,13,36,0.0,0,0,7560,344,665,100
James Davison,35,0,0.0,0,0.0,0,0.0,0,0.0,34.54,26,39,32.4,22,39,0.0,0,0,0,,,
James Ellis,1,0,0.0,0,0.0,0,0.0,1,1.0,3.0,3,3,12.0,12,12,0.0,0,0,25,25,25,25
James Hylton,602,2,0.00332,140,0.23256,301,0.5,476,0.7907,17.03,1,44,13.52,1,45,1.7,1021,160,1154786,1918,24865,100
James Jones,2,0,0.0,0,0.0,0,0.0,1,0.5,36.0,21,51,22.0,15,29,0.0,0,0,200,100,100,100
James Kilgore,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,16.0,16,16,0.0,0,0,130,130,130,130
James Norton,6,0,0.0,0,0.0,1,0.16667,5,0.83333,18.83,10,33,17.67,10,40,0.0,0,0,815,136,275,50
James Sears,6,0,0.0,0,0.0,2,0.33333,2,0.33333,28.83,14,37,26.5,7,39,0.0,0,0,4150,692,1390,275
James Shields,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,13.0,13,13,0.0,0,0,25,25,25,25
James Ward,1,0,0.0,0,0.0,0,0.0,0,0.0,29.0,29,29,26.0,26,26,0.0,0,0,25,25,25,25
Jamie McMurray,584,7,0.01199,63,0.10788,169,0.28938,375,0.64212,18.06,1,42,18.2,1,43,3.26,1903,148,57934990,122226,1508449,43565
Jan Magnussen,1,0,0.0,0,0.0,0,0.0,1,1.0,32.0,32,32,12.0,12,12,0.0,0,0,92500,92500,92500,92500
Jan Opperman,1,0,0.0,0,0.0,1,1.0,1,1.0,14.0,14,14,8.0,8,8,0.0,0,0,1850,1850,1850,1850
Janet Guthrie,33,0,0.0,0,0.0,5,0.15152,20,0.60606,19.88,9,39,19.27,6,40,0.15,5,5,79409,2406,13925,555
Jason Hedlesky,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,43.0,43,43,0.0,0,0,39160,39160,39160,39160
Jason Jarrett,2,0,0.0,0,0.0,0,0.0,0,0.0,33.5,25,42,34.5,29,40,0.0,0,0,104145,52073,52640,51505
Jason Keller,2,0,0.0,0,0.0,0,0.0,0,0.0,27.5,12,43,29.0,26,32,0.0,0,0,128007,64004,78332,49675
Jason Leffler,73,0,0.0,0,0.0,1,0.0137,12,0.16438,28.86,1,43,29.75,10,43,0.56,41,19,4983138,68262,244988,36800
Jason Small,1,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,41.0,41,41,0.0,0,0,41130,41130,41130,41130
Jason White,2,0,0.0,0,0.0,0,0.0,0,0.0,41.0,41,41,32.0,31,33,0.0,0,0,142785,71393,76610,66175
Jay Hedgecock,3,0,0.0,0,0.0,0,0.0,0,0.0,31.0,30,32,29.0,25,36,0.0,0,0,14255,4752,4780,4700
Jay Sauter,2,0,0.0,0,0.0,0,0.0,0,0.0,39.0,35,43,40.0,37,43,0.0,0,0,94682,47341,50200,44482
Jay Sommers,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,1510,1510,1510,1510
Jeb Burton,33,0,0.0,0,0.0,0,0.0,0,0.0,37.67,27,43,35.76,27,43,0.0,0,0,2132439,76159,99690,51830
Jeff Burton,695,21,0.03022,134,0.19281,254,0.36547,473,0.68058,21.14,1,42,16.47,1,43,9.4,6532,300,71913072,103472,840825,7090
Jeff Davis,3,0,0.0,0,0.0,0,0.0,0,0.0,40.33,39,42,35.0,26,42,0.0,0,0,42090,14030,30745,4785
Jeff Fuller,14,0,0.0,0,0.0,0,0.0,0,0.0,27.86,7,43,38.43,22,43,0.07,1,1,606436,43317,75875,4000
Jeff Gordon,805,93,0.11553,325,0.40373,477,0.59255,614,0.76273,10.51,1,43,12.51,1,43,30.98,24936,431,108897229,136634,1497150,4180
Jeff Green,270,0,0.0,5,0.01852,16,0.05926,80,0.2963,26.31,1,43,25.66,2,43,0.98,265,71,21123999,78237,289499,4700
Jeff Halverson,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,36.0,36,36,0.0,0,0,490,490,490,490
Jeff Handy,2,0,0.0,0,0.0,0,0.0,1,0.5,33.5,28,39,24.0,20,28,0.0,0,0,2190,1095,1820,370
Jeff Hawkins,9,0,0.0,1,0.11111,2,0.22222,6,0.66667,19.78,7,43,18.67,5,33,0.0,0,0,2685,298,1085,100
Jeff Hooker,5,0,0.0,0,0.0,0,0.0,1,0.2,32.8,22,40,30.0,20,40,0.0,0,0,5595,1119,1400,710
Jeff Krogh,2,0,0.0,0,0.0,0,0.0,0,0.0,36.0,28,44,38.0,35,41,0.0,0,0,19680,9840,10215,9465
Jeff McClure,1,0,0.0,0,0.0,0,0.0,0,0.0,39.0,39,39,31.0,31,31,0.0,0,0,5990,5990,5990,5990
Jeff McDuffie,5,0,0.0,0,0.0,0,0.0,4,0.8,28.0,20,34,18.6,16,23,0.0,0,0,5605,1121,1875,775
Jeff Purvis,50,0,0.0,0,0.0,0,0.0,4,0.08,25.76,6,39,31.32,12,43,0.08,4,2,787748,15755,111384,2375
Jeff Swindell,2,0,0.0,0,0.0,0,0.0,0,0.0,22.0,11,33,32.5,31,34,0.0,0,0,6390,3195,5230,1160
Jeffrey Earnhardt,76,0,0.0,0,0.0,0,0.0,1,0.01316,36.18,19,42,32.96,11,40,0.03,2,2,141695,70848,78990,62705
Jenson Button,3,0,0.0,0,0.0,0,0.0,1,0.33333,21.0,8,31,22.33,18,28,0.0,0,0,0,,,
Jeremy Mayfield,433,5,0.01155,48,0.11085,96,0.22171,210,0.48499,20.9,1,43,21.52,1,44,5.66,2451,173,29435083,67979,375705,4830
Jerome Warren,5,0,0.0,0,0.0,0,0.0,1,0.2,26.8,20,35,27.2,18,35,0.0,0,0,435,87,125,50
Jerry Barnett,2,0,0.0,0,0.0,0,0.0,0,0.0,33.5,33,34,33.5,30,37,0.0,0,0,1260,630,680,580
Jerry Benjamin,5,0,0.0,0,0.0,0,0.0,0,0.0,26.0,13,48,30.8,24,39,0.0,0,0,185,46,100,10
Jerry Bowman,19,0,0.0,0,0.0,0,0.0,4,0.21053,30.89,23,39,28.79,13,38,0.0,0,0,27880,1467,2515,750
Jerry Burnett,1,0,0.0,0,0.0,0,0.0,1,1.0,12.0,12,12,16.0,16,16,0.0,0,0,75,75,75,75
Jerry Carver,2,0,0.0,0,0.0,0,0.0,2,1.0,,,,14.5,11,18,0.0,0,0,50,25,25,25
Jerry Churchill,7,0,0.0,0,0.0,0,0.0,3,0.42857,30.57,21,39,26.0,14,40,0.0,0,0,2685,384,870,200
Jerry Cranmer,10,0,0.0,0,0.0,0,0.0,3,0.3,29.1,23,35,21.3,13,26,0.0,0,0,44170,4417,5735,3375
Jerry Draper,10,0,0.0,0,0.0,3,0.3,6,0.6,19.0,3,37,18.6,6,40,0.0,0,0,915,102,200,25
Jerry Earl,1,0,0.0,0,0.0,1,1.0,1,1.0,,,,8.0,8,8,0.0,0,0,100,100,100,100
Jerry Grant,19,0,0.0,2,0.10526,4,0.21053,9,0.47368,16.42,7,43,22.21,5,43,0.11,2,1,18305,963,4725,100
Jerry Green,1,0,0.0,0,0.0,0,0.0,0,0.0,26.0,26,26,25.0,25,25,0.0,0,0,65,65,65,65
Jerry Griffin,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,21.0,21,21,0.0,0,0,790,790,790,790
Jerry Groh,2,0,0.0,0,0.0,0,0.0,2,1.0,,,,15.0,14,16,0.0,0,0,50,25,25,25
Jerry Hansen,3,0,0.0,0,0.0,0,0.0,0,0.0,34.67,30,39,29.67,25,38,0.0,0,0,3230,1077,1160,950
Jerry Hill,8,0,0.0,0,0.0,0,0.0,0,0.0,38.38,36,40,36.25,27,38,0.0,0,0,37565,4696,6460,3475
Jerry Holden,3,0,0.0,0,0.0,0,0.0,0,0.0,38.67,37,40,33.33,28,42,0.0,0,0,5300,1767,2850,1200
Jerry Hufflin,3,0,0.0,0,0.0,0,0.0,0,0.0,32.33,27,40,28.33,23,37,0.0,0,0,3650,1217,2750,415
Jerry Johnson,1,0,0.0,0,0.0,0,0.0,1,1.0,27.0,27,27,11.0,11,11,0.0,0,0,100,100,100,100
Jerry Jolly,5,0,0.0,0,0.0,0,0.0,1,0.2,33.0,26,39,31.2,20,40,0.0,0,0,8895,1779,3720,715
Jerry Kempf,1,0,0.0,0,0.0,0,0.0,0,0.0,34.0,34,34,49.0,49,49,0.0,0,0,0,,,
Jerry Keyes,1,0,0.0,0,0.0,0,0.0,0,0.0,19.0,19,19,23.0,23,23,0.0,0,0,25,25,25,25
Jerry Morese,3,0,0.0,1,0.33333,1,0.33333,3,1.0,,,,9.0,5,11,0.0,0,0,325,108,200,25
Jerry Nadeau,177,1,0.00565,9,0.05085,19,0.10734,52,0.29379,20.92,2,42,26.27,1,43,3.66,648,155,9003701,50868,210875,14890
Jerry O'Neil,16,0,0.0,0,0.0,0,0.0,0,0.0,34.5,25,39,32.25,21,40,0.0,0,0,78415,4901,17805,1740
Jerry Oliver,9,0,0.0,1,0.11111,2,0.22222,4,0.44444,28.22,14,40,19.67,5,31,0.0,0,0,8885,987,1945,510
Jerry Plotts,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,27.0,27,27,0.0,0,0,25,25,25,25
Jerry Robertson,1,0,0.0,0,0.0,0,0.0,0,0.0,43.0,43,43,41.0,41,41,0.0,0,0,60035,60035,60035,60035
Jerry Roedell,1,0,0.0,0,0.0,0,0.0,0,0.0,28.0,28,28,31.0,31,31,0.0,0,0,200,200,200,200
Jerry Russo,1,0,0.0,0,0.0,0,0.0,0,0.0,3.0,3,3,22.0,22,22,0.0,0,0,0,,,
Jerry Schild,5,0,0.0,0,0.0,1,0.2,3,0.6,25.8,18,37,22.2,8,40,0.0,0,0,8396,1679,3100,1075
Jerry Sisco,4,0,0.0,0,0.0,0,0.0,1,0.25,24.0,15,29,20.25,11,26,0.0,0,0,3365,841,1275,295
Jerry Smith,3,0,0.0,0,0.0,0,0.0,3,1.0,26.67,19,36,18.0,18,18,0.0,0,0,275,92,165,50
Jerry Titus,1,0,0.0,0,0.0,0,0.0,0,0.0,23.0,23,23,39.0,39,39,0.0,0,0,500,500,500,500
Jerry Wimbish,9,0,0.0,2,0.22222,4,0.44444,7,0.77778,11.14,6,20,14.0,5,23,0.0,0,0,845,94,300,25
Jess Anderson,1,0,0.0,0,0.0,0,0.0,0,0.0,20.0,20,20,21.0,21,21,0.0,0,0,25,25,25,25
Jess Nelson,1,0,0.0,0,0.0,0,0.0,1,1.0,18.0,18,18,15.0,15,15,0.0,0,0,50,50,50,50
Jesse James Taylor,16,0,0.0,1,0.0625,3,0.1875,8,0.5,24.83,1,75,25.0,2,69,6.88,110,95,3775,270,2800,25
Jesse Little,2,0,0.0,0,0.0,0,0.0,0,0.0,35.5,33,38,35.0,35,35,0.0,0,0,0,,,
Jesse Samples,1,0,0.0,0,0.0,0,0.0,0,0.0,33.0,33,33,25.0,25,25,0.0,0,0,495,495,495,495
"Jesse Samples, Jr.",2,0,0.0,0,0.0,0,0.0,0,0.0,26.0,25,27,35.0,29,41,0.0,0,0,2410,1205,1250,1160
Jesse White,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,15.0,15,15,0.0,0,0,25,25,25,25
Jim Austin,7,0,0.0,0,0.0,0,0.0,4,0.57143,27.0,15,57,22.43,12,50,0.0,0,0,750,107,200,70
Jim Baker,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,13.0,13,13,0.0,0,0,25,25,25,25
Jim Bennett,7,0,0.0,1,0.14286,2,0.28571,5,0.71429,12.29,3,22,19.29,5,41,0.0,0,0,1450,242,500,50
Jim Bickerstaff,1,0,0.0,0,0.0,0,0.0,0,0.0,19.0,19,19,22.0,22,22,0.0,0,0,50,50,50,50
Jim Blomgren,20,0,0.0,2,0.1,6,0.3,15,0.75,18.61,4,28,14.7,4,27,0.0,0,0,2695,142,500,25
Jim Bossic,1,0,0.0,0,0.0,0,0.0,1,1.0,14.0,14,14,14.0,14,14,0.0,0,0,25,25,25,25
Jim Bown,23,0,0.0,0,0.0,1,0.04348,3,0.13043,27.22,7,42,29.96,10,42,0.17,4,4,55000,2391,6675,625
Jim Boyd,2,0,0.0,0,0.0,0,0.0,1,0.5,32.5,26,39,20.5,14,27,0.0,0,0,2335,1168,1335,1000
Jim Bray,15,0,0.0,0,0.0,0,0.0,6,0.4,28.6,15,45,24.6,13,42,0.0,0,0,6470,431,1090,75
Jim Byrd,3,0,0.0,0,0.0,1,0.33333,2,0.66667,18.0,18,18,16.67,10,23,0.0,0,0,100,33,50,25
Jim Carrusso,2,0,0.0,0,0.0,0,0.0,2,1.0,,,,19.5,19,20,0.0,0,0,25,25,25,25
Jim Clark,7,0,0.0,0,0.0,1,0.14286,6,0.85714,16.33,7,30,14.43,6,30,0.0,0,0,425,61,250,25
Jim Conway,2,0,0.0,0,0.0,0,0.0,1,0.5,23.5,14,33,29.0,14,44,0.0,0,0,600,300,500,100
Jim Cook,39,1,0.02564,4,0.10256,7,0.17949,22,0.5641,21.14,1,51,20.05,1,45,2.23,87,87,10770,291,1100,25
Jim Cooper,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,26.0,26,26,0.0,0,0,0,,,
Jim Cushman,7,0,0.0,0,0.0,1,0.14286,4,0.57143,33.71,17,47,18.86,9,27,0.0,0,0,1525,218,550,50
Jim Delaney,11,0,0.0,1,0.09091,3,0.27273,8,0.72727,33.0,3,72,20.18,5,53,0.0,0,0,625,69,200,25
Jim Derhaag,1,0,0.0,0,0.0,0,0.0,1,1.0,38.0,38,38,20.0,20,20,0.0,0,0,5120,5120,5120,5120
Jim Dimeo,3,0,0.0,0,0.0,1,0.33333,2,0.66667,26.0,21,36,19.0,8,36,0.0,0,0,385,128,175,100
Jim Donovan,2,0,0.0,0,0.0,0,0.0,2,1.0,18.0,18,18,14.5,14,15,0.0,0,0,200,100,100,100
Jim Dunn,1,0,0.0,0,0.0,0,0.0,0,0.0,42.0,42,42,42.0,42,42,0.0,0,0,100,100,100,100
Jim Ewing,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,18.0,18,18,0.0,0,0,25,25,25,25
Jim Fiebelkorn,18,0,0.0,1,0.05556,4,0.22222,12,0.66667,30.29,11,52,18.94,2,42,0.0,0,0,1385,81,700,10
Jim Fitzgerald,2,0,0.0,0,0.0,0,0.0,1,0.5,36.0,35,37,28.0,17,39,0.0,0,0,2600,1300,1675,925
Jim Fox,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,16.0,16,16,0.0,0,0,25,25,25,25
Jim Frey,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,25.0,25,25,0.0,0,0,0,,,
Jim Gillette,2,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,24.0,24,24,0.0,0,0,140,140,140,140
Jim Gilliam,1,0,0.0,0,0.0,0,0.0,0,0.0,35.0,35,35,25.0,25,25,0.0,0,0,1025,1025,1025,1025
Jim Graham,5,0,0.0,1,0.2,2,0.4,4,0.8,7.6,3,15,10.4,3,21,0.0,0,0,995,249,495,100
Jim Hart,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,16.0,16,16,0.0,0,0,25,25,25,25
Jim Heath,2,0,0.0,0,0.0,1,0.5,1,0.5,18.0,18,18,17.0,9,25,0.0,0,0,140,70,100,40
Jim Hendrickson,2,0,0.0,0,0.0,0,0.0,1,0.5,25.0,16,34,20.0,17,23,0.0,0,0,275,138,200,75
Jim Hopkinson,1,0,0.0,0,0.0,0,0.0,0,0.0,36.0,36,36,27.0,27,27,0.0,0,0,750,750,750,750
Jim Hull,2,0,0.0,0,0.0,0,0.0,0,0.0,35.0,29,41,27.5,23,32,0.0,0,0,6960,3480,5390,1570
Jim Hunter,5,0,0.0,2,0.4,2,0.4,3,0.6,14.4,1,36,15.2,3,33,0.0,0,0,1020,255,400,120
Jim Hurlbert,3,0,0.0,0,0.0,0,0.0,0,0.0,29.67,27,32,34.0,24,40,0.0,0,0,5780,1927,2950,1400
Jim Hurtubise,36,1,0.02778,3,0.08333,11,0.30556,18,0.5,18.67,3,47,19.36,1,42,4.44,160,139,60245,1721,18370,100
Jim Inglebright,2,0,0.0,0,0.0,0,0.0,1,0.5,31.0,28,34,25.5,19,32,0.0,0,0,117740,58870,70550,47190
Jim Jones,1,0,0.0,0,0.0,0,0.0,0,0.0,17.0,17,17,26.0,26,26,0.0,0,0,0,,,
Jim Lacy,4,0,0.0,0,0.0,0,0.0,1,0.25,,,,32.0,14,62,0.0,0,0,125,42,75,25
Jim Lamport,1,0,0.0,0,0.0,0,0.0,1,1.0,30.0,30,30,12.0,12,12,0.0,0,0,150,150,150,150
Jim Lee,3,0,0.0,0,0.0,0,0.0,0,0.0,29.33,24,36,29.67,23,34,0.0,0,0,2410,803,1150,610
Jim Lineberger,1,0,0.0,0,0.0,0,0.0,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,925,925,925,925
Jim Linke,7,0,0.0,0,0.0,1,0.14286,4,0.57143,22.29,8,52,21.71,7,50,0.0,0,0,570,95,175,50
Jim Little,1,0,0.0,0,0.0,1,1.0,1,1.0,,,,9.0,9,9,0.0,0,0,75,75,75,75
Jim Locke,1,0,0.0,0,0.0,0,0.0,0,0.0,45.0,45,45,35.0,35,35,0.0,0,0,225,225,225,225
Jim Luke,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,22.0,22,22,0.0,0,0,0,,,
Jim Malloy,1,0,0.0,0,0.0,0,0.0,0,0.0,30.0,30,30,21.0,21,21,0.0,0,0,100,100,100,100
Jim Mayes,2,0,0.0,0,0.0,0,0.0,1,0.5,12.0,12,12,23.5,13,34,0.0,0,0,50,25,25,25
Jim McCorkindale,1,0,0.0,0,0.0,0,0.0,0,0.0,12.0,12,12,30.0,30,30,0.0,0,0,110,110,110,110
Jim McElreath,4,0,0.0,0,0.0,0,0.0,2,0.5,18.25,6,26,22.25,13,36,0.0,0,0,2790,698,1440,125
Jim McGuirk,9,0,0.0,0,0.0,0,0.0,3,0.33333,28.89,13,53,22.89,11,38,0.0,0,0,1975,329,650,100
Jim McLain,4,0,0.0,0,0.0,0,0.0,1,0.25,24.33,22,26,23.25,20,29,0.0,0,0,160,40,50,25
Jim Metzler,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,39.0,39,39,0.0,0,0,10,10,10,10
Jim Millard,1,0,0.0,0,0.0,1,1.0,1,1.0,14.0,14,14,7.0,7,7,0.0,0,0,100,100,100,100
Jim Miller,1,0,0.0,0,0.0,0,0.0,0,0.0,29.0,29,29,33.0,33,33,0.0,0,0,0,,,
Jim Mundy,1,0,0.0,0,0.0,0,0.0,1,1.0,24.0,24,24,19.0,19,19,0.0,0,0,50,50,50,50
Jim Murray,2,0,0.0,1,0.5,1,0.5,1,0.5,28.0,19,37,15.5,5,26,0.0,0,0,330,165,270,60
Jim Ord,2,0,0.0,0,0.0,1,0.5,2,1.0,20.0,14,26,10.5,8,13,0.0,0,0,225,113,175,50
Jim Parsley,11,0,0.0,0,0.0,5,0.45455,9,0.81818,18.88,12,29,13.73,6,26,0.0,0,0,1285,117,200,50
Jim Paschal,421,25,0.05938,149,0.35392,230,0.54632,328,0.7791,10.91,1,55,12.53,1,66,11.33,4771,368,280453,706,28450,10
Jim Raptis,3,0,0.0,0,0.0,0,0.0,0,0.0,30.67,21,39,36.33,30,40,0.0,0,0,2530,843,1070,640
Jim Rathmann,3,0,0.0,0,0.0,0,0.0,1,0.33333,13.33,9,18,32.0,12,52,0.0,0,0,50,50,50,50
Jim Reed,106,7,0.06604,38,0.35849,47,0.4434,70,0.66038,12.09,1,53,15.71,1,54,14.66,1554,300,51674,574,17250,25
Jim Reich,2,0,0.0,0,0.0,1,0.5,2,1.0,20.0,19,21,14.5,10,19,0.0,0,0,4865,2433,3515,1350
Jim Rhoades,6,0,0.0,0,0.0,1,0.16667,2,0.33333,24.6,16,38,22.67,9,34,0.0,0,0,485,81,150,50
Jim Robinson,21,0,0.0,0,0.0,2,0.09524,10,0.47619,22.95,11,41,20.9,6,36,0.0,0,0,58470,2784,5835,755
Jim Romine,5,0,0.0,0,0.0,1,0.2,2,0.4,15.0,15,15,26.0,10,47,0.0,0,0,100,33,50,25
Jim Roper,2,1,0.5,1,0.5,1,0.5,2,1.0,12.0,12,12,8.0,1,15,23.5,47,47,2050,1025,2000,50
Jim Ross,2,0,0.0,0,0.0,0,0.0,1,0.5,19.0,19,19,22.0,17,27,0.0,0,0,50,25,25,25
Jim Russell,4,0,0.0,0,0.0,0,0.0,2,0.5,20.75,15,23,30.25,17,56,0.0,0,0,150,75,100,50
Jim Sauter,76,0,0.0,0,0.0,4,0.05263,25,0.32895,30.08,5,41,25.45,9,41,0.28,21,8,452102,5949,28645,900
Jim Sills,1,0,0.0,0,0.0,0,0.0,1,1.0,23.0,23,23,11.0,11,11,0.0,0,0,150,150,150,150
Jim Southard,5,0,0.0,0,0.0,0,0.0,2,0.4,35.8,29,39,24.8,20,31,0.0,0,0,8935,1787,2750,900
Jim Stapley,1,0,0.0,0,0.0,0,0.0,0,0.0,19.0,19,19,29.0,29,29,0.0,0,0,0,,,
Jim Stewart,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,12.0,12,12,0.0,0,0,100,100,100,100
Jim Street,1,0,0.0,0,0.0,0,0.0,0,0.0,17.0,17,17,24.0,24,24,0.0,0,0,50,50,50,50
Jim Tatum,5,0,0.0,0,0.0,0,0.0,4,0.8,23.6,21,28,19.4,12,29,0.0,0,0,545,109,125,100
Jim Thirkettle,9,0,0.0,0,0.0,3,0.33333,5,0.55556,18.0,10,29,19.89,8,34,0.11,1,1,15045,1672,3740,715
Jim Thompson,2,0,0.0,0,0.0,0,0.0,1,0.5,37.5,8,67,36.5,19,54,0.0,0,0,200,100,150,50
Jim V. Cook,1,0,0.0,0,0.0,0,0.0,0,0.0,,,,23.0,23,23,0.0,0,0,0,,,
Jim Vandiver,85,0,0.0,5,0.05882,24,0.28235,39,0.45882,20.45,2,40,22.25,2,51,1.38,117,102,166528,1959,12400,100
Jim Watkins,3,0,0.0,0,0.0,0,0.0,3,1.0,16.67,13,20,15.33,12,18,0.0,0,0,300,100,100,100
Jim Wesley,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,17.0,17,17,0.0,0,0,0,,,
Jim Whitman,5,0,0.0,0,0.0,0,0.0,2,0.4,27.0,10,41,24.8,16,47,0.0,0,0,1450,290,700,50
Jim Whitt,5,0,0.0,0,0.0,0,0.0,2,0.4,31.0,27,37,25.4,18,37,0.0,0,0,5265,1053,1920,640
Jim Wilson,3,0,0.0,0,0.0,0,0.0,2,0.66667,19.0,16,24,35.0,13,73,0.0,0,0,100,50,50,50
Jim Wright,1,0,0.0,0,0.0,0,0.0,0,0.0,10.0,10,10,23.0,23,23,0.0,0,0,125,125,125,125
Jimmie Johnson,695,83,0.11942,232,0.33381,374,0.53813,527,0.75827,12.5,1,43,13.37,1,42,27.25,18941,346,90756036,179006,1525275,32695
