owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Bob Tullius,9,0,0.0,31.33,22,37,21.56,9,40,0.89,8,8,99.11,,33762,3751,6082,1700
Bob Walden,22,0,0.0,20.4,8,44,11.91,4,28,0.0,0,0,,,2650,126,250,25
Bob Weatherly,4,0,0.0,34.0,20,44,26.75,14,42,0.0,0,0,,,475,119,150,85
Bob Welborn,83,2,0.0241,14.44,1,69,15.05,1,65,7.59,630,435,,,26010,351,3200,25
Bob Whitcomb,134,2,0.01493,21.56,4,42,21.36,1,41,0.88,118,93,99.87,,1413730,10550,188150,1610
Bob White,5,0,0.0,17.75,5,24,25.0,9,47,0.0,0,0,,,450,150,250,50
Bob Whitmire,2,0,0.0,23.5,18,29,15.0,15,15,0.0,0,0,,,200,100,100,100
Bob Widenhouse,8,0,0.0,17.0,10,28,25.75,11,53,0.0,0,0,,,575,82,275,25
Bobby Allison,347,6,0.01729,16.02,1,42,18.15,1,43,9.7,3367,357,103.03,,3665190,10563,77960,200
Bobby Black,1,0,0.0,28.0,28,28,17.0,17,17,0.0,0,0,,,440,440,440,440
Bobby Courtwright,5,0,0.0,19.5,19,20,11.0,5,17,0.0,0,0,,,300,60,200,25
Bobby Eller,10,0,0.0,31.1,18,40,26.9,13,40,0.0,0,0,82.3,,18575,1858,4940,780
Bobby Fisher,3,0,0.0,19.67,18,21,33.33,29,40,0.0,0,0,37.67,,2875,958,1465,515
Bobby Fox,1,0,0.0,36.0,36,36,25.0,25,25,0.0,0,0,88.0,,1495,1495,1495,1495
Bobby Gerhart / Billy Gerhart,22,0,0.0,33.91,24,40,29.73,19,39,0.0,0,0,73.82,,51970,2362,6090,750
Bobby Ginn,88,0,0.0,23.44,3,42,23.9,2,43,0.89,78,26,92.99,,9911943,112636,1102258,57750
Bobby Greene,2,0,0.0,,,,14.0,11,17,0.0,0,0,,,50,50,50,50
Bobby Hamilton Racing,3,0,0.0,30.33,26,35,30.0,27,33,0.0,0,0,73.0,,249400,83133,135325,35500
Bobby Hawkins,43,0,0.0,13.81,1,32,24.49,3,41,0.81,35,18,91.14,,202825,4717,25655,600
"Bobby Hillin, Sr.",17,0,0.0,28.59,21,40,22.18,11,41,0.0,0,0,96.47,,40105,2359,6200,805
Bobby Keck,80,0,0.0,19.96,4,43,16.74,6,46,0.0,0,0,,,7055,94,220,25
Bobby Lee,5,0,0.0,20.0,9,36,23.8,12,32,0.0,0,0,,,285,71,110,25
Bobby Mausgrover,6,0,0.0,37.0,31,45,28.17,18,39,0.0,0,0,,,5590,932,1420,620
Bobby Reeves,1,0,0.0,21.0,21,21,29.0,29,29,0.0,0,0,76.0,,1290,1290,1290,1290
Bobby Sands,1,0,0.0,30.0,30,30,30.0,30,30,0.0,0,0,73.0,,450,450,450,450
Bobby Waddell,27,0,0.0,20.59,7,45,21.04,9,48,0.0,0,0,,,2445,106,320,40
Bobby Wawak,135,0,0.0,31.01,7,44,24.53,7,43,0.01,2,2,88.15,,224437,1675,18305,100
Bondy Long,207,29,0.1401,7.02,1,39,9.39,1,45,33.96,7029,424,,,263581,1292,21060,50
Boyce Gillette,1,0,0.0,26.0,26,26,10.0,10,10,0.0,0,0,,,50,50,50,50
Brad Akins / Bob Sutton,2,0,0.0,33.5,33,34,14.5,10,19,0.0,0,0,120.0,,21715,10858,13200,8515
Brandon Davis,60,0,0.0,32.73,18,43,31.95,12,42,0.08,5,4,10.05,,5741426,95690,318338,52380
Brazee Used Cars,1,0,0.0,,,,8.0,8,8,0.0,0,0,,,125,125,125,125
Brett Bodine,231,0,0.0,27.77,3,43,27.61,6,43,0.17,39,12,80.71,,9048185,39170,158001,15520
Brian Ross,1,0,0.0,36.0,36,36,39.0,39,39,0.0,0,0,46.0,,3475,3475,3475,3475
Brittan Schnell,1,0,0.0,28.0,28,28,43.0,43,43,0.0,0,0,34.0,,36552,36552,36552,36552
Brooks Brothers,19,0,0.0,22.42,12,37,15.47,7,34,0.0,0,0,,,1220,72,200,25
Brooks Motors,13,0,0.0,13.0,1,23,13.77,2,31,1.38,18,18,,,2650,331,1000,50
Brownie King,16,0,0.0,22.56,15,50,18.06,11,32,0.0,0,0,,,1025,79,100,50
Brownie Pitt,44,0,0.0,20.48,3,63,20.89,6,57,0.0,0,0,,,2505,86,250,25
Bruce Atchley,7,0,0.0,17.33,13,27,20.14,15,26,0.0,0,0,,,225,32,50,25
Bruce Brantley,4,0,0.0,26.25,13,42,26.0,6,43,0.0,0,0,,,840,210,300,50
Bruce Hill,70,0,0.0,19.11,8,42,21.84,5,47,0.13,9,4,97.27,,129855,1855,5600,500
Bruce Root,1,0,0.0,18.0,18,18,19.0,19,19,0.0,0,0,,,25,25,25,25
Bruce Thompson,19,0,0.0,13.19,4,27,14.79,4,28,0.0,0,0,,,2425,143,500,50
Bruce Worrell,1,0,0.0,29.0,29,29,41.0,41,41,0.0,0,0,,,500,500,500,500
Bryan Mullet,4,0,0.0,35.0,29,43,39.25,32,43,0.0,0,0,45.25,,253844,63461,68050,60093
Bryan Smith,52,0,0.0,32.9,21,40,29.94,16,40,0.0,0,0,7.4,0.0,0,,,
Bub King,33,0,0.0,19.06,5,55,16.73,3,69,0.0,0,0,,,3505,110,1230,25
Bub Strickler,19,0,0.0,22.47,9,36,18.63,3,50,0.0,0,0,,,9390,522,1375,100
Buck Baity,1,0,0.0,77.0,77,77,61.0,61,61,0.0,0,0,,,0,,,
Buck Baker,779,13,0.01669,16.04,1,54,14.86,1,56,1.87,1456,180,76.4,,315213,417,9170,25
Buck Brigance,16,0,0.0,18.69,10,41,17.75,7,36,0.0,0,0,,,1100,79,175,50
Buck McCardell,2,0,0.0,16.5,10,23,26.5,20,33,0.0,0,0,,,35,18,25,10
Buckshot Morris,20,2,0.1,16.92,2,50,12.1,1,48,4.95,99,49,,,7190,399,1800,25
Bucky Sager,6,0,0.0,21.5,3,33,19.83,2,27,24.33,146,146,,,825,206,750,25
Bud Barry,2,0,0.0,32.0,19,45,17.0,14,20,0.0,0,0,,,75,38,50,25
Bud Crothers,3,0,0.0,20.33,5,32,19.33,10,27,0.0,0,0,,,475,158,225,100
Bud Gardner,1,0,0.0,23.0,23,23,13.0,13,13,0.0,0,0,,,100,100,100,100
Bud Harbaugh,1,0,0.0,55.0,55,55,15.0,15,15,0.0,0,0,,,100,100,100,100
Bud Harless,1,0,0.0,34.0,34,34,23.0,23,23,0.0,0,0,,,605,605,605,605
Bud Hartje,87,0,0.0,10.18,1,25,8.43,2,43,3.53,307,146,,,68505,787,10925,100
Bud Kutina,1,0,0.0,18.0,18,18,11.0,11,11,0.0,0,0,,,140,140,140,140
Bud Moore,959,63,0.06569,11.3,1,41,14.72,1,43,17.36,16653,373,120.77,,10550160,11001,141450,25
Bud Reeder,54,0,0.0,18.96,1,41,20.61,3,38,1.48,80,40,102.43,,174935,3240,8765,475
Bud Vaughn,2,0,0.0,17.0,11,23,16.0,15,17,0.0,0,0,,,145,73,75,70
Budd Hagelin,3,0,0.0,28.67,11,38,29.0,19,37,0.0,0,0,79.0,,2275,758,1040,515
Budd Olsen,1,0,0.0,12.0,12,12,13.0,13,13,0.0,0,0,,,175,175,175,175
Buddie Boys,3,0,0.0,32.67,26,40,30.33,20,40,0.0,0,0,72.0,,4855,1618,2875,925
Buddy Arrington,615,0,0.0,23.37,3,50,18.74,3,49,0.02,14,4,107.68,,1708032,2809,18120,25
Buddy Baker / Danny Schiff,124,0,0.0,19.52,3,42,19.13,2,41,2.57,319,119,108.3,,994570,8021,74450,1015
Buddy Elliott,17,0,0.0,5.43,2,16,12.88,2,37,0.0,0,0,,,3200,229,1000,25
Buddy Helms,12,0,0.0,24.33,14,36,17.83,10,25,0.0,0,0,,,350,39,75,25
Buddy Krebs,1,0,0.0,16.0,16,16,35.0,35,35,0.0,0,0,,,50,50,50,50
Buddy Shuman,11,0,0.0,16.0,3,36,17.45,5,39,0.0,0,0,,,785,71,210,25
Buddy Teasley,1,0,0.0,25.0,25,25,11.0,11,11,0.0,0,0,,,25,25,25,25
Busch Breakthrough,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,,,585,585,585,585
Buster Davis,15,0,0.0,31.4,17,41,29.0,15,41,0.0,0,0,,,13500,964,1800,210
Butch Gilliland,4,0,0.0,33.75,14,43,30.5,27,38,0.0,0,0,71.5,,20485,5121,7755,3750
Butch Hartman,19,0,0.0,20.89,15,37,18.63,9,36,0.53,10,7,99.38,,28810,1516,2520,545
Butch Hawkersmith,12,0,0.0,30.17,7,54,22.08,5,47,0.0,0,0,138.5,,10525,877,1440,250
Butch Lindley,4,0,0.0,9.0,4,15,24.75,23,27,7.0,28,19,91.25,,7790,1948,5415,600
Butch Mock,209,0,0.0,25.01,1,43,25.22,3,43,0.95,199,58,88.18,,4750824,22731,140135,4155
Buz McCall,53,0,0.0,24.6,2,43,30.51,16,43,0.04,2,1,71.66,,1130419,21329,67600,9954
Buzz McCann,1,0,0.0,17.0,17,17,33.0,33,33,0.0,0,0,,,0,,,
Buzz Wilson,2,0,0.0,14.5,8,21,16.5,11,22,0.0,0,0,,,175,88,125,50
Buzz Woodward,11,0,0.0,19.86,8,33,11.64,5,24,0.0,0,0,,,1820,165,400,60
Buzzy Boehmen,1,0,0.0,,,,23.0,23,23,0.0,0,0,,,0,,,
Byrd Johnson,6,0,0.0,19.5,19,20,19.67,8,44,0.0,0,0,,,300,75,150,25
Byron Beatty,1,0,0.0,71.0,71,71,25.0,25,25,0.0,0,0,,,0,,,
Byron King,1,0,0.0,27.0,27,27,14.0,14,14,0.0,0,0,,,60,60,60,60
C.B. Gwyn,1,0,0.0,15.0,15,15,24.0,24,24,0.0,0,0,,,1150,1150,1150,1150
C.C. Holt,2,0,0.0,26.0,26,26,22.5,21,24,0.0,0,0,95.5,,685,343,375,310
C.D. Wilson,7,0,0.0,16.86,1,44,21.86,2,52,0.0,0,0,,,1145,229,700,35
C.H. Dingler,16,0,0.0,16.71,10,21,15.94,8,30,0.0,0,0,,,760,54,100,25
C.J. Grana,5,0,0.0,20.0,14,28,19.4,9,30,0.0,0,0,,,4360,872,1275,325
C.L. Crawford,21,0,0.0,25.48,10,43,16.33,7,38,0.0,0,0,,,6710,320,1175,100
C.L. Kilpatrick,21,0,0.0,20.71,6,35,16.38,5,36,0.0,0,0,,,3200,160,325,50
C.M. Julian,15,0,0.0,21.27,11,47,18.87,9,50,0.0,0,0,,,1815,130,300,50
Cain-Bowman,1,0,0.0,69.0,69,69,50.0,50,50,0.0,0,0,,,50,50,50,50
Cal Connell,1,0,0.0,40.0,40,40,48.0,48,48,0.0,0,0,,,0,,,
Cal Wells,260,2,0.00769,25.13,1,43,26.92,1,43,2.3,598,129,83.28,,18297110,70374,265455,22030
Cale Yarborough,371,1,0.0027,21.9,1,43,23.96,1,43,1.43,529,113,92.03,,6257058,16865,139096,1175
Cannonball Brown,2,0,0.0,36.0,18,54,30.5,18,43,0.0,0,0,,,50,50,50,50
Carl Anderson,1,0,0.0,32.0,32,32,37.0,37,37,0.0,0,0,52.0,,1150,1150,1150,1150
Carl Burris,4,0,0.0,27.33,16,49,24.5,9,47,0.0,0,0,,,375,125,300,25
Carl Dane,12,1,0.08333,17.64,2,30,20.17,1,42,4.5,54,54,,,6670,556,1570,100
Carl Hammill,2,0,0.0,19.0,13,25,12.5,12,13,0.0,0,0,,,160,80,100,60
Carl Joiner,5,0,0.0,27.6,12,40,25.8,20,31,0.0,0,0,85.0,,4165,833,1240,375
Carl Kiekhaefer,190,52,0.27368,6.01,1,39,8.15,1,71,42.45,8065,259,,,125129,703,5000,25
Carl Krueger,10,0,0.0,16.67,4,27,16.0,5,28,0.0,0,0,,,860,96,300,25
Carl Long,117,0,0.0,37.17,27,40,33.88,14,40,0.02,2,1,0.3,0.0,0,,,
Carl Manis,2,0,0.0,33.0,20,46,35.0,24,46,0.0,0,0,,,1100,550,900,200
Carl Mays,4,0,0.0,9.5,5,13,13.0,4,26,0.0,0,0,,,510,128,350,35
Carl Miller,3,0,0.0,29.67,22,39,31.67,14,48,0.0,0,0,,,1775,592,870,270
Carl Price,5,0,0.0,24.8,16,31,34.6,23,40,0.0,0,0,,,4420,884,1510,405
Carl Rupert,26,2,0.07692,10.92,2,39,10.42,1,36,7.65,199,52,,,11145,446,1825,50
Carl Tyler,12,0,0.0,27.0,13,52,23.75,11,54,0.0,0,0,,,895,81,150,50
Carl Wesson,3,0,0.0,28.67,18,44,20.0,11,31,0.0,0,0,,,100,33,50,25
Carmen Amica,23,0,0.0,17.67,7,35,16.96,3,40,0.0,0,0,,,1880,94,450,25
Carson Dyer,3,0,0.0,24.0,11,37,32.0,11,51,0.0,0,0,,,50,25,25,25
Casper Hensley,41,0,0.0,18.05,1,44,19.05,3,41,0.0,0,0,,,15665,392,1115,100
Cathy Venturini,7,0,0.0,34.86,28,39,31.0,18,40,0.0,0,0,70.0,,31570,4510,6255,2975
Cecil Gordon,416,0,0.0,20.8,2,50,17.24,2,43,0.31,128,104,105.77,,810134,1947,10400,200
Central Chevrolet Corp.,1,0,0.0,20.0,20,20,42.0,42,42,0.0,0,0,,,0,,,
Chapman Racing,1,0,0.0,39.0,39,39,33.0,33,33,0.0,0,0,64.0,,1745,1745,1745,1745
Charles Bell,3,0,0.0,25.67,23,30,20.67,15,25,0.0,0,0,,,1840,613,725,540
Charles Dean,10,0,0.0,29.1,14,39,28.5,12,40,0.2,2,2,73.5,,16400,1640,3720,400
Charles French,7,0,0.0,19.86,5,34,20.0,16,27,0.0,0,0,,,785,112,200,50
Charles Gattalia,10,0,0.0,14.0,7,28,12.5,6,17,0.0,0,0,,,535,54,150,25
Charles Griffin,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,,,300,300,300,300
Charles Hardy,6,0,0.0,30.33,16,37,18.83,9,40,0.67,4,2,108.5,,84635,14106,32000,8065
Charles Heckert,1,0,0.0,36.0,36,36,31.0,31,31,0.0,0,0,,,670,670,670,670
Charles Johnson,1,0,0.0,32.0,32,32,22.0,22,22,0.0,0,0,,,100,100,100,100
Charles Little,7,0,0.0,31.0,18,36,26.0,15,50,0.0,0,0,85.0,,10030,1433,2590,520
Charles Meacham,4,0,0.0,37.25,33,39,36.5,34,38,0.0,0,0,53.5,,11170,2793,3525,2210
Charles Mobley,2,0,0.0,42.0,42,42,27.5,11,44,0.0,0,0,,,50,50,50,50
Charles Noble,1,0,0.0,17.0,17,17,23.0,23,23,0.0,0,0,94.0,,1015,1015,1015,1015
Charles Oldham,1,0,0.0,61.0,61,61,37.0,37,37,0.0,0,0,,,25,25,25,25
Charles Powell,2,0,0.0,42.5,42,43,42.0,40,44,0.0,0,0,,,1000,500,500,500
Charles Robinson,104,9,0.08654,6.9,1,26,9.67,1,35,22.76,2367,212,,,77195,742,11600,50
Charles Roscoe,3,0,0.0,16.0,16,16,11.33,9,15,0.0,0,0,,,200,67,100,25
Charles Vance,11,1,0.09091,10.71,3,20,17.18,1,52,19.18,211,211,,,3220,358,1500,25
Charles Venable,2,0,0.0,42.5,22,63,44.0,13,75,0.0,0,0,,,50,50,50,50
Charles Wagoner,2,0,0.0,30.0,26,34,34.5,34,35,0.0,0,0,,,1295,648,655,640
Charles Weidler,2,0,0.0,48.0,48,48,38.5,30,47,0.0,0,0,,,25,25,25,25
Charles Williamson,1,0,0.0,16.0,16,16,30.0,30,30,0.0,0,0,73.0,,755,755,755,755
Charley Griffith,9,0,0.0,20.11,8,40,19.78,3,39,0.0,0,0,,,5170,862,4600,50
Charlie Bradberry,2,0,0.0,29.5,29,30,42.0,41,43,0.0,0,0,37.0,,14295,7148,9840,4455
Charlie Causey,4,0,0.0,40.0,40,40,18.75,13,24,0.0,0,0,,,100,25,25,25
Charlie Chapman,13,0,0.0,30.27,13,57,18.23,6,30,0.0,0,0,,,2410,219,500,50
Charlie Cregar,6,0,0.0,19.0,6,36,21.83,8,54,0.0,0,0,,,600,150,200,100
Charlie DePriest,3,0,0.0,27.33,21,37,22.67,12,41,0.0,0,0,,,225,113,125,100
Charlie Henderson,24,0,0.0,23.13,9,36,22.67,11,40,0.0,0,0,95.0,,42445,1769,9400,660
Charlie Hill,1,0,0.0,7.0,7,7,15.0,15,15,0.0,0,0,,,50,50,50,50
Charlie Hughes,2,0,0.0,23.0,19,27,31.5,13,50,0.0,0,0,,,625,313,500,125
Charlie McGee,40,0,0.0,23.73,7,46,19.58,4,37,0.3,12,8,,,52202,1305,4665,265
Charlie Padovich,1,0,0.0,19.0,19,19,59.0,59,59,0.0,0,0,,,0,,,
Charlie Roberts,84,0,0.0,29.74,8,59,24.13,7,53,0.0,0,0,,,81265,967,2300,100
Charlie Rudolph,2,0,0.0,36.0,36,36,20.5,19,22,0.0,0,0,101.5,,4540,2270,2490,2050
Charlie Schwam,38,1,0.02632,11.21,1,37,16.47,1,58,13.87,527,224,,,21310,666,11750,40
Charlie Stone,1,0,0.0,39.0,39,39,15.0,15,15,0.0,0,0,,,100,100,100,100
Chauncey Crist,1,0,0.0,27.0,27,27,16.0,16,16,0.0,0,0,,,130,130,130,130
Chester Alford,1,0,0.0,17.0,17,17,24.0,24,24,0.0,0,0,,,25,25,25,25
Chester Barron,9,0,0.0,16.67,4,49,20.89,7,42,0.0,0,0,,,850,94,165,50
Chester Papienski,9,0,0.0,30.33,12,37,22.56,9,37,0.0,0,0,94.57,,10160,1129,2190,600
Chester Price,2,0,0.0,14.5,13,16,24.0,16,32,0.0,0,0,,,25,25,25,25
Chet Chiroso,4,0,0.0,17.5,17,18,17.75,9,27,0.0,0,0,,,190,48,100,25
Chet Thomson,2,0,0.0,21.5,17,26,17.5,13,22,0.0,0,0,,,90,45,50,40
Chet Williams,2,0,0.0,33.5,27,40,22.0,17,27,0.0,0,0,,,135,68,110,25
Chick DiNatale,2,0,0.0,28.0,20,36,30.0,23,37,0.0,0,0,,,25,25,25,25
Chick Garno,1,0,0.0,25.0,25,25,20.0,20,20,0.0,0,0,,,50,50,50,50
Chip Ganassi,1351,15,0.0111,19.02,1,43,19.24,1,43,5.08,6866,284,68.32,0.18,99159209,107899,1095766,35625
Chip Lain,4,0,0.0,32.5,26,40,31.5,25,39,0.25,1,1,69.75,,5510,1378,1750,1050
Chip MacPherson,2,0,0.0,31.5,27,36,41.0,41,41,0.0,0,0,40.0,,55945,27973,33875,22070
Chris Milovich,2,0,0.0,9.5,6,13,12.5,7,18,0.0,0,0,,,250,125,200,50
Chris Monoleos,1,0,0.0,30.0,30,30,34.0,34,34,0.0,0,0,61.0,,550,550,550,550
Chris Virtue,1,0,0.0,26.0,26,26,33.0,33,33,0.0,0,0,64.0,,22750,22750,22750,22750
Chuck Garrett,1,0,0.0,,,,7.0,7,7,0.0,0,0,,,200,200,200,200
Chuck Green,5,0,0.0,12.2,5,23,11.2,5,21,0.0,0,0,,,755,151,270,25
Chuck Hansen,15,0,0.0,25.54,10,47,22.47,10,45,0.0,0,0,,,1115,112,250,25
Chuck Hobbs,1,0,0.0,55.0,55,55,32.0,32,32,0.0,0,0,,,25,25,25,25
Chuck Housley,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,25,25,25,25
Chuck Little,46,0,0.0,26.13,4,38,23.37,10,40,0.46,21,8,93.24,,246005,5348,29540,875
Chuck Meekins,5,0,0.0,16.33,9,26,16.0,2,27,0.0,0,0,,,825,165,700,25
Chuck Parkko,8,0,0.0,15.14,7,31,14.38,2,32,0.0,0,0,,,2605,326,525,75
Chuck Pittinger,1,0,0.0,14.0,14,14,28.0,28,28,0.0,0,0,79.0,,1155,1155,1155,1155
Chuck Rider,395,0,0.0,20.91,1,43,20.43,2,43,1.44,568,208,103.24,,7011267,17750,166485,750
Chuck Wellings,2,0,0.0,22.0,17,27,19.5,13,26,0.0,0,0,85.0,,47455,23728,24505,22950
Clarence Benton,1,0,0.0,,,,31.0,31,31,0.0,0,0,,,0,,,
Clarence Brewer,1,0,0.0,34.0,34,34,31.0,31,31,0.0,0,0,70.0,,56565,56565,56565,56565
Clarence Burbank,2,0,0.0,47.0,31,63,36.5,29,44,0.0,0,0,,,50,50,50,50
Clarence DeZalia,68,0,0.0,21.95,12,66,16.93,6,68,0.0,0,0,,,6330,99,210,25
Clark-Warwick,6,0,0.0,13.0,3,35,8.17,3,18,0.0,0,0,,,1310,218,450,25
Claude Alexander,9,0,0.0,12.57,4,25,14.67,2,27,0.0,0,0,,,1575,175,700,25
Claude Porter,1,0,0.0,53.0,53,53,47.0,47,47,0.0,0,0,,,150,150,150,150
Clay Blackwell,6,0,0.0,22.5,10,43,33.17,24,48,0.0,0,0,63.5,,7045,1174,2270,770
Clay Eastridge,14,0,0.0,27.71,9,46,20.43,9,39,0.0,0,0,,,5960,458,1055,100
Clay Young,2,0,0.0,38.0,37,39,30.0,21,39,0.0,0,0,73.0,,7090,3545,5690,1400
Clayton Cunningham,1,0,0.0,40.0,40,40,29.0,29,29,0.0,0,0,76.0,,6675,6675,6675,6675
Clayton D'Aniello,3,0,0.0,26.0,26,26,20.67,14,27,0.0,0,0,,,275,92,200,25
Clem Proctor,7,0,0.0,15.14,7,25,27.29,12,39,0.0,0,0,,,3655,522,685,275
Cliff Caldwell,4,0,0.0,13.0,9,19,15.0,4,22,0.0,0,0,,,525,131,450,25
Cliff Stewart,265,2,0.00755,14.15,1,44,17.21,1,43,4.18,1107,205,107.35,,1136870,4306,34275,50
Clint Folsom,3,0,0.0,35.67,33,38,38.33,36,42,0.0,0,0,48.0,,16975,5658,6010,5225
Clinton Washburn,1,0,0.0,34.0,34,34,40.0,40,40,0.0,0,0,,,500,500,500,500
Clyde Dagit,2,0,0.0,30.0,29,31,16.5,15,18,0.0,0,0,118.0,,2420,1210,1400,1020
Clyde Lynn,177,0,0.0,19.21,5,44,14.13,2,42,0.0,0,0,,,62945,360,2200,100
Clyde Minter,20,0,0.0,19.89,3,53,20.1,3,65,0.0,0,0,,,1990,111,500,10
Clyde Mitchell,2,0,0.0,22.0,18,26,19.5,19,20,0.0,0,0,,,110,55,60,50
Clyde Pittinger,1,0,0.0,21.0,21,21,17.0,17,17,0.0,0,0,,,25,25,25,25
Coleman Lawrence,26,0,0.0,28.93,19,66,15.77,7,37,0.0,0,0,,,1175,45,125,25
Coo Coo Marlin,1,0,0.0,29.0,29,29,28.0,28,28,0.0,0,0,79.0,,1225,1225,1225,1225
Corey Fillip,12,0,0.0,29.33,16,38,26.83,11,41,0.0,0,0,83.91,,30380,2532,9705,1125
Cos Cancilla,28,1,0.03571,21.61,2,41,17.64,1,41,1.21,34,34,,,17460,624,1945,25
Cotton Hodges,1,0,0.0,25.0,25,25,18.0,18,18,0.0,0,0,,,25,25,25,25
Cotton Owens,407,38,0.09337,7.85,1,50,11.62,1,51,23.9,9729,330,,,567418,1411,27450,30
Cotton Priddy,3,0,0.0,28.5,21,36,25.0,20,31,0.0,0,0,,,125,42,50,25
Cozze Brothers,8,0,0.0,31.25,10,49,26.88,6,42,0.0,0,0,,,4210,526,990,100
Crash Carson,1,0,0.0,34.0,34,34,34.0,34,34,0.0,0,0,,,40,40,40,40
Crawford Brothers,24,1,0.04167,28.0,7,48,27.54,1,43,1.79,43,19,,,43008,1870,20815,25
Crawford Clements,2,0,0.0,39.0,38,40,38.5,38,39,0.0,0,0,47.5,,2480,1240,1355,1125
Curley Barker,4,0,0.0,13.67,9,19,5.0,3,9,45.5,182,182,,,1395,349,500,135
Curly Weida,9,1,0.11111,8.0,1,17,13.22,1,26,3.11,28,28,,,2005,223,1200,40
Curtis Crider,287,0,0.0,19.92,2,50,16.87,3,53,0.0,0,0,,,57495,205,1450,25
Curtis Key,32,0,0.0,37.81,31,40,35.56,24,42,0.0,0,0,5.5,,133905,66953,71865,62040
Curtis Larimer,11,0,0.0,23.45,12,37,23.09,10,36,0.0,0,0,,,4800,480,1150,175
Curtis Payne,4,0,0.0,27.25,23,38,27.5,11,36,0.0,0,0,104.5,,5035,1259,2400,640
Curtis Reid,1,0,0.0,75.0,75,75,28.0,28,28,0.0,0,0,,,50,50,50,50
Curtis Satterfield,6,0,0.0,24.17,14,42,31.83,23,44,0.0,0,0,,,3270,545,1110,100
Curtis Turner,3,0,0.0,6.0,6,6,18.0,9,25,0.0,0,0,,,125,63,100,25
D. Nienberg Hay,1,0,0.0,35.0,35,35,17.0,17,17,0.0,0,0,112.0,,1165,1165,1165,1165
D. Wayne Strout,1,0,0.0,37.0,37,37,26.0,26,26,0.0,0,0,85.0,,1700,1700,1700,1700
D.G. Hall,3,0,0.0,16.0,7,25,20.0,15,28,0.0,0,0,,,75,38,50,25
D.K. Ulrich,547,0,0.0,26.66,1,50,22.47,4,45,0.23,127,56,95.47,,2446950,4473,70480,100
Dailey Moyer,12,1,0.08333,17.86,1,58,18.58,1,70,5.5,66,66,,,2350,261,1500,50
"Dale Earnhardt, Inc.",972,24,0.02469,19.94,1,43,20.3,1,43,8.61,8366,295,105.2,,101326695,104246,1495070,4800
Dale Swanson,10,1,0.1,16.5,2,38,13.5,1,33,0.3,3,3,,,15506,1551,9110,75
Damon Leonard,2,0,0.0,33.0,7,59,40.5,32,49,0.0,0,0,,,200,200,200,200
Dan Bray,1,0,0.0,20.0,20,20,25.0,25,25,0.0,0,0,,,3600,3600,3600,3600
Dan Breithaupt,1,0,0.0,15.0,15,15,9.0,9,9,0.0,0,0,,,75,75,75,75
Dan Colone,8,0,0.0,8.5,3,17,6.0,3,14,0.0,0,0,,,2215,277,400,100
Dan Dostinich,4,0,0.0,35.5,31,41,21.5,10,42,0.0,0,0,,,3060,765,1000,610
Dan Obrist,1,0,0.0,43.0,43,43,43.0,43,43,0.0,0,0,34.0,,9760,9760,9760,9760
Dana Patten,4,0,0.0,35.75,31,38,28.25,22,33,0.0,0,0,78.25,,9595,2399,3510,1650
Danny Eames,1,0,0.0,32.0,32,32,27.0,27,27,0.0,0,0,,,185,185,185,185
Danny Graves,8,1,0.125,2.88,1,7,13.5,1,35,21.75,174,100,,,1970,246,800,25
Danny Letner,4,0,0.0,9.33,4,12,18.0,7,26,0.0,0,0,,,285,95,185,50
Danny Queen,2,0,0.0,30.0,26,34,30.0,28,32,0.0,0,0,,,1000,500,590,410
Danny Weinberg,3,0,0.0,16.33,4,34,18.67,6,31,0.0,0,0,,,725,242,500,25
Darin Brassfield,3,0,0.0,31.67,29,36,21.33,12,30,0.0,0,0,99.0,,10852,3617,5707,2495
Darrell Bryant,1,0,0.0,24.0,24,24,34.0,34,34,0.0,0,0,61.0,,1415,1415,1415,1415
Darrell Waltrip,270,6,0.02222,18.94,1,43,18.53,1,44,5.8,1566,247,109.93,,5359975,19852,85085,250
Darvin Randahl,7,0,0.0,22.29,15,38,19.43,7,29,0.0,0,0,,,710,142,500,50
Darwin Oordt,30,0,0.0,29.13,8,42,28.37,9,40,0.07,2,2,78.13,,1141630,38054,83200,20975
Daugherty Enterprises / Slenderizers,1,0,0.0,29.0,29,29,24.0,24,24,0.0,0,0,91.0,,1800,1800,1800,1800
Dave Alonzo,4,0,0.0,28.25,21,38,24.75,16,39,0.0,0,0,,,3815,954,1150,555
Dave Dion,11,0,0.0,22.36,4,37,25.45,9,40,0.0,0,0,86.82,,9290,845,1520,425
Dave Everett,9,0,0.0,21.56,11,60,12.56,9,17,0.0,0,0,,,750,83,100,50
Dave Hill,5,0,0.0,24.6,12,30,27.2,6,40,0.0,0,0,82.4,,7155,1431,4000,550
Dave Kennedy,3,0,0.0,22.67,5,54,27.0,18,40,0.0,0,0,,,75,25,25,25
Dave Kent,24,0,0.0,14.75,3,36,13.83,3,31,0.04,1,1,,,5375,234,800,75
