owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Ted Walters / George Pywowariw,1,0,0.0,37.0,37,37,41.0,41,41,0.0,0,0,40.0,,18600,18600,18600,18600
Terry Byers,5,0,0.0,35.8,31,39,28.2,19,40,0.0,0,0,87.25,,18925,3785,4700,3175
Terry Fisher,1,0,0.0,36.0,36,36,38.0,38,38,0.0,0,0,49.0,,9760,9760,9760,9760
Terry Labonte,3,0,0.0,21.0,13,32,31.0,19,38,0.0,0,0,70.0,,11125,3708,4850,2710
Terry Marra,5,0,0.0,26.6,22,33,20.0,14,28,0.0,0,0,103.0,,11335,2267,3850,1180
Terry Petris,4,0,0.0,29.0,20,36,30.75,24,35,0.0,0,0,75.0,,5140,1285,1985,880
Terry Schoonover,2,0,0.0,37.5,36,39,27.5,21,34,0.0,0,0,80.5,,2585,1293,1555,1030
Tetsuo Fuchigami,2,0,0.0,42.0,29,55,37.5,24,51,0.0,0,0,,,250,125,200,50
Tex Keene,2,0,0.0,44.0,18,70,45.0,26,64,0.0,0,0,,,0,,,
Tex Powell,7,0,0.0,31.43,16,40,29.29,23,40,0.0,0,0,75.14,,35065,5009,7880,3300
The Racing Club,7,0,0.0,17.57,6,51,19.29,10,43,0.0,0,0,,,485,69,100,50
The Wilkes Boys,3,0,0.0,42.67,15,60,45.0,25,58,0.0,0,0,,,75,38,50,25
Thee Dixon,18,0,0.0,35.56,26,43,35.33,23,43,0.0,0,0,50.33,,319149,17731,47904,2825
Thomas Hynes,6,0,0.0,30.33,10,45,29.67,23,37,0.0,0,0,,,5794,966,1675,650
Thomas Lechlider,1,0,0.0,37.0,37,37,32.0,32,32,0.0,0,0,,,25,25,25,25
Thunder Craft Express,1,0,0.0,13.0,13,13,20.0,20,20,0.0,0,0,,,865,865,865,865
Thurman Wilkes,5,0,0.0,11.4,3,22,18.0,5,41,0.0,0,0,,,950,190,400,50
Tim Beverley,61,0,0.0,31.49,1,43,22.84,2,42,0.97,59,39,95.2,,2281639,37404,119975,14550
Tim Flock,1,0,0.0,3.0,3,3,18.0,18,18,25.0,25,25,,,310,310,310,310
Tim Williamson,3,0,0.0,26.0,19,33,19.0,9,26,0.0,0,0,106.67,,5580,1860,2505,775
Timothy McSweeney,39,0,0.0,33.13,16,43,37.18,24,42,0.0,0,0,6.64,,3215528,82449,282075,61555
Tinker Faulkner,1,0,0.0,41.0,41,41,19.0,19,19,0.0,0,0,,,745,745,745,745
Tiny Benson,6,0,0.0,11.4,7,16,11.33,7,19,0.0,0,0,,,800,133,185,50
Tiny Lund,29,0,0.0,15.07,2,41,15.66,2,38,0.0,0,0,,,7965,295,1045,50
Tiny's Automotive Corner,1,0,0.0,36.0,36,36,24.0,24,24,0.0,0,0,,,200,200,200,200
Tip R. Key,1,0,0.0,35.0,35,35,40.0,40,40,0.0,0,0,,,25,25,25,25
Tire City,1,0,0.0,30.0,30,30,21.0,21,21,0.0,0,0,,,775,775,775,775
Todd Braun,8,0,0.0,35.25,21,43,39.88,29,43,0.0,0,0,43.38,,639428,79929,137725,63883
Tom Beck,3,0,0.0,35.33,30,39,16.67,10,28,1.0,3,3,115.0,,19490,6497,15000,940
Tom Cherry,1,0,0.0,13.0,13,13,9.0,9,9,0.0,0,0,,,180,180,180,180
Tom Coleman,1,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,61.0,,32265,32265,32265,32265
Tom Craigen,2,0,0.0,40.5,39,42,36.0,30,42,0.0,0,0,55.0,,12880,6440,6900,5980
Tom Daniels,35,0,0.0,15.86,5,40,18.86,2,46,0.06,2,2,,,12240,350,2225,50
Tom Friedkin,106,7,0.06604,8.63,1,43,13.78,1,43,20.09,2130,368,,,123355,1175,28450,100
Tom Garn,97,0,0.0,19.7,6,49,18.76,4,41,0.04,4,2,127.27,,152338,1570,4520,100
Tom Gifford,3,0,0.0,28.0,21,40,31.33,22,43,0.0,0,0,,,50,25,25,25
Tom Goff,18,0,0.0,33.83,18,39,26.0,17,40,0.0,0,0,82.2,,25840,1436,3920,575
Tom Harbison,30,1,0.03333,15.03,1,34,15.83,1,72,6.33,190,84,,,8550,317,1400,25
Tom Hawkins,5,0,0.0,24.6,16,41,24.0,13,39,0.0,0,0,,,1750,350,675,50
Tom Heveron,15,0,0.0,32.0,23,40,28.0,13,40,0.47,7,7,79.33,,40765,2718,9150,1020
Tom Hixon,6,0,0.0,28.33,12,48,25.33,6,49,0.0,0,0,,,3170,528,1400,100
Tom Hunter,84,0,0.0,27.36,11,48,20.31,4,43,0.0,0,0,,,63990,771,3225,100
Tom Lucas,1,0,0.0,47.0,47,47,50.0,50,50,0.0,0,0,,,0,,,
Tom Mitchell,18,0,0.0,26.72,13,36,26.17,12,40,0.0,0,0,84.5,,37535,2085,3750,985
Tom Pistone,48,0,0.0,15.06,1,43,21.65,2,48,8.23,395,146,76.0,,26810,623,5050,25
Tom Raley,9,0,0.0,22.56,7,44,26.33,15,39,0.0,0,0,,,1365,273,540,100
Tom Reet,1,0,0.0,18.0,18,18,30.0,30,30,0.0,0,0,,,1650,1650,1650,1650
Tom Reynolds,5,0,0.0,32.8,31,37,15.2,10,20,0.0,0,0,115.33,,6705,1341,1735,1140
Tom Roa,1,0,0.0,40.0,40,40,42.0,42,42,0.0,0,0,,,500,500,500,500
Tom Roady,10,0,0.0,13.2,2,20,11.9,2,23,0.0,0,0,,,1975,219,665,40
Tom Spell,16,0,0.0,17.0,5,44,18.75,4,39,0.0,0,0,,,3425,228,1000,100
Tom Suligoy,1,0,0.0,11.0,11,11,39.0,39,39,0.0,0,0,,,0,,,
Tom Travis,1,0,0.0,57.0,57,57,25.0,25,25,0.0,0,0,,,25,25,25,25
Tom Vandiver,1,0,0.0,19.0,19,19,22.0,22,22,0.0,0,0,,,100,100,100,100
Tom Vernon,7,0,0.0,20.86,2,51,26.14,5,46,3.14,22,22,,,1750,292,775,50
Tom Williams,5,0,0.0,31.4,25,37,29.0,20,37,0.0,0,0,76.0,,6310,1262,1615,885
Tom Winkle,65,0,0.0,28.8,1,42,27.15,7,42,0.14,9,6,82.92,,202710,3119,11810,1080
Tommy Andrews,2,0,0.0,13.0,7,19,17.0,16,18,0.0,0,0,,,450,225,230,220
"Tommy Baldwin, Jr.",425,0,0.0,34.92,2,43,31.29,3,43,0.2,86,21,16.64,0.0,32215700,90494,344338,47050
Tommy Boger,1,0,0.0,24.0,24,24,35.0,35,35,0.0,0,0,,,25,25,25,25
Tommy Ellis,6,0,0.0,13.5,6,22,19.17,4,33,0.33,2,1,108.67,,16695,2783,11400,600
Tommy Fleming,1,0,0.0,20.0,20,20,14.0,14,14,0.0,0,0,,,1400,1400,1400,1400
Tommy Gale,5,0,0.0,29.6,18,38,31.8,13,48,0.0,0,0,,,5680,1136,1730,790
Tommy Ingram,7,0,0.0,14.71,2,34,22.14,2,43,0.0,0,0,,,2425,346,810,120
Tommy Irwin,47,0,0.0,11.6,1,39,11.45,2,37,7.23,340,166,,,13280,324,2010,50
Tommy Moon,2,0,0.0,14.0,14,14,8.0,6,10,0.0,0,0,,,250,125,150,100
Tommy Thompson,21,1,0.04762,18.0,3,55,22.67,1,62,3.71,78,58,,,7450,414,5000,25
Tony Bonadies,1,0,0.0,11.0,11,11,27.0,27,27,0.0,0,0,,,325,325,325,325
Tony Lavati,2,0,0.0,19.0,8,30,19.0,17,21,0.0,0,0,,,275,138,200,75
Tony Oddo,3,0,0.0,29.67,16,39,28.0,20,40,0.0,0,0,,,3685,1228,1995,625
Tony Sampo,5,1,0.2,14.33,2,39,13.4,1,22,25.2,126,126,,,2100,420,1700,25
Tootle Estes,12,0,0.0,20.0,2,55,20.17,8,44,0.0,0,0,,,2080,208,675,60
Torsten Behn,1,0,0.0,27.0,27,27,16.0,16,16,0.0,0,0,115.0,,2145,2145,2145,2145
Toy Bolton,123,0,0.0,19.75,1,47,19.35,2,42,0.65,80,80,,,38160,329,2525,33
Trackhouse Racing,216,7,0.03241,16.54,1,36,16.7,1,40,8.8,1901,157,24.16,0.23,0,,,
Tracy Leslie,1,0,0.0,40.0,40,40,36.0,36,36,0.0,0,0,55.0,,4100,4100,4100,4100
Travis Carter,493,0,0.0,25.31,1,43,23.95,2,43,2.35,1160,206,92.73,,19945246,40457,195051,2200
Travis Fuller,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,,,40,40,40,40
Travis Tiller,51,0,0.0,31.12,19,46,26.63,12,40,0.0,0,0,83.29,,46065,903,2750,325
Trent Francis,14,0,0.0,29.71,12,39,21.79,11,33,0.0,0,0,96.7,,17665,1262,1665,640
Trevor Boys,1,0,0.0,40.0,40,40,22.0,22,22,0.0,0,0,97.0,,1200,1200,1200,1200
Troy Beebe,3,0,0.0,34.0,32,37,29.67,24,35,0.0,0,0,65.5,,9165,3055,3475,2605
Troy Ruttman,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,,,500,500,500,500
Truett Rodgers,52,0,0.0,24.6,7,44,20.31,7,41,0.0,0,0,,,11240,229,1125,100
Truthful Kelley,1,0,0.0,,,,29.0,29,29,0.0,0,0,,,25,25,25,25
Tubby Gonzales,11,0,0.0,30.91,11,48,26.73,4,46,0.0,0,0,,,6475,648,3825,200
Turkey Minton,13,0,0.0,13.92,5,40,20.23,3,36,2.69,35,35,,,4155,346,800,100
Tyre Rakestraw,1,0,0.0,34.0,34,34,22.0,22,22,0.0,0,0,,,160,160,160,160
Upshaw's Garage,1,0,0.0,,,,32.0,32,32,0.0,0,0,,,25,25,25,25
Van Acker,3,0,0.0,10.0,3,18,19.33,5,48,0.0,0,0,,,1050,350,725,100
Van Matthews,1,0,0.0,15.0,15,15,19.0,19,19,0.0,0,0,,,50,50,50,50
Van Van Wey,3,0,0.0,43.0,43,43,19.67,12,29,0.0,0,0,,,495,165,300,75
Varner Brothers,1,0,0.0,27.0,27,27,26.0,26,26,0.0,0,0,,,520,520,520,520
Vaughn Motors Yuma,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,25,25,25,25
Vel Miletich,26,5,0.19231,16.52,1,44,17.92,1,54,10.62,276,147,,,17755,683,3225,50
Vernan Tritten,1,0,0.0,11.0,11,11,25.0,25,25,0.0,0,0,,,25,25,25,25
Vernon Blank,5,0,0.0,22.8,13,33,22.6,5,36,1.2,6,6,,,7165,1433,4630,345
Vic Ballard,126,0,0.0,20.16,6,44,17.73,3,48,0.06,7,5,,,156839,1245,5410,205
Vic Kurten,2,0,0.0,17.0,11,23,9.5,7,12,0.0,0,0,,,3300,1650,1925,1375
Victor Obaika,3,0,0.0,37.67,36,40,36.0,31,39,0.0,0,0,2.33,0.0,0,,,
Victor Sifton,1,0,0.0,36.0,36,36,35.0,35,35,0.0,0,0,58.0,,9035,9035,9035,9035
Vincent Comella,1,0,0.0,27.0,27,27,26.0,26,26,0.0,0,0,,,40,40,40,40
Vincent Cornella,1,0,0.0,15.0,15,15,20.0,20,20,0.0,0,0,,,25,25,25,25
Virgil Livengood,5,0,0.0,20.0,6,41,23.4,10,35,0.0,0,0,,,125,31,50,25
Virgil Stockton,4,0,0.0,12.0,12,12,15.25,10,19,0.0,0,0,,,175,44,100,25
Volney Schulze,16,0,0.0,22.67,8,41,17.81,9,37,0.0,0,0,,,1130,75,150,25
W.A. Smith,1,0,0.0,51.0,51,51,45.0,45,45,0.0,0,0,,,0,,,
W.E. Baker,1,0,0.0,57.0,57,57,22.0,22,22,0.0,0,0,,,90,90,90,90
W.E. Campbell,3,0,0.0,52.0,29,69,39.33,21,52,0.0,0,0,,,35,35,35,35
W.H. Atkinson,1,0,0.0,48.0,48,48,51.0,51,51,0.0,0,0,,,0,,,
W.H. Watson,39,1,0.02564,10.92,1,27,14.1,1,59,5.33,208,95,,,12175,329,2525,50
W.J. Ridgeway,24,1,0.04167,18.42,1,57,21.08,1,64,5.0,120,76,,,10090,439,1925,50
W.M. Harrison,3,0,0.0,21.0,12,31,28.33,16,43,0.0,0,0,,,970,485,550,420
W.O. Taylor,4,0,0.0,30.75,22,47,26.0,8,56,0.0,0,0,,,300,100,200,50
W.R. Quann,1,0,0.0,,,,19.0,19,19,0.0,0,0,,,25,25,25,25
W.R. Waldron,5,0,0.0,20.8,4,31,21.0,5,31,0.0,0,0,,,1200,600,1175,25
W.S. Jenkins,19,0,0.0,20.26,7,36,14.58,3,32,0.0,0,0,,,5165,272,850,100
W.T. Coppedge,20,0,0.0,12.7,4,52,15.9,3,38,9.4,188,140,,,5345,281,840,50
Wade Fields,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Wade Younts,103,0,0.0,16.49,2,40,13.9,3,36,0.0,0,0,,,25885,261,1250,50
Wallace Finney,2,0,0.0,31.5,20,43,28.5,16,41,0.0,0,0,,,1360,680,910,450
Wally Campbell,1,0,0.0,31.0,31,31,53.0,53,53,0.0,0,0,,,0,,,
Wally Gervais,3,0,0.0,24.5,17,32,24.0,19,34,0.0,0,0,,,140,47,50,40
Wally Marks,10,0,0.0,15.0,1,60,28.9,11,52,0.0,0,0,,,395,40,100,10
Wally Vandertoorn,2,0,0.0,23.5,18,29,24.5,23,26,0.0,0,0,,,1715,858,1000,715
Walson Gardner,21,0,0.0,26.62,16,44,20.29,8,44,0.0,0,0,,,6190,344,920,100
Walt Chapman,87,10,0.11494,9.82,1,59,12.82,1,60,14.68,1277,200,,,34550,416,2500,10
Walt Crawford,1,0,0.0,51.0,51,51,21.0,21,21,0.0,0,0,,,0,,,
Walt Davis,2,0,0.0,29.0,29,29,10.0,10,10,0.0,0,0,,,150,75,100,50
Walt Frank,1,0,0.0,30.0,30,30,12.0,12,12,0.0,0,0,,,75,75,75,75
Walt Hansgen,3,0,0.0,12.0,9,17,4.0,3,6,0.0,0,0,,,1455,485,600,355
Walt Harvey,2,0,0.0,32.0,32,32,18.5,11,26,0.0,0,0,,,145,73,120,25
Walt Hunter,20,0,0.0,20.0,7,38,14.1,3,22,0.0,0,0,,,7745,387,1345,100
Walt James,1,0,0.0,28.0,28,28,30.0,30,30,0.0,0,0,,,35,35,35,35
Walt Jarrod,1,0,0.0,81.0,81,81,72.0,72,72,0.0,0,0,,,0,,,
Walt Palozi,24,0,0.0,18.64,4,31,18.29,4,34,0.0,0,0,,,2090,100,350,25
Walt Price,5,0,0.0,32.8,25,38,27.4,17,36,0.0,0,0,,,3520,704,1050,500
Walt Regan,1,0,0.0,36.0,36,36,17.0,17,17,0.0,0,0,,,50,50,50,50
Walt Shutt,3,0,0.0,13.33,10,17,13.0,11,15,0.0,0,0,,,390,130,150,110
Walt Smith,1,0,0.0,21.0,21,21,6.0,6,6,0.0,0,0,,,250,250,250,250
Walt Valerio,5,0,0.0,22.4,11,30,23.8,10,36,0.0,0,0,,,3135,627,1115,260
Walter Ballard,156,0,0.0,21.74,3,56,20.39,4,48,0.15,23,15,102.15,,374590,2401,24550,140
Walter Martinson,1,0,0.0,38.0,38,38,26.0,26,26,0.0,0,0,,,25,25,25,25
Walter Milczarski,1,0,0.0,,,,25.0,25,25,0.0,0,0,,,0,,,
Walter Motor Co.,1,0,0.0,,,,23.0,23,23,0.0,0,0,,,0,,,
Ward Racing Enterprises,3,0,0.0,26.0,18,33,22.67,12,32,0.0,0,0,109.0,,2395,798,925,565
Ward Towers,1,0,0.0,40.0,40,40,16.0,16,16,0.0,0,0,,,90,90,90,90
Warner Brothers,3,0,0.0,31.33,4,58,29.0,14,42,0.0,0,0,,,550,275,350,200
Warren Fraser,3,0,0.0,5.5,5,6,11.0,7,18,0.0,0,0,,,250,83,125,25
Warren Johnson,1,0,0.0,42.0,42,42,38.0,38,38,0.0,0,0,49.0,,41235,41235,41235,41235
Warren Lee,1,0,0.0,65.0,65,65,22.0,22,22,0.0,0,0,,,110,110,110,110
Warren Prout,6,0,0.0,18.5,11,30,17.33,9,27,0.0,0,0,,,2010,335,480,210
Warren Razore,12,0,0.0,25.92,15,39,29.67,9,41,0.08,1,1,77.18,,24175,2015,3375,900
Warren Tope,2,0,0.0,27.5,26,29,29.0,18,40,0.0,0,0,76.0,,3170,1585,1700,1470
Wayne Beahr,16,0,0.0,32.06,22,40,28.75,16,39,0.0,0,0,73.85,,22975,1436,3565,800
Wayne Jacks,1,0,0.0,43.0,43,43,41.0,41,41,0.0,0,0,40.0,,5980,5980,5980,5980
Wayne Morgan,2,0,0.0,35.0,30,40,34.0,29,39,0.0,0,0,61.0,,785,393,460,325
Wayne Niedecken,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,25,25,25,25
Wayne Smith,21,0,0.0,28.86,12,47,27.81,9,44,0.0,0,0,,,12650,602,1615,100
Wayne Spears,15,0,0.0,29.27,18,38,26.27,15,39,0.13,2,1,81.6,,79255,5284,9080,950
Wayne Watercutter,2,0,0.0,36.5,34,39,21.0,16,26,0.0,0,0,100.0,,2510,1255,1600,910
Wayne Woodward,6,0,0.0,16.67,9,27,20.17,11,35,0.0,0,0,,,1290,215,405,100
Weldon Adams,9,0,0.0,24.25,8,63,18.11,5,56,0.0,0,0,,,885,111,300,25
Weldon Wagner,25,0,0.0,17.12,2,41,16.12,4,46,0.0,0,0,,,3990,173,350,50
Wendell Scott,500,1,0.002,19.97,1,58,14.82,1,55,0.05,27,27,,,162850,333,2200,50
Wentz Racing,1,0,0.0,29.0,29,29,27.0,27,27,0.0,0,0,,,440,440,440,440
Wes Brier,1,0,0.0,42.0,42,42,17.0,17,17,0.0,0,0,,,925,925,925,925
Wes Morgan,2,0,0.0,33.0,17,49,18.5,18,19,0.0,0,0,,,350,175,300,50
Wesley McBell,2,0,0.0,28.0,25,31,32.0,29,35,0.0,0,0,,,35,18,25,10
Whitey Gerkin,2,0,0.0,16.5,16,17,29.5,15,44,1.0,2,2,,,1410,705,785,625
Whitey Norman,34,0,0.0,20.37,6,52,18.5,2,40,0.0,0,0,,,6605,213,2350,50
Wildcat Williams,14,0,0.0,22.07,10,43,28.57,19,43,0.0,0,0,,,2775,231,475,50
Wiliam Bowden,1,0,0.0,18.0,18,18,15.0,15,15,0.0,0,0,,,50,50,50,50
Will Albright,1,0,0.0,41.0,41,41,19.0,19,19,0.0,0,0,,,50,50,50,50
Will Cronkrite,16,0,0.0,26.06,14,40,25.38,7,42,0.0,0,0,85.43,,33035,2202,5900,655
Willard Moore,10,0,0.0,32.8,17,40,27.5,13,40,0.4,4,4,85.22,,18605,1861,3760,725
William Dickenson,8,0,0.0,17.83,9,24,16.0,4,27,0.0,0,0,,,665,111,295,50
William Edwards,35,0,0.0,39.26,34,43,39.14,28,43,0.2,7,2,45.14,,2193676,62676,116825,50335
William Gundaker,11,0,0.0,21.13,11,44,14.27,5,26,0.0,0,0,,,875,80,200,25
William Long,9,0,0.0,13.13,4,23,13.0,3,27,0.0,0,0,,,1575,197,550,50
William Meyer,20,0,0.0,24.5,16,49,20.4,11,53,0.0,0,0,,,1660,87,200,50
William P. Webb,1,0,0.0,15.0,15,15,18.0,18,18,0.0,0,0,,,50,50,50,50
William Peach,4,0,0.0,22.0,19,27,14.0,10,16,0.0,0,0,,,590,148,300,60
William Slate,1,0,0.0,30.0,30,30,37.0,37,37,0.0,0,0,52.0,,13055,13055,13055,13055
Williams Racing,1,0,0.0,38.0,38,38,38.0,38,38,0.0,0,0,49.0,,875,875,875,875
Willie Humphries,10,0,0.0,15.9,6,27,29.1,4,41,0.0,0,0,,,16670,1667,4540,920
Willie Tierney,8,0,0.0,38.75,36,40,35.88,27,38,0.0,0,0,55.38,,40135,5017,6460,3500
Wiss Brothers,7,0,0.0,18.0,9,40,16.43,4,34,0.0,0,0,,,700,100,350,25
Wood Brothers,1741,99,0.05686,15.96,1,49,17.72,1,79,14.44,25132,491,84.16,0.04,53525628,37404,1463813,25
Woodie Wilson,1,0,0.0,,,,17.0,17,17,0.0,0,0,,,25,25,25,25
Woodruff Motors,1,0,0.0,40.0,40,40,55.0,55,55,0.0,0,0,,,50,50,50,50
Woody Brougher,1,0,0.0,34.0,34,34,69.0,69,69,0.0,0,0,,,0,,,
Worth McMillion,41,0,0.0,22.22,6,39,13.9,4,29,0.0,0,0,,,12085,295,2425,75
XCI Racing,1,0,0.0,33.0,33,33,22.0,22,22,0.0,0,0,0.0,0.0,0,,,
Yates Racing,1155,57,0.04935,17.72,1,42,17.68,1,43,13.89,16040,402,114.83,,101811560,88149,1277975,8550
Yunick-Rich Racing,1,0,0.0,1.0,1,1,25.0,25,25,6.0,6,6,,,6425,6425,6425,6425
Zanworth Racing Team,3,0,0.0,27.33,24,31,25.0,22,30,0.0,0,0,88.0,,4255,1418,1925,1125
Zecol Lubaid,1,0,0.0,18.0,18,18,35.0,35,35,0.0,0,0,,,250,250,250,250
dapagliflozin,1,0,0.0,6.0,6,6,21.0,21,21,0.0,0,0,21.0,0.0,0,,,
