driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Jim Wesley,1,0,0.0,,,,17.0,17,17,0.0,0,0,,,0,,,
Jim Whitman,5,0,0.0,27.0,10,41,24.8,16,47,0.0,0,0,,,1450,290,700,50
Jim Whitt,5,0,0.0,31.0,27,37,25.4,18,37,0.0,0,0,,,5265,1053,1920,640
Jim Wilson,3,0,0.0,19.0,16,24,35.0,13,73,0.0,0,0,,,100,50,50,50
Jim Wright,1,0,0.0,10.0,10,10,23.0,23,23,0.0,0,0,,,125,125,125,125
Jimmie Johnson,694,83,0.1196,12.47,1,43,13.34,1,42,27.29,18941,346,80.01,0.12,90756036,179006,1525275,32695
Jimmie Lewallen,142,0,0.0,15.74,1,62,15.55,2,50,0.0,0,0,,,20125,166,900,20
Jimmy Ayers,20,0,0.0,29.33,10,67,19.8,9,64,0.0,0,0,,,985,58,300,25
Jimmy Clark,1,0,0.0,24.0,24,24,30.0,30,30,0.0,0,0,,,665,665,665,665
Jimmy Crawford,16,0,0.0,28.56,11,41,26.19,16,41,0.0,0,0,,,15114,1008,3775,25
Jimmy Finger,7,0,0.0,30.0,17,48,27.71,11,47,0.0,0,0,84.25,,11580,1654,2860,530
Jimmy Florian,26,1,0.03846,30.25,1,65,15.5,1,42,1.54,40,40,,,3875,185,1000,25
Jimmy Griggs,1,0,0.0,14.0,14,14,12.0,12,12,0.0,0,0,,,240,240,240,240
Jimmy Hailey,1,0,0.0,25.0,25,25,14.0,14,14,0.0,0,0,,,615,615,615,615
Jimmy Helms,88,0,0.0,23.17,6,44,20.18,6,44,0.0,0,0,,,21420,252,1300,100
Jimmy Hensley,99,0,0.0,20.77,2,41,22.19,5,42,0.36,36,11,96.66,,1013755,10344,56175,500
Jimmy Hindman,1,0,0.0,29.0,29,29,30.0,30,30,0.0,0,0,,,350,350,350,350
Jimmy Horton,48,0,0.0,31.63,5,40,29.25,13,41,0.0,0,0,75.25,,317802,6621,33485,1600
Jimmy Ingalls,5,0,0.0,30.8,27,34,26.8,17,40,0.0,0,0,82.6,,11945,2389,3790,1480
Jimmy Ingram,3,0,0.0,42.5,33,52,30.33,15,57,0.0,0,0,118.0,,1460,730,1435,25
Jimmy Insolo,30,0,0.0,13.63,2,36,21.4,3,42,0.8,24,18,89.47,,60535,2018,8620,590
Jimmy Lee Capps,11,0,0.0,25.0,3,33,23.0,10,35,0.0,0,0,92.9,,15680,1425,2805,50
Jimmy Longo,2,0,0.0,,,,30.0,25,35,0.0,0,0,,,25,25,25,25
Jimmy Mairs,5,0,0.0,23.2,7,64,26.2,7,75,0.0,0,0,,,585,146,195,75
Jimmy Massey,51,0,0.0,14.35,1,42,13.24,2,47,0.65,33,26,,,14565,297,1975,50
Jimmy Means,455,0,0.0,29.1,5,42,23.23,7,43,0.11,52,21,93.57,,1852419,4071,20435,350
Jimmy Pardue,218,2,0.00917,13.12,1,55,13.59,1,45,2.34,511,137,,,78375,366,11600,45
Jimmy Roland,2,0,0.0,20.0,12,28,33.5,10,57,0.0,0,0,,,150,75,100,50
Jimmy Spencer,478,2,0.00418,24.48,1,43,22.48,1,43,3.05,1457,206,97.5,,18830599,39395,223513,3375
Jimmy Thompson,47,0,0.0,19.98,2,52,20.77,4,63,0.0,0,0,,,10970,255,1995,25
Jimmy Trull,1,0,0.0,28.0,28,28,26.0,26,26,0.0,0,0,,,247,247,247,247
Jimmy Vaughn,8,0,0.0,19.0,14,27,16.75,7,23,0.0,0,0,,,3435,429,2000,100
Jimmy Walker,6,0,0.0,26.5,19,30,29.33,27,37,0.0,0,0,75.0,,5175,863,1350,695
Jimmy Warden,1,0,0.0,69.0,69,69,50.0,50,50,0.0,0,0,,,50,50,50,50
Jimmy Watson,2,0,0.0,28.5,27,30,22.5,14,31,0.0,0,0,,,855,428,505,350
Jo Schlesser,2,0,0.0,13.0,8,18,11.0,9,13,0.0,0,0,,,1350,675,1200,150
Jocko Maggiacomo,24,0,0.0,33.33,26,40,32.04,24,40,0.0,0,0,67.27,,25865,1125,2330,540
Jody Ridley,139,1,0.00719,18.54,3,39,16.5,1,42,0.27,38,20,116.7,,901725,6487,29665,810
Joe Bell,1,0,0.0,,,,48.0,48,48,0.0,0,0,,,0,,,
Joe Bellinato,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,25,25,25,25
Joe Bessey,1,0,0.0,42.0,42,42,27.0,27,27,0.0,0,0,82.0,,48975,48975,48975,48975
Joe Bill Adams,2,0,0.0,21.5,20,23,20.5,9,32,0.0,0,0,,,450,225,300,150
Joe Bill McGraw,5,0,0.0,18.2,14,29,14.0,10,17,0.0,0,0,,,500,100,100,100
Joe Bill O'Dell,11,0,0.0,42.5,35,50,20.91,10,32,0.0,0,0,,,345,43,75,25
Joe Booher,21,0,0.0,33.71,28,42,25.19,11,42,0.0,0,0,86.0,,42475,2023,7920,550
Joe Bossard,2,0,0.0,,,,20.0,19,21,0.0,0,0,,,50,25,25,25
Joe Carver,1,0,0.0,,,,17.0,17,17,0.0,0,0,,,25,25,25,25
Joe Caspolich,8,0,0.0,21.25,12,36,22.63,12,37,0.0,0,0,,,2835,354,1025,115
Joe Clark,14,0,0.0,30.92,19,43,30.21,8,44,0.0,0,0,,,6555,504,1215,25
Joe Cote,4,0,0.0,21.0,15,25,25.75,20,29,0.0,0,0,,,350,117,150,100
Joe Dean Huss,3,0,0.0,16.67,7,25,15.0,14,16,0.0,0,0,,,1435,478,510,420
Joe Deloach,1,0,0.0,12.0,12,12,11.0,11,11,0.0,0,0,,,50,50,50,50
Joe Edd Neubert,3,0,0.0,12.67,2,33,23.33,6,36,0.0,0,0,,,465,233,240,225
Joe Eubanks,159,1,0.00629,12.07,1,71,14.52,1,75,1.47,234,103,,,31820,218,2000,10
Joe Fields,16,0,0.0,27.19,18,37,23.25,14,37,0.0,0,0,96.0,,18850,1178,2470,590
Joe Frasson,107,0,0.0,20.26,4,47,21.55,3,43,0.23,25,7,91.29,,146608,1370,5795,245
Joe Gillow,1,0,0.0,24.0,24,24,26.0,26,26,0.0,0,0,,,25,25,25,25
Joe Guide,9,0,0.0,37.63,21,61,30.44,13,58,0.0,0,0,,,785,112,200,25
Joe Halton,6,0,0.0,22.17,15,33,21.83,7,41,0.0,0,0,,,465,93,165,25
Joe Harrison,1,0,0.0,31.0,31,31,40.0,40,40,0.0,0,0,,,25,25,25,25
Joe Hines,3,0,0.0,27.67,19,33,28.0,17,34,0.0,0,0,,,1045,523,800,245
Joe Holder,3,0,0.0,24.33,21,30,24.33,20,30,0.0,0,0,,,200,100,100,100
Joe Jernigan,4,0,0.0,22.67,14,29,25.5,13,46,0.0,0,0,,,125,42,75,25
Joe Jones,12,0,0.0,21.67,5,35,20.33,11,35,0.0,0,0,,,1295,108,450,25
Joe Kelly,3,0,0.0,26.33,13,49,21.33,15,30,0.0,0,0,,,385,193,300,85
Joe Kusler,1,0,0.0,30.0,30,30,18.0,18,18,0.0,0,0,,,25,25,25,25
Joe Lee Johnson,56,2,0.03571,16.02,2,57,18.39,1,64,2.34,131,83,,,44535,825,27150,25
Joe Leonard,1,0,0.0,12.0,12,12,31.0,31,31,0.0,0,0,,,720,720,720,720
Joe Littlejohn,2,0,0.0,2.5,1,4,19.5,4,35,0.0,0,0,,,325,163,300,25
Joe Martin,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,,,0,,,
Joe Merola,8,0,0.0,44.5,19,70,22.13,9,45,0.0,0,0,,,225,45,75,25
Joe Mihalic,38,0,0.0,25.92,10,40,22.53,7,40,0.0,0,0,95.0,,47585,1252,3575,450
Joe Millikan,79,0,0.0,14.29,1,35,16.04,2,40,2.7,213,74,118.51,,470745,5959,21500,750
Joe Nagle,1,0,0.0,,,,9.0,9,9,0.0,0,0,,,100,100,100,100
Joe Nemechek,674,4,0.00593,24.23,1,43,28.29,1,43,1.85,1246,196,70.23,0.0,45555373,68299,358839,4250
Joe Penland,7,0,0.0,19.57,7,38,22.43,12,42,0.0,0,0,,,2020,289,1040,50
Joe Phipps,9,0,0.0,29.11,17,40,22.11,11,37,0.0,0,0,,,5010,557,1115,205
Joe Prismo,1,0,0.0,,,,7.0,7,7,0.0,0,0,,,200,200,200,200
Joe Rogers,1,0,0.0,31.0,31,31,36.0,36,36,0.0,0,0,,,25,25,25,25
Joe Roletto,1,0,0.0,13.0,13,13,20.0,20,20,0.0,0,0,,,50,50,50,50
Joe Ruttman,225,0,0.0,18.16,1,40,20.89,2,43,3.59,807,161,102.71,,1973593,8772,111450,500
Joe Saunders,1,0,0.0,21.0,21,21,21.0,21,21,0.0,0,0,,,50,50,50,50
Joe Sheppard,1,0,0.0,47.0,47,47,37.0,37,37,0.0,0,0,,,75,75,75,75
Joe Skovron,1,0,0.0,33.0,33,33,36.0,36,36,0.0,0,0,,,0,,,
Joe Sommers,1,0,0.0,8.0,8,8,8.0,8,8,0.0,0,0,,,100,100,100,100
Joe Stewart,1,0,0.0,25.0,25,25,23.0,23,23,0.0,0,0,,,50,50,50,50
Joe Sykes,2,0,0.0,23.5,21,26,17.5,12,23,0.0,0,0,,,100,100,100,100
Joe Valente,4,0,0.0,12.75,8,19,16.25,9,28,0.0,0,0,,,275,92,150,25
Joe Varde,1,0,0.0,43.0,43,43,42.0,42,42,0.0,0,0,37.0,,37610,37610,37610,37610
Joe Weatherly,230,25,0.1087,8.56,1,42,10.05,1,45,14.64,3367,179,,,207015,928,11105,50
Joel Davis,30,0,0.0,20.27,8,41,19.9,4,44,0.0,0,0,,,6955,240,1120,50
Joel Million,19,0,0.0,17.08,4,40,18.05,2,67,0.0,0,0,,,2610,174,650,25
Joel Stowe,4,0,0.0,27.75,22,33,22.5,16,29,0.0,0,0,89.0,,5930,1483,2730,540
Joey Arrington,10,0,0.0,27.5,17,33,23.6,12,32,0.0,0,0,89.13,,7830,783,2030,315
Joey Gase,90,0,0.0,36.0,25,43,33.28,17,43,0.01,1,1,0.0,0.0,531451,75922,99352,50540
Joey Hand,7,0,0.0,24.43,9,38,28.71,20,38,0.29,2,2,10.57,0.0,0,,,
Joey Logano,559,32,0.05725,11.73,1,43,14.1,1,43,15.56,8696,309,41.02,0.39,38558947,151212,1586503,74425
Joey McCarthy,1,0,0.0,39.0,39,39,31.0,31,31,0.0,0,0,70.0,,67375,67375,67375,67375
John Alexander,1,0,0.0,39.0,39,39,38.0,38,38,0.0,0,0,49.0,,2210,2210,2210,2210
John Anderson,32,0,0.0,22.72,6,39,22.69,5,42,0.03,1,1,95.97,,80370,2512,9135,420
John Andretti,393,2,0.00509,23.81,1,43,25.18,1,43,1.94,763,113,88.82,,22749059,57886,287668,4630
John Banks,4,0,0.0,34.75,31,41,31.0,20,50,0.0,0,0,72.0,,3595,899,930,835
John Barker,8,0,0.0,40.6,25,64,27.63,12,60,0.0,0,0,,,235,29,50,10
John Belgard,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,,,0,,,
John Borden,2,0,0.0,,,,14.0,12,16,0.0,0,0,,,50,50,50,50
John Borneman,8,0,0.0,22.5,13,41,25.0,12,34,0.0,0,0,88.0,,10215,1277,3140,550
John Callis,7,0,0.0,33.86,26,37,28.43,20,40,0.0,0,0,83.5,,6950,993,1450,600
John Capps,1,0,0.0,20.0,20,20,19.0,19,19,0.0,0,0,,,25,25,25,25
John Dineen,2,0,0.0,31.5,29,34,17.5,13,22,0.0,0,0,110.5,,2440,1220,1400,1040
"John Dodd, Jr.",23,0,0.0,16.65,4,35,17.74,5,40,0.0,0,0,,,2645,147,375,25
"John Dodd, Sr.",11,0,0.0,14.75,5,26,18.0,7,36,0.0,0,0,,,1265,158,375,25
John DuBoise,7,0,0.0,27.75,5,68,19.29,4,29,0.0,0,0,,,700,117,350,25
John Erickson,1,0,0.0,,,,19.0,19,19,0.0,0,0,,,100,100,100,100
John Findlay,8,0,0.0,16.67,11,21,13.5,5,27,0.0,0,0,,,900,129,225,50
John Fite,3,0,0.0,21.67,18,27,18.33,15,23,0.0,0,0,,,200,100,100,100
John Ford,1,0,0.0,,,,29.0,29,29,0.0,0,0,,,50,50,50,50
John Greenwood,2,0,0.0,23.0,13,33,30.5,21,40,0.0,0,0,43.0,,2730,1365,1510,1220
John Gunn,1,0,0.0,30.0,30,30,25.0,25,25,0.0,0,0,88.0,,2225,2225,2225,2225
John H. Nemechek,57,0,0.0,24.72,4,37,23.11,6,36,0.37,21,20,13.51,0.0,0,,,
John Hamby,15,0,0.0,22.6,11,40,22.53,8,78,0.0,0,0,,,1700,121,275,50
John Hamson,1,0,0.0,20.0,20,20,32.0,32,32,0.0,0,0,67.0,,790,790,790,790
John Harkins,1,0,0.0,35.0,35,35,21.0,21,21,0.0,0,0,100.0,,800,800,800,800
John Haver,2,0,0.0,29.5,25,34,33.0,33,33,0.0,0,0,64.0,,1730,865,950,780
John Hoffman,1,0,0.0,23.0,23,23,22.0,22,22,0.0,0,0,,,100,100,100,100
John Hren,2,0,0.0,39.0,39,39,29.5,29,30,0.0,0,0,,,1740,870,1020,720
John Jennings,6,0,0.0,25.5,21,29,22.33,13,29,0.0,0,0,,,1515,253,325,200
John Kennedy,19,0,0.0,29.79,11,43,28.53,14,43,0.0,0,0,77.0,,14757,777,1490,100
John Kenney,13,0,0.0,25.77,20,37,23.38,12,43,0.0,0,0,,,5510,424,1050,200
John Krebs,19,0,0.0,36.21,23,43,31.84,19,42,0.11,2,1,68.22,,61695,3247,8100,600
John Lansaw,3,0,0.0,21.33,17,29,21.0,15,26,0.0,0,0,,,85,43,50,35
John Lindsay,15,0,0.0,21.6,11,41,14.0,8,31,0.0,0,0,,,1360,91,150,50
John Lyons,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,,,700,700,700,700
John Manning,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,50,50,50,50
John Martin,7,0,0.0,23.14,11,30,31.43,18,42,0.0,0,0,73.0,,6435,919,1350,500
John McDaniel,3,0,0.0,23.0,22,24,22.0,13,27,0.0,0,0,,,100,100,100,100
John McFadden,11,0,0.0,34.36,28,40,34.73,24,40,0.0,0,0,58.82,,30004,2728,5660,655
John McGinley,11,0,0.0,37.67,21,49,18.36,2,46,0.0,0,0,,,1710,171,700,25
John McGorrien,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,50,50,50,50
John McVitty,11,0,0.0,18.09,8,29,15.18,8,20,0.0,0,0,,,800,73,150,50
John Meekins,1,0,0.0,,,,47.0,47,47,0.0,0,0,,,0,,,
John Meggers,5,0,0.0,,,,9.6,7,13,0.0,0,0,,,350,70,125,25
John Paschal,1,0,0.0,9.0,9,9,30.0,30,30,0.0,0,0,,,100,100,100,100
"John Paul, Jr.",2,0,0.0,31.5,27,36,24.0,16,32,0.0,0,0,91.0,,8460,4230,4610,3850
John Potter,4,0,0.0,23.25,17,29,14.0,6,25,0.0,0,0,,,700,175,300,50
John Ray,1,0,0.0,,,,34.0,34,34,0.0,0,0,,,25,25,25,25
John Rezek,4,0,0.0,27.25,23,38,27.5,11,36,0.0,0,0,104.5,,5035,1259,2400,640
John Riggi,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,0,,,
John Rogers,3,0,0.0,26.0,16,36,24.67,19,35,0.0,0,0,,,675,225,550,50
John Ross,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
John Rostek,6,1,0.16667,13.4,1,27,15.17,1,39,10.83,65,58,,,2560,512,800,85
John Scarfo,1,0,0.0,12.0,12,12,28.0,28,28,0.0,0,0,,,25,25,25,25
John Schelesky,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,25,25,25,25
John Sears,318,0,0.0,15.94,1,47,15.21,2,45,0.58,185,73,,,207335,656,4145,100
John Seeley,2,0,0.0,8.0,8,8,8.0,5,11,0.0,0,0,,,370,185,245,125
John Smith,2,0,0.0,17.0,17,17,14.5,11,18,0.0,0,0,,,75,38,50,25
John Soares,13,1,0.07692,14.43,3,31,19.08,1,52,16.31,212,211,,,3245,295,1500,25
"John Soares, Jr.",13,0,0.0,27.15,15,42,21.69,4,38,0.0,0,0,83.0,,18335,1410,3415,650
John Torrese,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,25,25,25,25
John Utsman,14,0,0.0,27.29,20,38,23.07,10,40,0.0,0,0,81.64,,25075,1791,4015,580
John Walker,1,0,0.0,20.0,20,20,10.0,10,10,0.0,0,0,,,155,155,155,155
John Winger,3,0,0.0,12.67,6,18,19.0,12,24,0.0,0,0,,,320,107,120,100
John Wright,1,0,0.0,,,,7.0,7,7,0.0,0,0,,,100,100,100,100
Johnny Allen,173,1,0.00578,16.4,1,67,16.14,1,52,1.68,291,178,,,58730,352,7475,25
Johnny Anderson,9,0,0.0,27.44,17,43,25.67,17,42,0.0,0,0,,,9260,1029,2170,585
Johnny Barnes,13,0,0.0,35.0,18,47,30.69,15,47,0.0,0,0,,,11715,901,1500,490
Johnny Beauchamp,23,2,0.08696,17.63,2,46,13.87,1,45,5.78,133,100,,,28631,1301,9110,25
Johnny Benson,1,0,0.0,36.0,36,36,21.0,21,21,0.0,0,0,,,850,850,850,850
"Johnny Benson, Jr.",274,1,0.00365,23.23,1,42,21.18,1,43,1.9,520,70,101.38,,15682839,57237,223300,14965
Johnny Bridgers,2,0,0.0,38.0,28,48,34.0,26,42,0.0,0,0,,,120,120,120,120
Johnny Chapman,1,0,0.0,35.0,35,35,36.0,36,36,0.0,0,0,55.0,,6526,6526,6526,6526
Johnny Clements,1,0,0.0,10.0,10,10,14.0,14,14,0.0,0,0,,,100,100,100,100
Johnny Coy,1,0,0.0,32.0,32,32,22.0,22,22,0.0,0,0,,,175,175,175,175
"Johnny Coy, Jr.",3,0,0.0,35.67,33,39,25.33,17,36,0.0,0,0,87.0,,10290,3430,5265,1090
Johnny Cramblitt,2,0,0.0,27.0,22,32,19.5,13,26,0.0,0,0,,,75,38,50,25
Johnny Dodson,15,0,0.0,19.36,5,62,16.27,7,45,0.0,0,0,,,2165,144,425,50
Johnny Dollar,2,0,0.0,33.5,27,40,35.0,30,40,0.0,0,0,,,200,200,200,200
Johnny Frank,1,0,0.0,26.0,26,26,18.0,18,18,0.0,0,0,,,75,75,75,75
Johnny Gardner,14,0,0.0,21.83,11,42,21.93,11,39,0.0,0,0,,,780,65,125,50
Johnny Gouveia,5,0,0.0,22.75,13,27,24.0,9,59,0.0,0,0,,,260,65,100,50
Johnny Grubb,5,0,0.0,30.0,7,57,12.0,9,16,0.0,0,0,,,600,120,350,25
Johnny Halford,41,0,0.0,24.22,2,40,21.39,10,37,0.39,16,16,,,26893,672,1350,100
Johnny Kieper,16,1,0.0625,13.73,1,38,13.5,1,36,18.0,288,169,76.75,,8385,524,1450,25
Johnny Mackison,16,0,0.0,16.5,2,48,19.25,3,39,0.0,0,0,,,2585,199,975,20
Johnny Mantz,12,1,0.08333,17.22,5,43,15.75,1,76,31.58,379,351,,,14010,1274,10510,25
Johnny Mello,1,0,0.0,16.0,16,16,31.0,31,31,0.0,0,0,,,0,,,
Johnny Miller,5,0,0.0,33.4,28,40,32.2,24,44,0.0,0,0,74.0,,169689,33938,66939,200
Johnny Mock,1,0,0.0,8.0,8,8,9.0,9,9,0.0,0,0,,,100,100,100,100
Johnny Nave,4,0,0.0,24.5,14,32,27.75,15,35,0.0,0,0,,,520,130,250,70
Johnny Osteen,1,0,0.0,72.0,72,72,66.0,66,66,0.0,0,0,,,0,,,
Johnny Patterson,25,0,0.0,22.0,5,62,21.44,2,52,0.0,0,0,,,6035,274,3000,25
Johnny Ray,8,0,0.0,27.88,10,43,33.0,22,48,0.0,0,0,62.5,,8875,1109,2270,735
Johnny Roberts,13,0,0.0,23.17,7,52,21.0,10,48,0.0,0,0,,,610,55,100,25
Johnny Rogers,1,0,0.0,7.0,7,7,36.0,36,36,0.0,0,0,,,0,,,
Johnny Rutherford,35,1,0.02857,21.0,4,42,23.71,1,41,0.4,14,6,85.0,,67844,1938,17285,100
Johnny Sauter,85,0,0.0,31.8,4,43,28.96,5,43,0.08,7,2,69.69,,6924192,81461,333128,46995
Johnny Steele,11,0,0.0,30.27,20,48,28.45,13,43,0.0,0,0,,,4925,493,1375,100
Johnny Sudderth,8,0,0.0,32.38,17,44,37.0,13,48,0.0,0,0,,,1860,233,325,115
Johnny Thompson,5,0,0.0,21.0,8,28,26.6,14,54,0.0,0,0,,,100,25,25,25
Johnny Wohlfiel,1,0,0.0,36.0,36,36,56.0,56,56,0.0,0,0,,,0,,,
Johnny Wolford,1,0,0.0,56.0,56,56,54.0,54,54,0.0,0,0,,,200,200,200,200
Johnny Yountz,1,0,0.0,43.0,43,43,34.0,34,34,0.0,0,0,,,50,50,50,50
Johnny Zeke,4,0,0.0,14.0,8,20,31.5,22,43,0.0,0,0,,,75,25,40,10
Joie Ray,1,0,0.0,25.0,25,25,51.0,51,51,0.0,0,0,,,0,,,
Jon Wood,4,0,0.0,25.5,12,41,32.75,29,36,0.0,0,0,64.75,,396899,99225,104064,91295
Jonathan Davenport,1,0,0.0,21.0,21,21,36.0,36,36,0.0,0,0,1.0,0.0,0,,,
Jonathan Lee Edwards,8,0,0.0,36.63,27,40,29.88,21,37,0.0,0,0,73.38,,14305,1788,2440,1175
Jordan Taylor,1,0,0.0,4.0,4,4,24.0,24,24,0.0,0,0,16.0,0.0,0,,,
Jorge Goeters,1,0,0.0,43.0,43,43,35.0,35,35,1.0,1,1,63.0,,57500,57500,57500,57500
Josh Berry,28,0,0.0,24.61,2,36,21.71,2,36,1.82,51,25,9.61,0.0,0,,,
Josh Bilicki,97,0,0.0,33.9,23,40,31.46,10,39,0.01,1,1,1.96,0.0,0,,,
Josh Williams,5,0,0.0,34.8,30,38,29.0,25,37,0.0,0,0,0.0,0.0,0,,,
Josh Wise,156,0,0.0,35.24,11,43,35.08,10,43,0.04,7,3,6.24,,10708017,83656,322888,53750
Joy Fair,2,0,0.0,25.0,7,43,36.5,9,64,0.0,0,0,,,100,100,100,100
Juan Pablo Montoya,255,2,0.00784,17.95,1,42,19.83,1,43,4.41,1124,116,71.3,,33777632,132461,443271,61425
Judge Rider,1,0,0.0,67.0,67,67,41.0,41,41,0.0,0,0,,,50,50,50,50
Jug Pierce,1,0,0.0,18.0,18,18,19.0,19,19,0.0,0,0,,,50,50,50,50
Julian Buesink,1,0,0.0,17.0,17,17,27.0,27,27,0.0,0,0,,,0,,,
Julian Petty,3,0,0.0,16.0,13,22,12.0,7,16,0.0,0,0,,,200,67,125,25
June Cleveland,10,0,0.0,18.5,5,51,21.3,4,45,0.0,0,0,,,635,79,350,25
Junie Gough,1,0,0.0,26.0,26,26,19.0,19,19,0.0,0,0,,,50,50,50,50
Junie Lancaster,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,50,50,50,50
Junior Johnson,313,50,0.15974,7.18,1,43,13.53,1,59,42.31,13243,481,,,276870,942,19600,5
Junior Miller,27,0,0.0,25.59,11,36,23.56,13,38,0.0,0,0,92.33,,32460,1202,2410,390
Junior Pooler,1,0,0.0,9.0,9,9,24.0,24,24,0.0,0,0,,,0,,,
Junior Spencer,25,0,0.0,15.64,4,41,18.32,5,44,0.0,0,0,,,9920,397,800,100
Justin Allgaier,82,0,0.0,26.17,4,43,27.4,8,43,0.21,17,6,14.93,0.0,8312226,110830,327513,64975
Justin Haley,124,1,0.00806,25.82,3,38,22.41,1,40,0.62,77,23,12.1,0.0,0,,,
Justin Marks,6,0,0.0,32.5,29,36,27.83,12,40,0.17,1,1,2.33,0.0,175515,87758,88810,86705
Kamui Kobayashi,2,0,0.0,26.5,25,28,31.0,29,33,0.0,0,0,4.0,0.0,0,,,
Kasey Kahne,529,18,0.03403,14.53,1,42,17.7,1,43,8.84,4678,305,66.81,0.08,59518706,137775,530164,66030
Kaz Grala,20,0,0.0,32.1,10,40,24.85,6,38,0.65,13,10,9.35,0.0,0,,,
Keith Davis,2,0,0.0,38.0,36,40,35.0,30,40,0.0,0,0,58.0,,2310,1155,1585,725
Keith Hamner,3,0,0.0,34.5,28,41,19.0,10,29,0.0,0,0,,,165,55,90,25
Keith Lucas,1,0,0.0,,,,10.0,10,10,0.0,0,0,,,50,50,50,50
Keith Olson,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,100,100,100,100
Keith Van Houten,1,0,0.0,39.0,39,39,37.0,37,37,0.0,0,0,,,3475,3475,3475,3475
Keith Wilkinson,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,50,50,50,50
Kelly Bires,3,0,0.0,41.0,38,43,41.0,38,43,0.0,0,0,3.0,,222024,74008,82857,69400
Kelly Ryan,1,0,0.0,23.0,23,23,21.0,21,21,0.0,0,0,,,75,75,75,75
Ken Anderson,3,0,0.0,24.33,20,32,17.0,14,21,0.0,0,0,,,450,150,200,100
Ken Bouchard,33,0,0.0,31.03,13,42,23.7,8,40,0.12,4,4,92.15,,161875,4905,23180,1610
Ken Fisher,14,0,0.0,17.3,8,25,22.21,7,47,0.0,0,0,,,575,72,200,25
Ken Goudermoat,1,0,0.0,15.0,15,15,19.0,19,19,0.0,0,0,,,50,50,50,50
Ken Johns,2,0,0.0,10.5,10,11,9.0,8,10,0.0,0,0,,,300,150,150,150
Ken Johnson,12,0,0.0,19.55,5,42,21.67,3,58,0.0,0,0,,,1555,130,375,50
Ken Kiser,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,25,25,25,25
Ken Klutzz,2,0,0.0,30.0,30,30,24.5,22,27,0.0,0,0,,,25,25,25,25
Ken Love,7,0,0.0,47.33,23,74,30.29,17,56,0.0,0,0,,,395,56,100,25
Ken Marriott,5,0,0.0,26.75,9,56,33.6,8,59,0.0,0,0,,,790,198,600,40
Ken Meisenhelder,51,0,0.0,24.8,13,46,19.49,10,33,0.0,0,0,,,18155,363,1250,100
Ken Miles,1,0,0.0,10.0,10,10,11.0,11,11,0.0,0,0,,,710,710,710,710
Ken Milligan,4,0,0.0,28.5,11,60,13.5,10,16,0.0,0,0,,,300,75,100,50
Ken Pace,4,0,0.0,22.0,20,24,21.5,11,28,0.0,0,0,,,50,25,25,25
Ken Pedersen,1,0,0.0,35.0,35,35,41.0,41,41,0.0,0,0,40.0,,9760,9760,9760,9760
Ken Ragan,50,0,0.0,31.36,17,40,26.32,11,41,0.04,2,1,83.67,,201980,4040,17085,940
Ken Rauch,1,0,0.0,26.0,26,26,19.0,19,19,0.0,0,0,,,25,25,25,25
Ken Reeder,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,25,25,25,25
Ken Rice,3,0,0.0,26.0,21,29,25.0,19,28,0.0,0,0,,,200,100,100,100
Ken Rush,56,0,0.0,13.65,1,42,17.75,2,43,0.0,0,0,,,11760,240,1625,25
Ken Schrader,763,4,0.00524,19.7,1,43,20.51,1,43,3.26,2489,169,101.56,,34286751,44937,328897,2605
Ken Schroeder,1,0,0.0,37.0,37,37,22.0,22,22,0.0,0,0,,,50,50,50,50
Ken Seibel,1,0,0.0,13.0,13,13,12.0,12,12,0.0,0,0,,,100,100,100,100
Ken Spikes,16,0,0.0,30.88,16,49,25.38,10,41,0.0,0,0,,,8235,515,1075,100
Ken Taylor,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,25,25,25,25
Ken Warmington,3,0,0.0,,,,17.33,13,23,0.0,0,0,,,50,50,50,50
Ken White,1,0,0.0,34.0,34,34,40.0,40,40,0.0,0,0,,,400,400,400,400
Kenneth Bridge,1,0,0.0,,,,57.0,57,57,0.0,0,0,,,0,,,
Kenneth Wagner,9,0,0.0,26.57,1,58,25.89,10,70,0.0,0,0,,,410,68,100,50
